source name	characteristics[biological replicate]	characteristics[organism]	characteristics[organism part]	characteristics[condition]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[quenching reagent]	comment[reduction reagent]	comment[alkylation reagent]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD027068-Sample-1	1	Caenorhabditis elegans	8 dopaminergic neurons	free TurboID-mNG expressed in 8 dopaminergic neurons	not applicable	not applicable	whole organism	not available	streptavidin affinity enrichment	not applicable	not available	not available	dat-1p-TID set1_frac1	proteomic profiling by mass spectrometry	NCB4460A1LC3_A1 NCB4460A1LC3-40-210632.raw	1	1	NT=Q Exactive;AC=MS:1001911	NT=Data-dependent acquisition;AC=PRIDE:0000449	AC=MS:1001251;NT=Trypsin	NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Deamidation;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=Any N-term;AC=UNIMOD:28	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Biotinylation;AC=UNIMOD:3;TA=K;MT=Variable	NT=Biotinylation;AC=UNIMOD:3;PP=Protein N-term;MT=Variable	AC=MS:1000422;NT=HCD	27% NCE	not available	not available	polyacrylamide gel electrophoresis	affinity purification coupled with mass spectrometry proteomics	NT=TurboID;AC=XLMOD:02251	streptavidin affinity enrichment	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068-Sample-1	1	Caenorhabditis elegans	8 dopaminergic neurons	free TurboID-mNG expressed in 8 dopaminergic neurons	not applicable	not applicable	whole organism	not available	streptavidin affinity enrichment	not applicable	not available	not available	dat-1p-TID set1_frac2	proteomic profiling by mass spectrometry	NCB4460A2LC3_B1 NCB4460A2LC3-40-210633.raw	2	1	NT=Q Exactive;AC=MS:1001911	NT=Data-dependent acquisition;AC=PRIDE:0000449	AC=MS:1001251;NT=Trypsin	NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Deamidation;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=Any N-term;AC=UNIMOD:28	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Biotinylation;AC=UNIMOD:3;TA=K;MT=Variable	NT=Biotinylation;AC=UNIMOD:3;PP=Protein N-term;MT=Variable	AC=MS:1000422;NT=HCD	27% NCE	not available	not available	polyacrylamide gel electrophoresis	affinity purification coupled with mass spectrometry proteomics	NT=TurboID;AC=XLMOD:02251	streptavidin affinity enrichment	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068-Sample-1	1	Caenorhabditis elegans	8 dopaminergic neurons	free TurboID-mNG expressed in 8 dopaminergic neurons	not applicable	not applicable	whole organism	not available	streptavidin affinity enrichment	not applicable	not available	not available	dat-1p-TID set1_frac3	proteomic profiling by mass spectrometry	NCB4460A3LC3_C1 NCB4460A3LC3-40-210634.raw	3	1	NT=Q Exactive;AC=MS:1001911	NT=Data-dependent acquisition;AC=PRIDE:0000449	AC=MS:1001251;NT=Trypsin	NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Deamidation;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=Any N-term;AC=UNIMOD:28	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Biotinylation;AC=UNIMOD:3;TA=K;MT=Variable	NT=Biotinylation;AC=UNIMOD:3;PP=Protein N-term;MT=Variable	AC=MS:1000422;NT=HCD	27% NCE	not available	not available	polyacrylamide gel electrophoresis	affinity purification coupled with mass spectrometry proteomics	NT=TurboID;AC=XLMOD:02251	streptavidin affinity enrichment	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068-Sample-1	1	Caenorhabditis elegans	8 dopaminergic neurons	free TurboID-mNG expressed in 8 dopaminergic neurons	not applicable	not applicable	whole organism	not available	streptavidin affinity enrichment	not applicable	not available	not available	dat-1p-TID set1_frac4	proteomic profiling by mass spectrometry	NCB4460A4LC3_D1 NCB4460A4LC3-40-210635.raw	4	1	NT=Q Exactive;AC=MS:1001911	NT=Data-dependent acquisition;AC=PRIDE:0000449	AC=MS:1001251;NT=Trypsin	NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Deamidation;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=Any N-term;AC=UNIMOD:28	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Biotinylation;AC=UNIMOD:3;TA=K;MT=Variable	NT=Biotinylation;AC=UNIMOD:3;PP=Protein N-term;MT=Variable	AC=MS:1000422;NT=HCD	27% NCE	not available	not available	polyacrylamide gel electrophoresis	affinity purification coupled with mass spectrometry proteomics	NT=TurboID;AC=XLMOD:02251	streptavidin affinity enrichment	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068-Sample-1	1	Caenorhabditis elegans	8 dopaminergic neurons	free TurboID-mNG expressed in 8 dopaminergic neurons	not applicable	not applicable	whole organism	not available	streptavidin affinity enrichment	not applicable	not available	not available	dat-1p-TID set1_frac5	proteomic profiling by mass spectrometry	NCB4460A5LC3_E1 NCB4460A5LC3-40-210636.raw	5	1	NT=Q Exactive;AC=MS:1001911	NT=Data-dependent acquisition;AC=PRIDE:0000449	AC=MS:1001251;NT=Trypsin	NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Deamidation;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=Any N-term;AC=UNIMOD:28	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Biotinylation;AC=UNIMOD:3;TA=K;MT=Variable	NT=Biotinylation;AC=UNIMOD:3;PP=Protein N-term;MT=Variable	AC=MS:1000422;NT=HCD	27% NCE	not available	not available	polyacrylamide gel electrophoresis	affinity purification coupled with mass spectrometry proteomics	NT=TurboID;AC=XLMOD:02251	streptavidin affinity enrichment	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068-Sample-1	1	Caenorhabditis elegans	8 dopaminergic neurons	free TurboID-mNG expressed in 8 dopaminergic neurons	not applicable	not applicable	whole organism	not available	streptavidin affinity enrichment	not applicable	not available	not available	dat-1p-TID set1_frac6	proteomic profiling by mass spectrometry	NCB4460A6LC3_F1 NCB4460A6LC3-40-210637.raw	6	1	NT=Q Exactive;AC=MS:1001911	NT=Data-dependent acquisition;AC=PRIDE:0000449	AC=MS:1001251;NT=Trypsin	NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Deamidation;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=Any N-term;AC=UNIMOD:28	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Biotinylation;AC=UNIMOD:3;TA=K;MT=Variable	NT=Biotinylation;AC=UNIMOD:3;PP=Protein N-term;MT=Variable	AC=MS:1000422;NT=HCD	27% NCE	not available	not available	polyacrylamide gel electrophoresis	affinity purification coupled with mass spectrometry proteomics	NT=TurboID;AC=XLMOD:02251	streptavidin affinity enrichment	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068-Sample-1	1	Caenorhabditis elegans	8 dopaminergic neurons	free TurboID-mNG expressed in 8 dopaminergic neurons	not applicable	not applicable	whole organism	not available	streptavidin affinity enrichment	not applicable	not available	not available	dat-1p-TID set1_frac7	proteomic profiling by mass spectrometry	NCB4460A7LC3_G1 NCB4460A7LC3-40-210638.raw	7	1	NT=Q Exactive;AC=MS:1001911	NT=Data-dependent acquisition;AC=PRIDE:0000449	AC=MS:1001251;NT=Trypsin	NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Deamidation;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=Any N-term;AC=UNIMOD:28	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Biotinylation;AC=UNIMOD:3;TA=K;MT=Variable	NT=Biotinylation;AC=UNIMOD:3;PP=Protein N-term;MT=Variable	AC=MS:1000422;NT=HCD	27% NCE	not available	not available	polyacrylamide gel electrophoresis	affinity purification coupled with mass spectrometry proteomics	NT=TurboID;AC=XLMOD:02251	streptavidin affinity enrichment	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068-Sample-1	1	Caenorhabditis elegans	8 dopaminergic neurons	free TurboID-mNG expressed in 8 dopaminergic neurons	not applicable	not applicable	whole organism	not available	streptavidin affinity enrichment	not applicable	not available	not available	dat-1p-TID set1_frac8	proteomic profiling by mass spectrometry	NCB4460A8LC3_H1 NCB4460A8LC3-40-210639.raw	8	1	NT=Q Exactive;AC=MS:1001911	NT=Data-dependent acquisition;AC=PRIDE:0000449	AC=MS:1001251;NT=Trypsin	NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Deamidation;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=Any N-term;AC=UNIMOD:28	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Biotinylation;AC=UNIMOD:3;TA=K;MT=Variable	NT=Biotinylation;AC=UNIMOD:3;PP=Protein N-term;MT=Variable	AC=MS:1000422;NT=HCD	27% NCE	not available	not available	polyacrylamide gel electrophoresis	affinity purification coupled with mass spectrometry proteomics	NT=TurboID;AC=XLMOD:02251	streptavidin affinity enrichment	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068-Sample-1	1	Caenorhabditis elegans	8 dopaminergic neurons	free TurboID-mNG expressed in 8 dopaminergic neurons	not applicable	not applicable	whole organism	not available	streptavidin affinity enrichment	not applicable	not available	not available	dat-1p-TID set1_frac9	proteomic profiling by mass spectrometry	NCB4460A9LC3_A2 NCB4460A9LC3-40-210651.raw	9	1	NT=Q Exactive;AC=MS:1001911	NT=Data-dependent acquisition;AC=PRIDE:0000449	AC=MS:1001251;NT=Trypsin	NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Deamidation;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=Any N-term;AC=UNIMOD:28	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Biotinylation;AC=UNIMOD:3;TA=K;MT=Variable	NT=Biotinylation;AC=UNIMOD:3;PP=Protein N-term;MT=Variable	AC=MS:1000422;NT=HCD	27% NCE	not available	not available	polyacrylamide gel electrophoresis	affinity purification coupled with mass spectrometry proteomics	NT=TurboID;AC=XLMOD:02251	streptavidin affinity enrichment	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068-Sample-1	1	Caenorhabditis elegans	8 dopaminergic neurons	free TurboID-mNG expressed in 8 dopaminergic neurons	not applicable	not applicable	whole organism	not available	streptavidin affinity enrichment	not applicable	not available	not available	dat-1p-TID set1_frac10	proteomic profiling by mass spectrometry	NCB4460A10LC3_B2 NCB4460A10LC3-40-210640.raw	10	1	NT=Q Exactive;AC=MS:1001911	NT=Data-dependent acquisition;AC=PRIDE:0000449	AC=MS:1001251;NT=Trypsin	NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Deamidation;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=Any N-term;AC=UNIMOD:28	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Biotinylation;AC=UNIMOD:3;TA=K;MT=Variable	NT=Biotinylation;AC=UNIMOD:3;PP=Protein N-term;MT=Variable	AC=MS:1000422;NT=HCD	27% NCE	not available	not available	polyacrylamide gel electrophoresis	affinity purification coupled with mass spectrometry proteomics	NT=TurboID;AC=XLMOD:02251	streptavidin affinity enrichment	not available	not available	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
