source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20150722_QE5_UPLC8_RJC_COLLAB_DB_4011_01	20150722_QE5_UPLC8_RJC_COLLAB_DB_4011_01	Homo sapiens	not available	not applicable	not available	Metaproteomic_profiling_of_saliva_in_subjects_with_periodontitis_dental_caries_and_orally_healthy_controls	not available	not available	not available	not available	not available	not available	1	20150722_QE5_UPLC8_RJC_COLLAB_DB_4011_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20150722_QE5_UPLC8_RJC_COLLAB_DB_4011_01.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20150722_QE5_UPLC8_RJC_COLLAB_DB_4015_01	20150722_QE5_UPLC8_RJC_COLLAB_DB_4015_01	Homo sapiens	not available	not applicable	not available	Metaproteomic_profiling_of_saliva_in_subjects_with_periodontitis_dental_caries_and_orally_healthy_controls	not available	not available	not available	not available	not available	not available	1	20150722_QE5_UPLC8_RJC_COLLAB_DB_4015_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20150722_QE5_UPLC8_RJC_COLLAB_DB_4015_01.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20150722_QE5_UPLC8_RJC_COLLAB_DB_4019_01	20150722_QE5_UPLC8_RJC_COLLAB_DB_4019_01	Homo sapiens	not available	not applicable	not available	Metaproteomic_profiling_of_saliva_in_subjects_with_periodontitis_dental_caries_and_orally_healthy_controls	not available	not available	not available	not available	not available	not available	1	20150722_QE5_UPLC8_RJC_COLLAB_DB_4019_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20150722_QE5_UPLC8_RJC_COLLAB_DB_4019_01.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20150722_QE5_UPLC8_RJC_COLLAB_DB_4023_01	20150722_QE5_UPLC8_RJC_COLLAB_DB_4023_01	Homo sapiens	not available	not applicable	not available	Metaproteomic_profiling_of_saliva_in_subjects_with_periodontitis_dental_caries_and_orally_healthy_controls	not available	not available	not available	not available	not available	not available	1	20150722_QE5_UPLC8_RJC_COLLAB_DB_4023_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20150722_QE5_UPLC8_RJC_COLLAB_DB_4023_01.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20150722_QE5_UPLC8_RJC_COLLAB_DB_4027_01	20150722_QE5_UPLC8_RJC_COLLAB_DB_4027_01	Homo sapiens	not available	not applicable	not available	Metaproteomic_profiling_of_saliva_in_subjects_with_periodontitis_dental_caries_and_orally_healthy_controls	not available	not available	not available	not available	not available	not available	1	20150722_QE5_UPLC8_RJC_COLLAB_DB_4027_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20150722_QE5_UPLC8_RJC_COLLAB_DB_4027_01.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20150722_QE5_UPLC8_RJC_COLLAB_DB_4031_01	20150722_QE5_UPLC8_RJC_COLLAB_DB_4031_01	Homo sapiens	not available	not applicable	not available	Metaproteomic_profiling_of_saliva_in_subjects_with_periodontitis_dental_caries_and_orally_healthy_controls	not available	not available	not available	not available	not available	not available	1	20150722_QE5_UPLC8_RJC_COLLAB_DB_4031_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20150722_QE5_UPLC8_RJC_COLLAB_DB_4031_01.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20150722_QE5_UPLC8_RJC_COLLAB_DB_4035_01	20150722_QE5_UPLC8_RJC_COLLAB_DB_4035_01	Homo sapiens	not available	not applicable	not available	Metaproteomic_profiling_of_saliva_in_subjects_with_periodontitis_dental_caries_and_orally_healthy_controls	not available	not available	not available	not available	not available	not available	1	20150722_QE5_UPLC8_RJC_COLLAB_DB_4035_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20150722_QE5_UPLC8_RJC_COLLAB_DB_4035_01.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20150722_QE5_UPLC8_RJC_COLLAB_DB_4039_01	20150722_QE5_UPLC8_RJC_COLLAB_DB_4039_01	Homo sapiens	not available	not applicable	not available	Metaproteomic_profiling_of_saliva_in_subjects_with_periodontitis_dental_caries_and_orally_healthy_controls	not available	not available	not available	not available	not available	not available	1	20150722_QE5_UPLC8_RJC_COLLAB_DB_4039_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20150722_QE5_UPLC8_RJC_COLLAB_DB_4039_01.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20150722_QE5_UPLC8_RJC_COLLAB_DB_4043_01	20150722_QE5_UPLC8_RJC_COLLAB_DB_4043_01	Homo sapiens	not available	not applicable	not available	Metaproteomic_profiling_of_saliva_in_subjects_with_periodontitis_dental_caries_and_orally_healthy_controls	not available	not available	not available	not available	not available	not available	1	20150722_QE5_UPLC8_RJC_COLLAB_DB_4043_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20150722_QE5_UPLC8_RJC_COLLAB_DB_4043_01.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20150722_QE5_UPLC8_RJC_COLLAB_DB_4047_01	20150722_QE5_UPLC8_RJC_COLLAB_DB_4047_01	Homo sapiens	not available	not applicable	not available	Metaproteomic_profiling_of_saliva_in_subjects_with_periodontitis_dental_caries_and_orally_healthy_controls	not available	not available	not available	not available	not available	not available	1	20150722_QE5_UPLC8_RJC_COLLAB_DB_4047_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20150722_QE5_UPLC8_RJC_COLLAB_DB_4047_01.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
