source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
2020-11-25_CNAT_227	2020-11-25_CNAT_227	Homo sapiens	Coral nubbin	not applicable	not available	Metaproteomic_analysis_of_nine_coral_species_with_and_without_Stony_Coral_Tissue_Loss_Disease_SCTLD	Coral nubbin	Coral nubbin	not available	not available	not available	not available	1	2020-11-25_CNAT_227	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	2020-11-25_CNAT_227.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Coral nubbin
2020-11-25_CNAT_253_-_F002746.dat	2020-11-25_CNAT_253_-_F002746.dat	Homo sapiens	Coral nubbin	not applicable	not available	Metaproteomic_analysis_of_nine_coral_species_with_and_without_Stony_Coral_Tissue_Loss_Disease_SCTLD	Coral nubbin	Coral nubbin	not available	not available	not available	not available	1	2020-11-25_CNAT_253_-_F002746.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	2020-11-25_CNAT_253_-_F002746.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Coral nubbin
2020-11-25_CNAT_92	2020-11-25_CNAT_92	Homo sapiens	Coral nubbin	not applicable	not available	Metaproteomic_analysis_of_nine_coral_species_with_and_without_Stony_Coral_Tissue_Loss_Disease_SCTLD	Coral nubbin	Coral nubbin	not available	not available	not available	not available	1	2020-11-25_CNAT_92	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	2020-11-25_CNAT_92.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Coral nubbin
2020-11-25_CNAT_94	2020-11-25_CNAT_94	Homo sapiens	Coral nubbin	not applicable	not available	Metaproteomic_analysis_of_nine_coral_species_with_and_without_Stony_Coral_Tissue_Loss_Disease_SCTLD	Coral nubbin	Coral nubbin	not available	not available	not available	not available	1	2020-11-25_CNAT_94	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	2020-11-25_CNAT_94.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Coral nubbin
2020-11-25_CNAT_94_-_F002743.dat	2020-11-25_CNAT_94_-_F002743.dat	Homo sapiens	Coral nubbin	not applicable	not available	Metaproteomic_analysis_of_nine_coral_species_with_and_without_Stony_Coral_Tissue_Loss_Disease_SCTLD	Coral nubbin	Coral nubbin	not available	not available	not available	not available	1	2020-11-25_CNAT_94_-_F002743.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	2020-11-25_CNAT_94_-_F002743.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Coral nubbin
2020-11-25_CNAT_96	2020-11-25_CNAT_96	Homo sapiens	Coral nubbin	not applicable	not available	Metaproteomic_analysis_of_nine_coral_species_with_and_without_Stony_Coral_Tissue_Loss_Disease_SCTLD	Coral nubbin	Coral nubbin	not available	not available	not available	not available	1	2020-11-25_CNAT_96	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	2020-11-25_CNAT_96.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Coral nubbin
2020-11-25_CNAT_9_oldtrap	2020-11-25_CNAT_9_oldtrap	Homo sapiens	Coral nubbin	not applicable	not available	Metaproteomic_analysis_of_nine_coral_species_with_and_without_Stony_Coral_Tissue_Loss_Disease_SCTLD	Coral nubbin	Coral nubbin	not available	not available	not available	not available	1	2020-11-25_CNAT_9_oldtrap	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	2020-11-25_CNAT_9_oldtrap.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Coral nubbin
2020-11-25_CNAT_9_oldtrap_-_F002741.dat	2020-11-25_CNAT_9_oldtrap_-_F002741.dat	Homo sapiens	Coral nubbin	not applicable	not available	Metaproteomic_analysis_of_nine_coral_species_with_and_without_Stony_Coral_Tissue_Loss_Disease_SCTLD	Coral nubbin	Coral nubbin	not available	not available	not available	not available	1	2020-11-25_CNAT_9_oldtrap_-_F002741.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	2020-11-25_CNAT_9_oldtrap_-_F002741.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Coral nubbin
2020-11-25_DLAB_119	2020-11-25_DLAB_119	Homo sapiens	Coral nubbin	not applicable	not available	Metaproteomic_analysis_of_nine_coral_species_with_and_without_Stony_Coral_Tissue_Loss_Disease_SCTLD	Coral nubbin	Coral nubbin	not available	not available	not available	not available	1	2020-11-25_DLAB_119	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	2020-11-25_DLAB_119.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Coral nubbin
2020-11-25_DLAB_119_-_F002748.dat	2020-11-25_DLAB_119_-_F002748.dat	Homo sapiens	Coral nubbin	not applicable	not available	Metaproteomic_analysis_of_nine_coral_species_with_and_without_Stony_Coral_Tissue_Loss_Disease_SCTLD	Coral nubbin	Coral nubbin	not available	not available	not available	not available	1	2020-11-25_DLAB_119_-_F002748.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	2020-11-25_DLAB_119_-_F002748.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Coral nubbin
