source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_HU_04	Homo sapiens	Not available	not available	not available	not available	1	20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_HU_04	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_HU_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_HU_GSK591_01	Homo sapiens	Not available	not available	not available	not available	1	20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_HU_GSK591_01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_HU_GSK591_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_SGC2096a_03	Homo sapiens	Not available	not available	not available	not available	1	20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_SGC2096a_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_SGC2096a_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_HU_GSK591_02	Homo sapiens	Not available	not available	not available	not available	1	20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_HU_GSK591_02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_HU_GSK591_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_SGC2096a_02	Homo sapiens	Not available	not available	not available	not available	1	20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_SGC2096a_02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_SGC2096a_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_HU_GSK591_03	Homo sapiens	Not available	not available	not available	not available	1	20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_HU_GSK591_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_HU_GSK591_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_HU_02	Homo sapiens	Not available	not available	not available	not available	1	20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_HU_02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_HU_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_HU_GSK591_04	Homo sapiens	Not available	not available	not available	not available	1	20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_HU_GSK591_04	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_HU_GSK591_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_SGC2096a_01	Homo sapiens	Not available	not available	not available	not available	1	20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_SGC2096a_01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_SGC2096a_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_SGC2096a_04	Homo sapiens	Not available	not available	not available	not available	1	20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_SGC2096a_04	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_SGC2096a_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_HU_01	Homo sapiens	Not available	not available	not available	not available	1	20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_HU_01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_HU_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_HU_03	Homo sapiens	Not available	not available	not available	not available	1	20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_HU_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20200210_QPC_DK_CSI_ADJ_PHM_MCF10A_Rdimethyl_IP_HU_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
