source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[growth condition]	characteristics[treatment]	characteristics[material type]	characteristics[sample type]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[strain or breed]	factor value[treatment]
Col-0_MOCK	Arabidopsis thaliana	root	plant cell	normal	seedling development stage	Col-0	16h/8h, 90-100 umol m-2 s-1, 22C, 75% RH, 0.5x MS agar	mock (DMSO) 2 min	organism part	study sample	1	MR1969_Col0_MOCK_1	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Acrylamide (AA);AC=PRIDE:0000603	1	1	MR1969_Col0_MOCK_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	Col-0	mock (DMSO) 2 min
Col-0_MOCK	Arabidopsis thaliana	root	plant cell	normal	seedling development stage	Col-0	16h/8h, 90-100 umol m-2 s-1, 22C, 75% RH, 0.5x MS agar	mock (DMSO) 2 min	organism part	study sample	2	MR1970_Col0_MOCK_2	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Acrylamide (AA);AC=PRIDE:0000603	1	1	MR1970_Col0_MOCK_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	Col-0	mock (DMSO) 2 min
Col-0_MOCK	Arabidopsis thaliana	root	plant cell	normal	seedling development stage	Col-0	16h/8h, 90-100 umol m-2 s-1, 22C, 75% RH, 0.5x MS agar	mock (DMSO) 2 min	organism part	study sample	3	MR1971_Col0_MOCK_3	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Acrylamide (AA);AC=PRIDE:0000603	1	1	MR1971_Col0_MOCK_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	Col-0	mock (DMSO) 2 min
Col-0_MOCK	Arabidopsis thaliana	root	plant cell	normal	seedling development stage	Col-0	16h/8h, 90-100 umol m-2 s-1, 22C, 75% RH, 0.5x MS agar	mock (DMSO) 2 min	organism part	study sample	4	MR1972_Col0_MOCK_4	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Acrylamide (AA);AC=PRIDE:0000603	1	1	MR1972_Col0_MOCK_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	Col-0	mock (DMSO) 2 min
Col-0_IAA	Arabidopsis thaliana	root	plant cell	normal	seedling development stage	Col-0	16h/8h, 90-100 umol m-2 s-1, 22C, 75% RH, 0.5x MS agar	100 nM indole-3-acetic acid (IAA) 2 min	organism part	study sample	1	MR1973_Col0_IAA_1	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Acrylamide (AA);AC=PRIDE:0000603	1	1	MR1973_Col0_IAA_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	Col-0	100 nM indole-3-acetic acid (IAA) 2 min
Col-0_IAA	Arabidopsis thaliana	root	plant cell	normal	seedling development stage	Col-0	16h/8h, 90-100 umol m-2 s-1, 22C, 75% RH, 0.5x MS agar	100 nM indole-3-acetic acid (IAA) 2 min	organism part	study sample	2	MR1974_Col0_IAA_2	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Acrylamide (AA);AC=PRIDE:0000603	1	1	MR1974_Col0_IAA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	Col-0	100 nM indole-3-acetic acid (IAA) 2 min
Col-0_IAA	Arabidopsis thaliana	root	plant cell	normal	seedling development stage	Col-0	16h/8h, 90-100 umol m-2 s-1, 22C, 75% RH, 0.5x MS agar	100 nM indole-3-acetic acid (IAA) 2 min	organism part	study sample	3	MR1975_Col0_IAA_3	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Acrylamide (AA);AC=PRIDE:0000603	1	1	MR1975_Col0_IAA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	Col-0	100 nM indole-3-acetic acid (IAA) 2 min
Col-0_IAA	Arabidopsis thaliana	root	plant cell	normal	seedling development stage	Col-0	16h/8h, 90-100 umol m-2 s-1, 22C, 75% RH, 0.5x MS agar	100 nM indole-3-acetic acid (IAA) 2 min	organism part	study sample	4	MR1976_Col0_IAA_4	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Acrylamide (AA);AC=PRIDE:0000603	1	1	MR1976_Col0_IAA_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	Col-0	100 nM indole-3-acetic acid (IAA) 2 min
raf_OK130null_MOCK	Arabidopsis thaliana	root	plant cell	normal	seedling development stage	raf (OK130null)	16h/8h, 90-100 umol m-2 s-1, 22C, 75% RH, 0.5x MS agar	mock (DMSO) 2 min	organism part	study sample	1	MR1977_M7_MOCK_1	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Acrylamide (AA);AC=PRIDE:0000603	1	1	MR1977_M7_MOCK_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	raf (OK130null)	mock (DMSO) 2 min
raf_OK130null_MOCK	Arabidopsis thaliana	root	plant cell	normal	seedling development stage	raf (OK130null)	16h/8h, 90-100 umol m-2 s-1, 22C, 75% RH, 0.5x MS agar	mock (DMSO) 2 min	organism part	study sample	2	MR1978_M7_MOCK_2	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Acrylamide (AA);AC=PRIDE:0000603	1	1	MR1978_M7_MOCK_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	raf (OK130null)	mock (DMSO) 2 min
