source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20230911_AW_MouseMetaExtRerun_DDA_DC1_1_2240.d.7z	20230911_AW_MouseMetaExtRerun_DDA_DC1_1_2240.d.7z	Mus musculus	feces	not applicable	not available	Mouse_Fecal_MetaProteomics_-_DDA	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	feces	not available	1	20230911_AW_MouseMetaExtRerun_DDA_DC1_1_2240.d.7z	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	not available	1	1	20230911_AW_MouseMetaExtRerun_DDA_DC1_1_2240.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20230911_AW_MouseMetaExtRerun_DDA_DC2_1_2217.d.7z	20230911_AW_MouseMetaExtRerun_DDA_DC2_1_2217.d.7z	Mus musculus	feces	not applicable	not available	Mouse_Fecal_MetaProteomics_-_DDA	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	feces	not available	1	20230911_AW_MouseMetaExtRerun_DDA_DC2_1_2217.d.7z	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	not available	1	1	20230911_AW_MouseMetaExtRerun_DDA_DC2_1_2217.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20230911_AW_MouseMetaExtRerun_DDA_DC3_1_2199.d.7z	20230911_AW_MouseMetaExtRerun_DDA_DC3_1_2199.d.7z	Mus musculus	feces	not applicable	not available	Mouse_Fecal_MetaProteomics_-_DDA	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	feces	not available	1	20230911_AW_MouseMetaExtRerun_DDA_DC3_1_2199.d.7z	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	not available	1	1	20230911_AW_MouseMetaExtRerun_DDA_DC3_1_2199.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20230911_AW_MouseMetaExtRerun_DDA_DC4_1_2238.d.7z	20230911_AW_MouseMetaExtRerun_DDA_DC4_1_2238.d.7z	Mus musculus	feces	not applicable	not available	Mouse_Fecal_MetaProteomics_-_DDA	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	feces	not available	1	20230911_AW_MouseMetaExtRerun_DDA_DC4_1_2238.d.7z	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	not available	1	1	20230911_AW_MouseMetaExtRerun_DDA_DC4_1_2238.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20230911_AW_MouseMetaExtRerun_DDA_DC5_1_2224.d.7z	20230911_AW_MouseMetaExtRerun_DDA_DC5_1_2224.d.7z	Mus musculus	feces	not applicable	not available	Mouse_Fecal_MetaProteomics_-_DDA	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	feces	not available	1	20230911_AW_MouseMetaExtRerun_DDA_DC5_1_2224.d.7z	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	not available	1	1	20230911_AW_MouseMetaExtRerun_DDA_DC5_1_2224.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20230911_AW_MouseMetaExtRerun_DDA_DF10_1_1_2215.d.7z	20230911_AW_MouseMetaExtRerun_DDA_DF10_1_1_2215.d.7z	Mus musculus	feces	not applicable	not available	Mouse_Fecal_MetaProteomics_-_DDA	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	feces	not available	1	20230911_AW_MouseMetaExtRerun_DDA_DF10_1_1_2215.d.7z	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	not available	1	1	20230911_AW_MouseMetaExtRerun_DDA_DF10_1_1_2215.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20230911_AW_MouseMetaExtRerun_DDA_DF10_2_1_2219.d.7z	20230911_AW_MouseMetaExtRerun_DDA_DF10_2_1_2219.d.7z	Mus musculus	feces	not applicable	not available	Mouse_Fecal_MetaProteomics_-_DDA	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	feces	not available	1	20230911_AW_MouseMetaExtRerun_DDA_DF10_2_1_2219.d.7z	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	not available	1	1	20230911_AW_MouseMetaExtRerun_DDA_DF10_2_1_2219.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20230911_AW_MouseMetaExtRerun_DDA_DF10_3_1_2227.d.7z	20230911_AW_MouseMetaExtRerun_DDA_DF10_3_1_2227.d.7z	Mus musculus	feces	not applicable	not available	Mouse_Fecal_MetaProteomics_-_DDA	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	feces	not available	1	20230911_AW_MouseMetaExtRerun_DDA_DF10_3_1_2227.d.7z	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	not available	1	1	20230911_AW_MouseMetaExtRerun_DDA_DF10_3_1_2227.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20230911_AW_MouseMetaExtRerun_DDA_DF10_4_1_2232.d.7z	20230911_AW_MouseMetaExtRerun_DDA_DF10_4_1_2232.d.7z	Mus musculus	feces	not applicable	not available	Mouse_Fecal_MetaProteomics_-_DDA	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	feces	not available	1	20230911_AW_MouseMetaExtRerun_DDA_DF10_4_1_2232.d.7z	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	not available	1	1	20230911_AW_MouseMetaExtRerun_DDA_DF10_4_1_2232.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20230911_AW_MouseMetaExtRerun_DDA_DF10_5_1_2207.d.7z	20230911_AW_MouseMetaExtRerun_DDA_DF10_5_1_2207.d.7z	Mus musculus	feces	not applicable	not available	Mouse_Fecal_MetaProteomics_-_DDA	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	feces	not available	1	20230911_AW_MouseMetaExtRerun_DDA_DF10_5_1_2207.d.7z	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	not available	1	1	20230911_AW_MouseMetaExtRerun_DDA_DF10_5_1_2207.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
