source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[phenotype]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[phenotype]
liver_pool_1	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	not available	not available	liver_pool	1	run_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	150 ppm	1	1	0000_ChenD_WZY_ZT0_2PER_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	liver_pool
liver_pool_2	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	not available	not available	liver_pool	2	run_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	150 ppm	1	1	0000_ChenD_WZY_ZT12_2PER_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	liver_pool
liver_pool_3	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	not available	not available	liver_pool	3	run_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	150 ppm	1	1	0000_ChenD_WZY_ZT15_4PER_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	liver_pool
liver_pool_4	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	not available	not available	liver_pool	4	run_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	150 ppm	1	1	0000_ChenD_WZY_ZT18_2PER_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	liver_pool
liver_pool_5	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	not available	not available	liver_pool	5	run_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	150 ppm	1	1	0000_ChenD_WZY_ZT21_2PER_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	liver_pool
liver_pool_6	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	not available	not available	liver_pool	6	run_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	150 ppm	1	1	0000_ChenD_WZY_ZT24_2PER_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	liver_pool
liver_pool_7	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	not available	not available	liver_pool	7	run_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	150 ppm	1	1	0000_ChenD_WZY_ZT27_2PER_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	liver_pool
liver_pool_8	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	not available	not available	liver_pool	8	run_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	150 ppm	1	1	0000_ChenD_WZY_ZT30_2PER_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	liver_pool
liver_pool_9	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	not available	not available	liver_pool	9	run_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	150 ppm	1	1	0000_ChenD_WZY_ZT33_2PER_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	liver_pool
liver_pool_10	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	not available	not available	liver_pool	10	run_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	150 ppm	1	1	0000_ChenD_WZY_ZT36_2PER_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	liver_pool
