source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
PXD024482-Sample-1	Mus musculus	not available	not available	1	jm_20191022_Orbi1_Qin_Ctrl_Brn_Clk	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Velos Pro;AC=MS:1003096	NT=Trypsin;AC=MS:1001251	1	1	jm_20191022_Orbi1_Qin_Ctrl_Brn_Clk.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024482-Sample-2	Mus musculus	not available	not available	1	jm_20191022_Orbi1_Qin_Ctrl_Brn_noClk	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Velos Pro;AC=MS:1003096	NT=Trypsin;AC=MS:1001251	1	1	jm_20191022_Orbi1_Qin_Ctrl_Brn_noClk.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024482-Sample-3	Mus musculus	not available	not available	1	jm_20191022_Orbi1_Qin_Ctrl_Hrt_Clk	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Velos Pro;AC=MS:1003096	NT=Trypsin;AC=MS:1001251	1	1	jm_20191022_Orbi1_Qin_Ctrl_Hrt_Clk.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024482-Sample-4	Mus musculus	not available	not available	1	jm_20191022_Orbi1_Qin_Ctrl_Hrt_noClk	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Velos Pro;AC=MS:1003096	NT=Trypsin;AC=MS:1001251	1	1	jm_20191022_Orbi1_Qin_Ctrl_Hrt_noClk.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024482-Sample-5	Mus musculus	not available	not available	1	jm_20191022_Orbi1_Qin_Ctrl_Kny_Clk	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Velos Pro;AC=MS:1003096	NT=Trypsin;AC=MS:1001251	1	1	jm_20191022_Orbi1_Qin_Ctrl_Kny_Clk.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024482-Sample-6	Mus musculus	not available	not available	1	jm_20191022_Orbi1_Qin_Ctrl_Kny_noClk	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Velos Pro;AC=MS:1003096	NT=Trypsin;AC=MS:1001251	1	1	jm_20191022_Orbi1_Qin_Ctrl_Kny_noClk.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024482-Sample-7	Mus musculus	not available	not available	1	jm_20191022_Orbi1_Qin_Ctrl_Lng_Clk	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Velos Pro;AC=MS:1003096	NT=Trypsin;AC=MS:1001251	1	1	jm_20191022_Orbi1_Qin_Ctrl_Lng_Clk.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024482-Sample-8	Mus musculus	not available	not available	1	jm_20191022_Orbi1_Qin_Ctrl_Lng_noClk	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Velos Pro;AC=MS:1003096	NT=Trypsin;AC=MS:1001251	1	1	jm_20191022_Orbi1_Qin_Ctrl_Lng_noClk.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024482-Sample-9	Mus musculus	not available	not available	1	jm_20191022_Orbi1_Qin_Ctrl_Lvr_Clk	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Velos Pro;AC=MS:1003096	NT=Trypsin;AC=MS:1001251	1	1	jm_20191022_Orbi1_Qin_Ctrl_Lvr_Clk.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024482-Sample-10	Mus musculus	not available	not available	1	jm_20191022_Orbi1_Qin_Ctrl_Lvr_noClk	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Velos Pro;AC=MS:1003096	NT=Trypsin;AC=MS:1001251	1	1	jm_20191022_Orbi1_Qin_Ctrl_Lvr_noClk.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
