source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[developmental stage]	characteristics[sex]	characteristics[strain or breed]	characteristics[individual]	characteristics[cell line]	characteristics[treatment]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[ms2 mass analyzer]	comment[ms min mz]	comment[ms max mz]	comment[ms min charge]	comment[ms max charge]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]	factor value[cell line]
KPCY_TC4_1	Mus musculus	hypodermis	pancreatic ductal adenocarcinoma	pancreatic ductal cell	tissue	adult	female	C57BL/6	1	KPCY TC4	untreated	1	20240809_ab_24-0676_Naba_Considine_1_Fraction_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 240;AC=MS:1003094	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	20 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	NT=orbitrap;AC=MS:1000484	350m/z	1200m/z	2	6	1	1	20240809_ab_24-0676_Naba_Considine_1_Fraction_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	untreated	KPCY TC4
KPCY_TC4_1	Mus musculus	hypodermis	pancreatic ductal adenocarcinoma	pancreatic ductal cell	tissue	adult	female	C57BL/6	1	KPCY TC4	untreated	1	20240809_ab_24-0676_Naba_Considine_1_Fraction_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 240;AC=MS:1003094	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	20 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	NT=orbitrap;AC=MS:1000484	350m/z	1200m/z	2	6	2	1	20240809_ab_24-0676_Naba_Considine_1_Fraction_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	untreated	KPCY TC4
KPCY_TC4_1	Mus musculus	hypodermis	pancreatic ductal adenocarcinoma	pancreatic ductal cell	tissue	adult	female	C57BL/6	1	KPCY TC4	untreated	1	20240809_ab_24-0676_Naba_Considine_1_Fraction_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 240;AC=MS:1003094	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	20 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	NT=orbitrap;AC=MS:1000484	350m/z	1200m/z	2	6	3	1	20240809_ab_24-0676_Naba_Considine_1_Fraction_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	untreated	KPCY TC4
KPCY_TC4_1	Mus musculus	hypodermis	pancreatic ductal adenocarcinoma	pancreatic ductal cell	tissue	adult	female	C57BL/6	1	KPCY TC4	untreated	1	20240809_ab_24-0676_Naba_Considine_1_Fraction_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 240;AC=MS:1003094	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	20 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	NT=orbitrap;AC=MS:1000484	350m/z	1200m/z	2	6	4	1	20240809_ab_24-0676_Naba_Considine_1_Fraction_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	untreated	KPCY TC4
KPCY_TC4_1	Mus musculus	hypodermis	pancreatic ductal adenocarcinoma	pancreatic ductal cell	tissue	adult	female	C57BL/6	1	KPCY TC4	untreated	1	20240809_ab_24-0676_Naba_Considine_1_Fraction_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 240;AC=MS:1003094	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	20 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	NT=orbitrap;AC=MS:1000484	350m/z	1200m/z	2	6	5	1	20240809_ab_24-0676_Naba_Considine_1_Fraction_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	untreated	KPCY TC4
KPCY_TC4_1	Mus musculus	hypodermis	pancreatic ductal adenocarcinoma	pancreatic ductal cell	tissue	adult	female	C57BL/6	1	KPCY TC4	untreated	1	20240809_ab_24-0676_Naba_Considine_1_Fraction_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 240;AC=MS:1003094	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	20 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	NT=orbitrap;AC=MS:1000484	350m/z	1200m/z	2	6	6	1	20240809_ab_24-0676_Naba_Considine_1_Fraction_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	untreated	KPCY TC4
KPCY_TC4_1	Mus musculus	hypodermis	pancreatic ductal adenocarcinoma	pancreatic ductal cell	tissue	adult	female	C57BL/6	1	KPCY TC4	untreated	1	20240809_ab_24-0676_Naba_Considine_1_Fraction_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 240;AC=MS:1003094	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	20 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	NT=orbitrap;AC=MS:1000484	350m/z	1200m/z	2	6	7	1	20240809_ab_24-0676_Naba_Considine_1_Fraction_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	untreated	KPCY TC4
KPCY_TC4_1	Mus musculus	hypodermis	pancreatic ductal adenocarcinoma	pancreatic ductal cell	tissue	adult	female	C57BL/6	1	KPCY TC4	untreated	1	20240809_ab_24-0676_Naba_Considine_1_Fraction_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 240;AC=MS:1003094	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	20 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	NT=orbitrap;AC=MS:1000484	350m/z	1200m/z	2	6	8	1	20240809_ab_24-0676_Naba_Considine_1_Fraction_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	untreated	KPCY TC4
KPCY_TC4_2	Mus musculus	hypodermis	pancreatic ductal adenocarcinoma	pancreatic ductal cell	tissue	adult	female	C57BL/6	2	KPCY TC4	untreated	2	20240802_ab_24-0676_Naba_Considine_2_Fraction_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 240;AC=MS:1003094	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	20 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	NT=orbitrap;AC=MS:1000484	350m/z	1200m/z	2	6	1	1	20240802_ab_24-0676_Naba_Considine_2_Fraction_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	untreated	KPCY TC4
KPCY_TC4_2	Mus musculus	hypodermis	pancreatic ductal adenocarcinoma	pancreatic ductal cell	tissue	adult	female	C57BL/6	2	KPCY TC4	untreated	2	20240802_ab_24-0676_Naba_Considine_2_Fraction_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 240;AC=MS:1003094	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	20 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	NT=orbitrap;AC=MS:1000484	350m/z	1200m/z	2	6	2	1	20240802_ab_24-0676_Naba_Considine_2_Fraction_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	untreated	KPCY TC4
