source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
SBF_boncat-facs-proteomics-neg_13C_T2_R1_F1	SBF_boncat-facs-proteomics-neg_13C_T2_R1_F1	metagenome	not available	not applicable	not available	Activity-Targeted_SIP-Metaproteomics_of_a_Full-Scale_Biogas_Facility	not available	not available	not available	not available	not available	not available	1	SBF_boncat-facs-proteomics-neg_13C_T2_R1_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SBF_boncat-facs-proteomics-neg_13C_T2_R1_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SBF_boncat-facs-proteomics-neg_13C_T2_R2_F1	SBF_boncat-facs-proteomics-neg_13C_T2_R2_F1	metagenome	not available	not applicable	not available	Activity-Targeted_SIP-Metaproteomics_of_a_Full-Scale_Biogas_Facility	not available	not available	not available	not available	not available	not available	1	SBF_boncat-facs-proteomics-neg_13C_T2_R2_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SBF_boncat-facs-proteomics-neg_13C_T2_R2_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SBF_boncat-facs-proteomics-neg_13C_T2_R3_F1	SBF_boncat-facs-proteomics-neg_13C_T2_R3_F1	metagenome	not available	not applicable	not available	Activity-Targeted_SIP-Metaproteomics_of_a_Full-Scale_Biogas_Facility	not available	not available	not available	not available	not available	not available	1	SBF_boncat-facs-proteomics-neg_13C_T2_R3_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SBF_boncat-facs-proteomics-neg_13C_T2_R3_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SBF_boncat-facs-proteomics-neg_13C_T3_R1_F1	SBF_boncat-facs-proteomics-neg_13C_T3_R1_F1	metagenome	not available	not applicable	not available	Activity-Targeted_SIP-Metaproteomics_of_a_Full-Scale_Biogas_Facility	not available	not available	not available	not available	not available	not available	1	SBF_boncat-facs-proteomics-neg_13C_T3_R1_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SBF_boncat-facs-proteomics-neg_13C_T3_R1_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SBF_boncat-facs-proteomics-neg_13C_T3_R2_F1	SBF_boncat-facs-proteomics-neg_13C_T3_R2_F1	metagenome	not available	not applicable	not available	Activity-Targeted_SIP-Metaproteomics_of_a_Full-Scale_Biogas_Facility	not available	not available	not available	not available	not available	not available	1	SBF_boncat-facs-proteomics-neg_13C_T3_R2_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SBF_boncat-facs-proteomics-neg_13C_T3_R2_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SBF_boncat-facs-proteomics-neg_13C_T3_R3_F1	SBF_boncat-facs-proteomics-neg_13C_T3_R3_F1	metagenome	not available	not applicable	not available	Activity-Targeted_SIP-Metaproteomics_of_a_Full-Scale_Biogas_Facility	not available	not available	not available	not available	not available	not available	1	SBF_boncat-facs-proteomics-neg_13C_T3_R3_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SBF_boncat-facs-proteomics-neg_13C_T3_R3_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SBF_boncat-facs-proteomics-neg_T2_R1_F1	SBF_boncat-facs-proteomics-neg_T2_R1_F1	metagenome	not available	not applicable	not available	Activity-Targeted_SIP-Metaproteomics_of_a_Full-Scale_Biogas_Facility	not available	not available	not available	not available	not available	not available	1	SBF_boncat-facs-proteomics-neg_T2_R1_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SBF_boncat-facs-proteomics-neg_T2_R1_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SBF_boncat-facs-proteomics-neg_T2_R2_F1	SBF_boncat-facs-proteomics-neg_T2_R2_F1	metagenome	not available	not applicable	not available	Activity-Targeted_SIP-Metaproteomics_of_a_Full-Scale_Biogas_Facility	not available	not available	not available	not available	not available	not available	1	SBF_boncat-facs-proteomics-neg_T2_R2_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SBF_boncat-facs-proteomics-neg_T2_R2_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SBF_boncat-facs-proteomics-neg_T2_R3_F1	SBF_boncat-facs-proteomics-neg_T2_R3_F1	metagenome	not available	not applicable	not available	Activity-Targeted_SIP-Metaproteomics_of_a_Full-Scale_Biogas_Facility	not available	not available	not available	not available	not available	not available	1	SBF_boncat-facs-proteomics-neg_T2_R3_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SBF_boncat-facs-proteomics-neg_T2_R3_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SBF_boncat-facs-proteomics-neg_T3_R1_F1	SBF_boncat-facs-proteomics-neg_T3_R1_F1	metagenome	not available	not applicable	not available	Activity-Targeted_SIP-Metaproteomics_of_a_Full-Scale_Biogas_Facility	not available	not available	not available	not available	not available	not available	1	SBF_boncat-facs-proteomics-neg_T3_R1_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SBF_boncat-facs-proteomics-neg_T3_R1_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
