source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
ctrl_1.msf	ctrl_1.msf	Rattus norvegicus	Feces	not applicable	not available	Consumption_of_traditional_Sardinian_fermented_milk_promotes_changes_in_the_rat_gut_microbiota_composition_and_functions	feces	feces	not available	not available	not available	not available	gut microbiome	Rattus norvegicus	Feces	not available	1	ctrl_1.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	ctrl_1.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
ctrl_1	ctrl_1	Rattus norvegicus	Feces	not applicable	not available	Consumption_of_traditional_Sardinian_fermented_milk_promotes_changes_in_the_rat_gut_microbiota_composition_and_functions	feces	feces	not available	not available	not available	not available	gut microbiome	Rattus norvegicus	Feces	not available	1	ctrl_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	ctrl_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
ctrl_2.msf	ctrl_2.msf	Rattus norvegicus	Feces	not applicable	not available	Consumption_of_traditional_Sardinian_fermented_milk_promotes_changes_in_the_rat_gut_microbiota_composition_and_functions	feces	feces	not available	not available	not available	not available	gut microbiome	Rattus norvegicus	Feces	not available	1	ctrl_2.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	ctrl_2.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
ctrl_2	ctrl_2	Rattus norvegicus	Feces	not applicable	not available	Consumption_of_traditional_Sardinian_fermented_milk_promotes_changes_in_the_rat_gut_microbiota_composition_and_functions	feces	feces	not available	not available	not available	not available	gut microbiome	Rattus norvegicus	Feces	not available	1	ctrl_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	ctrl_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
ctrl_3.msf	ctrl_3.msf	Rattus norvegicus	Feces	not applicable	not available	Consumption_of_traditional_Sardinian_fermented_milk_promotes_changes_in_the_rat_gut_microbiota_composition_and_functions	feces	feces	not available	not available	not available	not available	gut microbiome	Rattus norvegicus	Feces	not available	1	ctrl_3.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	ctrl_3.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
ctrl_3	ctrl_3	Rattus norvegicus	Feces	not applicable	not available	Consumption_of_traditional_Sardinian_fermented_milk_promotes_changes_in_the_rat_gut_microbiota_composition_and_functions	feces	feces	not available	not available	not available	not available	gut microbiome	Rattus norvegicus	Feces	not available	1	ctrl_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	ctrl_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
ctrl_4.msf	ctrl_4.msf	Rattus norvegicus	Feces	not applicable	not available	Consumption_of_traditional_Sardinian_fermented_milk_promotes_changes_in_the_rat_gut_microbiota_composition_and_functions	feces	feces	not available	not available	not available	not available	gut microbiome	Rattus norvegicus	Feces	not available	1	ctrl_4.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	ctrl_4.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
ctrl_4	ctrl_4	Rattus norvegicus	Feces	not applicable	not available	Consumption_of_traditional_Sardinian_fermented_milk_promotes_changes_in_the_rat_gut_microbiota_composition_and_functions	feces	feces	not available	not available	not available	not available	gut microbiome	Rattus norvegicus	Feces	not available	1	ctrl_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	ctrl_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
ctrl_5.msf	ctrl_5.msf	Rattus norvegicus	Feces	not applicable	not available	Consumption_of_traditional_Sardinian_fermented_milk_promotes_changes_in_the_rat_gut_microbiota_composition_and_functions	feces	feces	not available	not available	not available	not available	gut microbiome	Rattus norvegicus	Feces	not available	1	ctrl_5.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	ctrl_5.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
ctrl_5	ctrl_5	Rattus norvegicus	Feces	not applicable	not available	Consumption_of_traditional_Sardinian_fermented_milk_promotes_changes_in_the_rat_gut_microbiota_composition_and_functions	feces	feces	not available	not available	not available	not available	gut microbiome	Rattus norvegicus	Feces	not available	1	ctrl_5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	ctrl_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
ctrl_6.msf	ctrl_6.msf	Rattus norvegicus	Feces	not applicable	not available	Consumption_of_traditional_Sardinian_fermented_milk_promotes_changes_in_the_rat_gut_microbiota_composition_and_functions	feces	feces	not available	not available	not available	not available	gut microbiome	Rattus norvegicus	Feces	not available	1	ctrl_6.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	ctrl_6.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
ctrl_6	ctrl_6	Rattus norvegicus	Feces	not applicable	not available	Consumption_of_traditional_Sardinian_fermented_milk_promotes_changes_in_the_rat_gut_microbiota_composition_and_functions	feces	feces	not available	not available	not available	not available	gut microbiome	Rattus norvegicus	Feces	not available	1	ctrl_6	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	ctrl_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
FM_1.msf	FM_1.msf	Rattus norvegicus	Feces	not applicable	not available	Consumption_of_traditional_Sardinian_fermented_milk_promotes_changes_in_the_rat_gut_microbiota_composition_and_functions	feces	feces	not available	not available	not available	not available	gut microbiome	Rattus norvegicus	Feces	not available	1	FM_1.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	FM_1.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
FM_1	FM_1	Rattus norvegicus	Feces	not applicable	not available	Consumption_of_traditional_Sardinian_fermented_milk_promotes_changes_in_the_rat_gut_microbiota_composition_and_functions	feces	feces	not available	not available	not available	not available	gut microbiome	Rattus norvegicus	Feces	not available	1	FM_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	FM_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
FM_2.msf	FM_2.msf	Rattus norvegicus	Feces	not applicable	not available	Consumption_of_traditional_Sardinian_fermented_milk_promotes_changes_in_the_rat_gut_microbiota_composition_and_functions	feces	feces	not available	not available	not available	not available	gut microbiome	Rattus norvegicus	Feces	not available	1	FM_2.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	FM_2.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
FM_2	FM_2	Rattus norvegicus	Feces	not applicable	not available	Consumption_of_traditional_Sardinian_fermented_milk_promotes_changes_in_the_rat_gut_microbiota_composition_and_functions	feces	feces	not available	not available	not available	not available	gut microbiome	Rattus norvegicus	Feces	not available	1	FM_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	FM_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
FM_3.msf	FM_3.msf	Rattus norvegicus	Feces	not applicable	not available	Consumption_of_traditional_Sardinian_fermented_milk_promotes_changes_in_the_rat_gut_microbiota_composition_and_functions	feces	feces	not available	not available	not available	not available	gut microbiome	Rattus norvegicus	Feces	not available	1	FM_3.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	FM_3.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
FM_3	FM_3	Rattus norvegicus	Feces	not applicable	not available	Consumption_of_traditional_Sardinian_fermented_milk_promotes_changes_in_the_rat_gut_microbiota_composition_and_functions	feces	feces	not available	not available	not available	not available	gut microbiome	Rattus norvegicus	Feces	not available	1	FM_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	FM_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
