source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
cH7_inj2	cH7_inj2	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	cH7_inj2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	cH7_inj2.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
cH7_inj2.pride	cH7_inj2.pride	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	cH7_inj2.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	cH7_inj2.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
F409941.dat	F409941.dat	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	F409941.dat	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	F409941.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
F409942.dat	F409942.dat	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	F409942.dat	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	F409942.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
F409943.dat	F409943.dat	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	F409943.dat	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	F409943.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
F409944.dat	F409944.dat	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	F409944.dat	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	F409944.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
F409945.dat	F409945.dat	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	F409945.dat	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	F409945.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
F409946.dat	F409946.dat	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	F409946.dat	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	F409946.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
F409947.dat	F409947.dat	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	F409947.dat	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	F409947.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
F409948.dat	F409948.dat	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	F409948.dat	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	F409948.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
F409949.dat	F409949.dat	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	F409949.dat	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	F409949.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
F409950.dat	F409950.dat	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	F409950.dat	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	F409950.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
F409951.dat	F409951.dat	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	F409951.dat	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	F409951.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
F409952.dat	F409952.dat	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	F409952.dat	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	F409952.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
int14_inj1	int14_inj1	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	int14_inj1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	int14_inj1.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
int14_inj1.pride	int14_inj1.pride	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	int14_inj1.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	int14_inj1.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
int14_inj2	int14_inj2	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	int14_inj2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	int14_inj2.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
int14_inj2.pride	int14_inj2.pride	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	int14_inj2.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	int14_inj2.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
int20_inj1	int20_inj1	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	int20_inj1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	int20_inj1.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
int20_inj1.pride	int20_inj1.pride	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	int20_inj1.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	int20_inj1.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
int20_inj2	int20_inj2	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	int20_inj2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	int20_inj2.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
int20_inj2.pride	int20_inj2.pride	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	int20_inj2.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	int20_inj2.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
int4_inj1	int4_inj1	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	int4_inj1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	int4_inj1.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
int4_inj1.pride	int4_inj1.pride	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	int4_inj1.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	int4_inj1.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
int4_inj2	int4_inj2	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	int4_inj2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	int4_inj2.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
int4_inj2.pride	int4_inj2.pride	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	int4_inj2.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	int4_inj2.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Q07948_int4_1_inj1	Q07948_int4_1_inj1	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	Q07948_int4_1_inj1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Q07948_int4_1_inj1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Q07949_int4_1_inj2	Q07949_int4_1_inj2	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	Q07949_int4_1_inj2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Q07949_int4_1_inj2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Q07950_int4_2_inj1	Q07950_int4_2_inj1	Gammarus fossarum	not available	not applicable	not available	Metaproteomics_on_the_digestive_tract_from_Gammarus_fossarum_an_environmentally_relevant_sentinel	not available	not available	not available	not available	not available	not available	1	Q07950_int4_2_inj1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Q07950_int4_2_inj1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
