source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
S_A11	Homo sapiens	Cell culture	not applicable	not available	1	S_A11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	S_A11.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD000599/S_A11.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
S_A1	Homo sapiens	Cell culture	not applicable	not available	1	S_A1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	S_A1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD000599/S_A1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
C10	Homo sapiens	Cell culture	not applicable	not available	1	C10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	C10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD000599/C10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
C7	Homo sapiens	Cell culture	not applicable	not available	1	C7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	C7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD000599/C7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
120110_PandeyA_WX_Ex9B_E2	Homo sapiens	Cell culture	not applicable	not available	1	120110_PandeyA_WX_Ex9B_E2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	120110_PandeyA_WX_Ex9B_E2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD000599/120110_PandeyA_WX_Ex9B_E2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
120110_PandeyA_WX_Ex9B_D4	Homo sapiens	Cell culture	not applicable	not available	1	120110_PandeyA_WX_Ex9B_D4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	120110_PandeyA_WX_Ex9B_D4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD000599/120110_PandeyA_WX_Ex9B_D4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
S_C11	Homo sapiens	Cell culture	not applicable	not available	1	S_C11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	S_C11.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD000599/S_C11.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
S_A3	Homo sapiens	Cell culture	not applicable	not available	1	S_A3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	S_A3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD000599/S_A3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
120110_PandeyA_WX_Ex9A_D12	Homo sapiens	Cell culture	not applicable	not available	1	120110_PandeyA_WX_Ex9A_D12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	120110_PandeyA_WX_Ex9A_D12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD000599/120110_PandeyA_WX_Ex9A_D12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
A11	Homo sapiens	Cell culture	not applicable	not available	1	A11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	A11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD000599/A11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
