source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
Ecoli1	Escherichia coli	cell pellet	not available	1	not available	Ecoli1_proteomics	proteomic profiling by mass spectrometry	1	051917_Eco1_F8_NCE30_4hr_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli2	Escherichia coli	cell pellet	not available	1	not available	Ecoli2_proteomics	proteomic profiling by mass spectrometry	1	061417_Eco1_F11_14_4hr.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli3	Escherichia coli	cell pellet	not available	1	not available	Ecoli3_proteomics	proteomic profiling by mass spectrometry	1	052117_Eco1_F8_NCE30_4hr_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli4	Escherichia coli	cell pellet	not available	1	not available	Ecoli4_proteomics	proteomic profiling by mass spectrometry	1	051917_Eco1_F9_NCE30_4hr_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli5	Escherichia coli	cell pellet	not available	1	not available	Ecoli5_proteomics	proteomic profiling by mass spectrometry	1	012618_Eco1_noXL_mango_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	5	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli6	Escherichia coli	cell pellet	not available	1	not available	Ecoli6_proteomics	proteomic profiling by mass spectrometry	1	052117_Eco1_F11_14_NCE30_4hr_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	6	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli7	Escherichia coli	cell pellet	not available	1	not available	Ecoli7_proteomics	proteomic profiling by mass spectrometry	1	052117_Eco1_F10_NCE30_4hr_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	7	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli8	Escherichia coli	cell pellet	not available	1	not available	Ecoli8_proteomics	proteomic profiling by mass spectrometry	1	061417_Eco1_F9_4hr.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	8	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli9	Escherichia coli	cell pellet	not available	1	not available	Ecoli9_proteomics	proteomic profiling by mass spectrometry	1	051917_Eco1_F11_14_NCE30_4hr_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	9	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli10	Escherichia coli	cell pellet	not available	1	not available	Ecoli10_proteomics	proteomic profiling by mass spectrometry	1	051917_Eco1_F6_7_NCE30_4hr_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	10	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli11	Escherichia coli	cell pellet	not available	1	not available	Ecoli11_proteomics	proteomic profiling by mass spectrometry	1	051917_Eco1_F10_NCE30_4hr_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	11	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli12	Escherichia coli	cell pellet	not available	1	not available	Ecoli12_proteomics	proteomic profiling by mass spectrometry	1	061417_Eco1_F8_4hr.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	12	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli13	Escherichia coli	cell pellet	not available	1	not available	Ecoli13_proteomics	proteomic profiling by mass spectrometry	1	061417_Eco1_F6_7_4hr.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	13	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli14	Escherichia coli	cell pellet	not available	1	not available	Ecoli14_proteomics	proteomic profiling by mass spectrometry	1	052117_Eco1_F6_7_NCE30_4hr_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	14	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli15	Escherichia coli	cell pellet	not available	1	not available	Ecoli15_proteomics	proteomic profiling by mass spectrometry	1	061417_Eco1_F10_4hr.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	15	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
