source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20191217_HP_Bt-1-F1	20191217_HP_Bt-1-F1	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20191217_HP_Bt-1-F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20191217_HP_Bt-1-F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20191217_HP_Bt-2-F2	20191217_HP_Bt-2-F2	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20191217_HP_Bt-2-F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20191217_HP_Bt-2-F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20191217_HP_Bt-4-F1	20191217_HP_Bt-4-F1	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20191217_HP_Bt-4-F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20191217_HP_Bt-4-F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20191217_HP_CR_1-F2	20191217_HP_CR_1-F2	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20191217_HP_CR_1-F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20191217_HP_CR_1-F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20191217_HP_CR_2-F1	20191217_HP_CR_2-F1	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20191217_HP_CR_2-F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20191217_HP_CR_2-F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20191217_HP_CR_3-F1	20191217_HP_CR_3-F1	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20191217_HP_CR_3-F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20191217_HP_CR_3-F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
21-12-2018_Bt1_GF_F2_HP	21-12-2018_Bt1_GF_F2_HP	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	21-12-2018_Bt1_GF_F2_HP	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	21-12-2018_Bt1_GF_F2_HP.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
21-12-2018_Bt1_GF_F3_HP	21-12-2018_Bt1_GF_F3_HP	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	21-12-2018_Bt1_GF_F3_HP	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	21-12-2018_Bt1_GF_F3_HP.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
21-12-2018_Bt2_GF_F3_HP	21-12-2018_Bt2_GF_F3_HP	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	21-12-2018_Bt2_GF_F3_HP	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	21-12-2018_Bt2_GF_F3_HP.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
21-12-2018_Bt2_GF_F4_HP	21-12-2018_Bt2_GF_F4_HP	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	21-12-2018_Bt2_GF_F4_HP	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	21-12-2018_Bt2_GF_F4_HP.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
21-12-2018_Bt2_GF_F5_HP	21-12-2018_Bt2_GF_F5_HP	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	21-12-2018_Bt2_GF_F5_HP	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	21-12-2018_Bt2_GF_F5_HP.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
21-12-2018_Bt3_GF_F1_HP	21-12-2018_Bt3_GF_F1_HP	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	21-12-2018_Bt3_GF_F1_HP	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	21-12-2018_Bt3_GF_F1_HP.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
21-12-2018_Bt3_GF_F2_HP	21-12-2018_Bt3_GF_F2_HP	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	21-12-2018_Bt3_GF_F2_HP	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	21-12-2018_Bt3_GF_F2_HP.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
21-12-2018_Bt3_GF_F3_HP	21-12-2018_Bt3_GF_F3_HP	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	21-12-2018_Bt3_GF_F3_HP	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	21-12-2018_Bt3_GF_F3_HP.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
21-12-2018_Bt3_GF_F4_HP	21-12-2018_Bt3_GF_F4_HP	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	21-12-2018_Bt3_GF_F4_HP	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	21-12-2018_Bt3_GF_F4_HP.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
21-12-2018_Bt3_GF_F5_HP	21-12-2018_Bt3_GF_F5_HP	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	21-12-2018_Bt3_GF_F5_HP	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	21-12-2018_Bt3_GF_F5_HP.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
21-12-2018_S81_C8_HP	21-12-2018_S81_C8_HP	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	21-12-2018_S81_C8_HP	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	21-12-2018_S81_C8_HP.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
21-12-2018_S81_FASP_HP.msf	21-12-2018_S81_FASP_HP.msf	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	21-12-2018_S81_FASP_HP.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	21-12-2018_S81_FASP_HP.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
21-12-2018_S81_GF_F4_HP	21-12-2018_S81_GF_F4_HP	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	21-12-2018_S81_GF_F4_HP	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	21-12-2018_S81_GF_F4_HP.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
21-12-2018_S81_GF_F5_HP	21-12-2018_S81_GF_F5_HP	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	21-12-2018_S81_GF_F5_HP	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	21-12-2018_S81_GF_F5_HP.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
21-12-2018_S81_InSol_HP.msf	21-12-2018_S81_InSol_HP.msf	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	21-12-2018_S81_InSol_HP.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	21-12-2018_S81_InSol_HP.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
21-12-2018_S81_InSol_HP	21-12-2018_S81_InSol_HP	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	21-12-2018_S81_InSol_HP	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	21-12-2018_S81_InSol_HP.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
21-12-2018_S82_C8_HP.msf	21-12-2018_S82_C8_HP.msf	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	21-12-2018_S82_C8_HP.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	21-12-2018_S82_C8_HP.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
21-12-2018_S82_GF_F5_HP	21-12-2018_S82_GF_F5_HP	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	21-12-2018_S82_GF_F5_HP	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	21-12-2018_S82_GF_F5_HP.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
21-12-2018_S82_InSol_HP.msf	21-12-2018_S82_InSol_HP.msf	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	21-12-2018_S82_InSol_HP.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	21-12-2018_S82_InSol_HP.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
21-12-2018_S83_GF_F2_HP	21-12-2018_S83_GF_F2_HP	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	21-12-2018_S83_GF_F2_HP	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	21-12-2018_S83_GF_F2_HP.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
21-12-2018_S83_GF_F3_HP	21-12-2018_S83_GF_F3_HP	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	21-12-2018_S83_GF_F3_HP	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	21-12-2018_S83_GF_F3_HP.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
21-12-2018_S83_GF_F5_HP	21-12-2018_S83_GF_F5_HP	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	21-12-2018_S83_GF_F5_HP	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	21-12-2018_S83_GF_F5_HP.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
25-07-2019-AC-PD.msf	25-07-2019-AC-PD.msf	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	25-07-2019-AC-PD.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	25-07-2019-AC-PD.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
25-07-2019-AC3-FASP	25-07-2019-AC3-FASP	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	25-07-2019-AC3-FASP	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	25-07-2019-AC3-FASP.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
25-07-2019-BP-PD.msf	25-07-2019-BP-PD.msf	human gut metagenome	feces	not applicable	not available	Searching_for_the_small_unknowns_-_Discovery_of_novel_sProteins_in_a_simplified_human_intestinal_microbiome	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	25-07-2019-BP-PD.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	25-07-2019-BP-PD.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
