source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
PRIDE_Exp_Complete_Ac_16870.pride	Homo sapiens	not available	not applicable	not available	1	PRIDE_Exp_Complete_Ac_16870.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=LTQ Velos;AC=MS:1000855	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	not available	1	1	PRIDE_Exp_Complete_Ac_16870.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/01/PRD000411/generated/PRIDE_Exp_Complete_Ac_16870.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PRIDE_Exp_Complete_Ac_16869.pride	Homo sapiens	not available	not applicable	not available	1	PRIDE_Exp_Complete_Ac_16869.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=LTQ Velos;AC=MS:1000855	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	not available	1	1	PRIDE_Exp_Complete_Ac_16869.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/01/PRD000411/generated/PRIDE_Exp_Complete_Ac_16869.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
