source name	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslinker concentration]	comment[quenching reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD066885-sample-1	Homo sapiens	Human immunodeficiency virus 1	not applicable	not applicable	not available	not applicable	1	synthetic	study sample	not applicable	30 Å	1 h	25°C	20211109_04_Sample1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	25 NCE;27 NCE	not available	10 ppm	cross-linking mass spectrometry	NT=BS3;AC=XLMOD:02000	3 mM	Tris-HCl	1	1	20211109_04_Sample1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD066885-sample-1	Homo sapiens	Human immunodeficiency virus 1	not applicable	not applicable	not available	not applicable	1	synthetic	study sample	not applicable	30 Å	1 h	25°C	20211109_06_Sample2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	25 NCE;27 NCE	not available	10 ppm	cross-linking mass spectrometry	NT=BS3;AC=XLMOD:02000	3 mM	Tris-HCl	1	2	20211109_06_Sample2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD066885-sample-1	Homo sapiens	Human immunodeficiency virus 1	not applicable	not applicable	not available	not applicable	1	synthetic	study sample	not applicable	30 Å	1 h	25°C	20211109_08_Sample3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	25 NCE;27 NCE	not available	10 ppm	cross-linking mass spectrometry	NT=BS3;AC=XLMOD:02000	3 mM	Tris-HCl	1	3	20211109_08_Sample3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD066885-sample-1	Homo sapiens	Human immunodeficiency virus 1	not applicable	not applicable	not available	not applicable	1	synthetic	study sample	not applicable	30 Å	1 h	25°C	20211109_12_Sample5	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	25 NCE;27 NCE	not available	10 ppm	cross-linking mass spectrometry	NT=BS3;AC=XLMOD:02000	3 mM	Tris-HCl	1	4	20211109_12_Sample5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD066885-sample-1	Homo sapiens	Human immunodeficiency virus 1	not applicable	not applicable	not available	not applicable	1	synthetic	study sample	not applicable	30 Å	1 h	25°C	20211109_14_Sample6	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	25 NCE;27 NCE	not available	10 ppm	cross-linking mass spectrometry	NT=BS3;AC=XLMOD:02000	3 mM	Tris-HCl	1	5	20211109_14_Sample6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
