source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Sample11	Homo sapiens	not available	not applicable	1	not available	not applicable	not available	not available	not available	Assay11	proteomic profiling by mass spectrometry	11	DIA_4X_1.raw	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	11	NT=higher-energy collisional dissociation	50 ppm	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample12	Homo sapiens	not available	not applicable	1	not available	not applicable	not available	not available	not available	Assay12	proteomic profiling by mass spectrometry	12	Pool_DIA_R1.raw	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	12	NT=higher-energy collisional dissociation	50 ppm	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample13	Homo sapiens	not available	not applicable	1	not available	not applicable	not available	not available	not available	Assay13	proteomic profiling by mass spectrometry	13	Pool_DIA_R2.raw	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	13	NT=higher-energy collisional dissociation	50 ppm	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample14	Homo sapiens	not available	not applicable	1	not available	not applicable	not available	not available	not available	Assay14	proteomic profiling by mass spectrometry	14	DIA_4X_3.raw	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	14	NT=higher-energy collisional dissociation	50 ppm	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample15	Homo sapiens	not available	not applicable	1	not available	not applicable	not available	not available	not available	Assay15	proteomic profiling by mass spectrometry	15	DIA_8X_2.raw	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	15	NT=higher-energy collisional dissociation	50 ppm	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample16	Homo sapiens	not available	not applicable	1	not available	not applicable	not available	not available	not available	Assay16	proteomic profiling by mass spectrometry	16	DIA_2X_2.raw	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	16	NT=higher-energy collisional dissociation	50 ppm	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample17	Homo sapiens	not available	not applicable	1	not available	not applicable	not available	not available	not available	Assay17	proteomic profiling by mass spectrometry	17	Pool_DIA_R7.raw	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	17	NT=higher-energy collisional dissociation	50 ppm	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample18	Homo sapiens	not available	not applicable	1	not available	not applicable	not available	not available	not available	Assay18	proteomic profiling by mass spectrometry	18	Pool_DIA_R8.raw	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	18	NT=higher-energy collisional dissociation	50 ppm	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample19	Homo sapiens	not available	not applicable	1	not available	not applicable	not available	not available	not available	Assay19	proteomic profiling by mass spectrometry	19	DIA_Base_3.raw	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	19	NT=higher-energy collisional dissociation	50 ppm	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample20	Homo sapiens	not available	not applicable	1	not available	not applicable	not available	not available	not available	Assay20	proteomic profiling by mass spectrometry	20	DIA_8X_1.raw	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	20	NT=higher-energy collisional dissociation	50 ppm	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
