source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Ecoli_Soluble_Replicate1	Escherichia coli	whole cell	not available	1	not available	Ecoli_Soluble_Replicate1	proteomic profiling by mass spectrometry	1	Ecoli_Soluble_Replicate1.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	not applicable	NT=label free sample;AC=MS:1002038	1	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A_baumannii_Membrane_Replicate1	Acinetobacter baumannii	membrane	not available	1	not available	A_baumannii_Membrane_Replicate1	proteomic profiling by mass spectrometry	1	A_baumannii_Membrane_Replicate1.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	not applicable	NT=label free sample;AC=MS:1002038	1	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_Membrane_Replicate1	Escherichia coli	membrane	not available	1	not available	Ecoli_Membrane_Replicate1	proteomic profiling by mass spectrometry	1	Ecoli_Membrane_Replicate1.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	not applicable	NT=label free sample;AC=MS:1002038	1	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A_baumannii_Soluble_Replicate1	Acinetobacter baumannii	whole cell	not available	1	not available	A_baumannii_Soluble_Replicate1	proteomic profiling by mass spectrometry	1	A_baumannii_Soluble_Replicate1.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	not applicable	NT=label free sample;AC=MS:1002038	1	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A_baumannii_Soluble_Replicate2	Acinetobacter baumannii	whole cell	not available	2	not available	A_baumannii_Soluble_Replicate2	proteomic profiling by mass spectrometry	1	A_baumannii_Soluble_Replicate2.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	not applicable	NT=label free sample;AC=MS:1002038	1	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A_baumannii_Membrane_Replicate2	Acinetobacter baumannii	membrane	not available	2	not available	A_baumannii_Membrane_Replicate2	proteomic profiling by mass spectrometry	1	A_baumannii_Membrane_Replicate2.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	not applicable	NT=label free sample;AC=MS:1002038	1	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_Soluble_Replicate2	Escherichia coli	whole cell	not available	2	not available	Ecoli_Soluble_Replicate2	proteomic profiling by mass spectrometry	1	Ecoli_Soluble_Replicate2.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	not applicable	NT=label free sample;AC=MS:1002038	1	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_Membrane_Replicate2	Escherichia coli	membrane	not available	2	not available	Ecoli_Membrane_Replicate2	proteomic profiling by mass spectrometry	1	Ecoli_Membrane_Replicate2.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	not applicable	NT=label free sample;AC=MS:1002038	1	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_Soluble_Replicate3	Escherichia coli	whole cell	not available	3	not available	Ecoli_Soluble_Replicate3	proteomic profiling by mass spectrometry	1	Ecoli_Soluble_Replicate3.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	not applicable	NT=label free sample;AC=MS:1002038	1	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A_baumannii_Membrane_Replicate3	Acinetobacter baumannii	membrane	not available	3	not available	A_baumannii_Membrane_Replicate3	proteomic profiling by mass spectrometry	1	A_baumannii_Membrane_Replicate3.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	not applicable	NT=label free sample;AC=MS:1002038	1	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A_baumannii_Soluble_Replicate3	Acinetobacter baumannii	whole cell	not available	3	not available	A_baumannii_Soluble_Replicate3	proteomic profiling by mass spectrometry	1	A_baumannii_Soluble_Replicate3.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	not applicable	NT=label free sample;AC=MS:1002038	1	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_Membrane_Replicate3	Escherichia coli	membrane	not available	3	not available	Ecoli_Membrane_Replicate3	proteomic profiling by mass spectrometry	1	Ecoli_Membrane_Replicate3.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	not applicable	NT=label free sample;AC=MS:1002038	1	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
