source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
2021_09_24_1_Sponge2_Rep4	2021_09_24_1_Sponge2_Rep4	Ianthella basta	not available	not applicable	not available	Complete_metabolic_reconstruction_of_the_microbiome_of_the_model_sponge_Ianthella_basta	not available	not available	not available	not available	not available	not available	1	2021_09_24_1_Sponge2_Rep4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2021_09_24_1_Sponge2_Rep4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2021_09_24_2_Sponge2_Rep2	2021_09_24_2_Sponge2_Rep2	Ianthella basta	not available	not applicable	not available	Complete_metabolic_reconstruction_of_the_microbiome_of_the_model_sponge_Ianthella_basta	not available	not available	not available	not available	not available	not available	1	2021_09_24_2_Sponge2_Rep2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2021_09_24_2_Sponge2_Rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2021_09_24_3_Sponge3_Rep2	2021_09_24_3_Sponge3_Rep2	Ianthella basta	not available	not applicable	not available	Complete_metabolic_reconstruction_of_the_microbiome_of_the_model_sponge_Ianthella_basta	not available	not available	not available	not available	not available	not available	1	2021_09_24_3_Sponge3_Rep2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2021_09_24_3_Sponge3_Rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2021_09_24_4_Sponge3_Rep3	2021_09_24_4_Sponge3_Rep3	Ianthella basta	not available	not applicable	not available	Complete_metabolic_reconstruction_of_the_microbiome_of_the_model_sponge_Ianthella_basta	not available	not available	not available	not available	not available	not available	1	2021_09_24_4_Sponge3_Rep3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2021_09_24_4_Sponge3_Rep3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2021_09_24_5_Sponge1_Rep1	2021_09_24_5_Sponge1_Rep1	Ianthella basta	not available	not applicable	not available	Complete_metabolic_reconstruction_of_the_microbiome_of_the_model_sponge_Ianthella_basta	not available	not available	not available	not available	not available	not available	1	2021_09_24_5_Sponge1_Rep1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2021_09_24_5_Sponge1_Rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2021_09_24_6_Sponge1_Rep2	2021_09_24_6_Sponge1_Rep2	Ianthella basta	not available	not applicable	not available	Complete_metabolic_reconstruction_of_the_microbiome_of_the_model_sponge_Ianthella_basta	not available	not available	not available	not available	not available	not available	1	2021_09_24_6_Sponge1_Rep2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2021_09_24_6_Sponge1_Rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2021_09_24_7_Sponge1_Rep3	2021_09_24_7_Sponge1_Rep3	Ianthella basta	not available	not applicable	not available	Complete_metabolic_reconstruction_of_the_microbiome_of_the_model_sponge_Ianthella_basta	not available	not available	not available	not available	not available	not available	1	2021_09_24_7_Sponge1_Rep3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2021_09_24_7_Sponge1_Rep3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2021_09_24_8_Sponge1_Rep4	2021_09_24_8_Sponge1_Rep4	Ianthella basta	not available	not applicable	not available	Complete_metabolic_reconstruction_of_the_microbiome_of_the_model_sponge_Ianthella_basta	not available	not available	not available	not available	not available	not available	1	2021_09_24_8_Sponge1_Rep4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2021_09_24_8_Sponge1_Rep4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2021_09_24_Multireport_MetaproteomeDatabase.msf	2021_09_24_Multireport_MetaproteomeDatabase.msf	Ianthella basta	not available	not applicable	not available	Complete_metabolic_reconstruction_of_the_microbiome_of_the_model_sponge_Ianthella_basta	not available	not available	not available	not available	not available	not available	1	2021_09_24_Multireport_MetaproteomeDatabase.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2021_09_24_Multireport_MetaproteomeDatabase.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2021_09_24_Multireport_MetaproteomeDatabase.msfView	2021_09_24_Multireport_MetaproteomeDatabase.msfView	Ianthella basta	not available	not applicable	not available	Complete_metabolic_reconstruction_of_the_microbiome_of_the_model_sponge_Ianthella_basta	not available	not available	not available	not available	not available	not available	1	2021_09_24_Multireport_MetaproteomeDatabase.msfView	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2021_09_24_Multireport_MetaproteomeDatabase.msfView	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
