source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
120608_o1_05_ph120606_ot_Tau_3	Ostreococcus tauri	Cell culture	not applicable	not available	3	120608_o1_05_ph120606_ot_Tau_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap;AC=MS:1000484	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120608_o1_05_ph120606_ot_Tau_3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/10/PXD000378/120608_o1_05_ph120606_ot_Tau_3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
120609_o1_06_ph120606_ot_Tau_2	Ostreococcus tauri	Cell culture	not applicable	not available	2	120609_o1_06_ph120606_ot_Tau_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap;AC=MS:1000484	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120609_o1_06_ph120606_ot_Tau_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/10/PXD000378/120609_o1_06_ph120606_ot_Tau_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
120608_o1_12_ph120606_ot_Tau_4	Ostreococcus tauri	Cell culture	not applicable	not available	4	120608_o1_12_ph120606_ot_Tau_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap;AC=MS:1000484	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120608_o1_12_ph120606_ot_Tau_4.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/10/PXD000378/120608_o1_12_ph120606_ot_Tau_4.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
120609_o1_10_ph120606_ot_Tau_5	Ostreococcus tauri	Cell culture	not applicable	not available	5	120609_o1_10_ph120606_ot_Tau_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap;AC=MS:1000484	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120609_o1_10_ph120606_ot_Tau_5.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/10/PXD000378/120609_o1_10_ph120606_ot_Tau_5.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
120608_o1_04_ph120606_ot_Tau_1	Ostreococcus tauri	Cell culture	not applicable	not available	1	120608_o1_04_ph120606_ot_Tau_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap;AC=MS:1000484	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120608_o1_04_ph120606_ot_Tau_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/10/PXD000378/120608_o1_04_ph120606_ot_Tau_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
