source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fragment mass tolerance]	comment[collision energy]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
20200907_Lumos_PC604-Set2-FeNTA_MS2-F2	homo sapiens	not available	not applicable	pancreatic ductal carcinoma	enrichment of phosphorylated protein	1	20200907_Lumos_PC604-Set2-FeNTA_MS2-F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.7 Da	32% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	2	1	20200907_Lumos_PC604-Set2-FeNTA_MS2-F2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/05/PXD048529/20200907_Lumos_PC604-Set2-FeNTA_MS2-F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20200831_Lumos_PC604-Set1-FeNTA_MS2-F2_R1	homo sapiens	not available	not applicable	pancreatic ductal carcinoma	enrichment of phosphorylated protein	1	20200831_Lumos_PC604-Set1-FeNTA_MS2-F2_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.7 Da	32% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20200831_Lumos_PC604-Set1-FeNTA_MS2-F2_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/05/PXD048529/20200831_Lumos_PC604-Set1-FeNTA_MS2-F2_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20200831_Lumos_PC604-Set1-FeNTA_MS2-F3_R3	homo sapiens	not available	not applicable	pancreatic ductal carcinoma	enrichment of phosphorylated protein	1	20200831_Lumos_PC604-Set1-FeNTA_MS2-F3_R3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.7 Da	32% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20200831_Lumos_PC604-Set1-FeNTA_MS2-F3_R3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/05/PXD048529/20200831_Lumos_PC604-Set1-FeNTA_MS2-F3_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20201020_Lumos_PC604-Set4-MS2_FeNTA_F3	homo sapiens	not available	not applicable	pancreatic ductal carcinoma	enrichment of phosphorylated protein	1	20201020_Lumos_PC604-Set4-MS2_FeNTA_F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.7 Da	32% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	3	1	20201020_Lumos_PC604-Set4-MS2_FeNTA_F3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/05/PXD048529/20201020_Lumos_PC604-Set4-MS2_FeNTA_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20201118_Lumos_PC604-Set6-MS2_FeNTA_F2	homo sapiens	not available	not applicable	pancreatic ductal carcinoma	enrichment of phosphorylated protein	1	20201118_Lumos_PC604-Set6-MS2_FeNTA_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.7 Da	32% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	2	1	20201118_Lumos_PC604-Set6-MS2_FeNTA_F2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/05/PXD048529/20201118_Lumos_PC604-Set6-MS2_FeNTA_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20201117_Lumos_PC604-Set5-MS2_TiO2_F3	homo sapiens	not available	not applicable	pancreatic ductal carcinoma	enrichment of phosphorylated protein	1	20201117_Lumos_PC604-Set5-MS2_TiO2_F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.7 Da	32% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	3	1	20201117_Lumos_PC604-Set5-MS2_TiO2_F3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/05/PXD048529/20201117_Lumos_PC604-Set5-MS2_TiO2_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
