source name	characteristics[organism]	characteristics[organism part]	characteristics[material type]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[developmental stage]	characteristics[genetic modification]	assayed molecule	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	factor value[treatment]
HEK293_FlpIn_TurboID_CRBN_TC1_DMSO	Homo sapiens	cell culture	cell line	not available	not available	1	CLO:0001230	CVCL_0063	HEK293	adult	genetic modification	protein	TC1_DMSO_run1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251;NT=Lys-C;AC=MS:1001309	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Biotin;AC=UNIMOD:3;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Dioxidation;AC=UNIMOD:425;TA=M;MT=Variable	cross-linking mass spectrometry (PRIDE:0000430)	NT=DSS;AC=XLMOD:02001	streptavidin pull-down (PRIDE:0000838)	5 mM	HCD	1	1	210920_LU02_sabkeller_TC1_Mpos_DMSO.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD041128/210920_LU02_sabkeller_TC1_Mpos_DMSO.raw	DMSO (NCIT:C67286)
HEK293_FlpIn_TurboID_CRBN_TC1_CC885	Homo sapiens	cell culture	cell line	not available	not available	1	CLO:0001230	CVCL_0063	HEK293	adult	genetic modification	protein	TC1_CC885_run1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251;NT=Lys-C;AC=MS:1001309	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Biotin;AC=UNIMOD:3;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Dioxidation;AC=UNIMOD:425;TA=M;MT=Variable	cross-linking mass spectrometry (PRIDE:0000430)	NT=DSS;AC=XLMOD:02001	streptavidin pull-down (PRIDE:0000838)	5 mM	HCD	1	1	210920_LU02_sabkeller_TC1_Mpos_CC.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD041128/210920_LU02_sabkeller_TC1_Mpos_CC.raw	CC-885 (NCIT:C172133)
HEK293_FlpIn_TurboID_CRBN_TC2_DMSO	Homo sapiens	cell culture	cell line	not available	not available	2	CLO:0001230	CVCL_0063	HEK293	adult	genetic modification	protein	TC2_DMSO_run1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251;NT=Lys-C;AC=MS:1001309	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Biotin;AC=UNIMOD:3;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Dioxidation;AC=UNIMOD:425;TA=M;MT=Variable	cross-linking mass spectrometry (PRIDE:0000430)	NT=DSS;AC=XLMOD:02001	streptavidin pull-down (PRIDE:0000838)	5 mM	HCD	1	1	210920_LU02_sabkeller_TC2_Mpos_DMSO.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD041128/210920_LU02_sabkeller_TC2_Mpos_DMSO.raw	DMSO (NCIT:C67286)
HEK293_FlpIn_TurboID_CRBN_TC2_CC885	Homo sapiens	cell culture	cell line	not available	not available	2	CLO:0001230	CVCL_0063	HEK293	adult	genetic modification	protein	TC2_CC885_run1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251;NT=Lys-C;AC=MS:1001309	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Biotin;AC=UNIMOD:3;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Dioxidation;AC=UNIMOD:425;TA=M;MT=Variable	cross-linking mass spectrometry (PRIDE:0000430)	NT=DSS;AC=XLMOD:02001	streptavidin pull-down (PRIDE:0000838)	5 mM	HCD	1	1	210920_LU02_sabkeller_TC2_Mpos_CC.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD041128/210920_LU02_sabkeller_TC2_Mpos_CC.raw	CC-885 (NCIT:C172133)
HEK293_FlpIn_TurboID_CRBN_TC3_DMSO	Homo sapiens	cell culture	cell line	not available	not available	3	CLO:0001230	CVCL_0063	HEK293	adult	genetic modification	protein	TC3_DMSO_run1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251;NT=Lys-C;AC=MS:1001309	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Biotin;AC=UNIMOD:3;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Dioxidation;AC=UNIMOD:425;TA=M;MT=Variable	cross-linking mass spectrometry (PRIDE:0000430)	NT=DSS;AC=XLMOD:02001	streptavidin pull-down (PRIDE:0000838)	5 mM	HCD	1	1	210920_LU02_sabkeller_TC3_Mpos_DMSO.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD041128/210920_LU02_sabkeller_TC3_Mpos_DMSO.raw	DMSO (NCIT:C67286)
HEK293_FlpIn_TurboID_CRBN_TC3_CC885	Homo sapiens	cell culture	cell line	not available	not available	3	CLO:0001230	CVCL_0063	HEK293	adult	genetic modification	protein	TC3_CC885_run1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251;NT=Lys-C;AC=MS:1001309	label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Biotin;AC=UNIMOD:3;TA=K;MT=Variable	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Dioxidation;AC=UNIMOD:425;TA=M;MT=Variable	cross-linking mass spectrometry (PRIDE:0000430)	NT=DSS;AC=XLMOD:02001	streptavidin pull-down (PRIDE:0000838)	5 mM	HCD	1	1	210920_LU02_sabkeller_TC3_Mpos_CC.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD041128/210920_LU02_sabkeller_TC3_Mpos_CC.raw	CC-885 (NCIT:C172133)
