source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
WT_180_rep1	Saccharomyces cerevisiae	not available	1	WT_180_rep1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	WT_180_rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ssn3-180min	Saccharomyces cerevisiae	not available	1	ssn3-180min	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	ssn3-180min.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
WT_60_rep1	Saccharomyces cerevisiae	not available	1	WT_60_rep1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	WT_60_rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
WT_60_rep2	Saccharomyces cerevisiae	not available	1	WT_60_rep2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	WT_60_rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ssn3-60min	Saccharomyces cerevisiae	not available	1	ssn3-60min	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	ssn3-60min.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
upf3-60min	Saccharomyces cerevisiae	not available	1	upf3-60min	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	upf3-60min.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
raml-60min	Saccharomyces cerevisiae	not available	1	raml-60min	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	raml-60min.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
WT_180_rep2	Saccharomyces cerevisiae	not available	1	WT_180_rep2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	WT_180_rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
mrn1-180min	Saccharomyces cerevisiae	not available	1	mrn1-180min	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	mrn1-180min.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
WT_0_rep2	Saccharomyces cerevisiae	not available	1	WT_0_rep2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	WT_0_rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
