source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[material type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[treatment]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]
THP1_CTRL_1	Homo sapiens	blood	macrophage	THP-1	CVCL_0006	THP-1	cell	childhood acute megakaryoblastic leukemia	infant	1Y	male	not available	uninfected	1	101124_71347_CTRL_1_4uL	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	1	1	101124_71347_CTRL_1_4uL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	uninfected
THP1_CTRL_2	Homo sapiens	blood	macrophage	THP-1	CVCL_0006	THP-1	cell	childhood acute megakaryoblastic leukemia	infant	1Y	male	not available	uninfected	2	101124_71347_CTRL_2_4uL	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	1	1	101124_71347_CTRL_2_4uL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	uninfected
THP1_CTRL_3	Homo sapiens	blood	macrophage	THP-1	CVCL_0006	THP-1	cell	childhood acute megakaryoblastic leukemia	infant	1Y	male	not available	uninfected	3	101124_71347_CTRL_3_4uL	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	1	1	101124_71347_CTRL_3_4uL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	uninfected
THP1_CTRL_4	Homo sapiens	blood	macrophage	THP-1	CVCL_0006	THP-1	cell	childhood acute megakaryoblastic leukemia	infant	1Y	male	not available	uninfected	4	101124_71347_CTRL_4_4uL	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	1	1	101124_71347_CTRL_4_4uL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	uninfected
THP1_HiB_1	Homo sapiens	blood	macrophage	THP-1	CVCL_0006	THP-1	cell	childhood acute megakaryoblastic leukemia	infant	1Y	male	not available	Haemophilus influenzae type B infection	1	101124_71347_H_1_4uL	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	1	1	101124_71347_H_1_4uL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	Haemophilus influenzae type B infection
THP1_HiB_2	Homo sapiens	blood	macrophage	THP-1	CVCL_0006	THP-1	cell	childhood acute megakaryoblastic leukemia	infant	1Y	male	not available	Haemophilus influenzae type B infection	2	101124_71347_H_2_4uL	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	1	1	101124_71347_H_2_4uL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	Haemophilus influenzae type B infection
THP1_HiB_3	Homo sapiens	blood	macrophage	THP-1	CVCL_0006	THP-1	cell	childhood acute megakaryoblastic leukemia	infant	1Y	male	not available	Haemophilus influenzae type B infection	3	101124_71347_H_3_4uL	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	1	1	101124_71347_H_3_4uL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	Haemophilus influenzae type B infection
THP1_HiB_4	Homo sapiens	blood	macrophage	THP-1	CVCL_0006	THP-1	cell	childhood acute megakaryoblastic leukemia	infant	1Y	male	not available	Haemophilus influenzae type B infection	4	101124_71347_H_4_4uL	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=GG;AC=UNIMOD:121;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	1	1	101124_71347_H_4_4uL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	Haemophilus influenzae type B infection
