source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[biological replicate]	characteristics[depletion]	characteristics[strain or breed]	assay name	technology type	comment[sdrf version]	comment[sdrf template]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[proteomics data acquisition method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD009348-Sample-2	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 34	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac10.raw	10	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-2	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 35	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac11.raw	11	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-2	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 36	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac12.raw	12	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-2	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 37	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac13.raw	13	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-2	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 38	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac14.raw	14	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-2	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 39	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac15.raw	15	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-2	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 40	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac16.raw	16	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-2	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 41	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac17.raw	17	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-2	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 42	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac18.raw	18	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-2	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 43	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac19.raw	19	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-2	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 44	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac20.raw	20	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-2	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 45	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac21.raw	21	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-2	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 46	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac22.raw	22	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-2	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 47	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac23.raw	23	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-2	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 48	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161006_QEp2_PhGe_SA_LC12-14_Top6Top14Depl_Library3_24Frac_Frac24.raw	24	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 49	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc1.raw	1	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 50	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc2.raw	2	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 51	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc3.raw	3	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 52	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc4.raw	4	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 53	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc5.raw	5	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 54	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc6.raw	6	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 55	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc7.raw	7	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 56	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc8.raw	8	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 57	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc9.raw	9	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 58	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc10.raw	10	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 59	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc11.raw	11	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 60	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc12.raw	12	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 61	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc13.raw	13	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
PXD009348-Sample-3	Homo Sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	1	depletion	not available	run 62	proteomic profiling by mass spectrometer	v1.1.0	NT=ms-proteomics;VV=v1.1.0	20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/12/PXD009348/20161008_QEp1_PhGe_SA_LC12-14_Top14Top6Depl_Library2_24Frc_Frc14.raw	14	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	7 ppm	20 ppm	Blood plasma
