source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Epi001_G24_NonPhos_F55	mus musculus	brain	not applicable	epilepsy	not applicable	1	Epi001_G24_NonPhos_F55	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	34% NCE	hydrophilic interaction chromatography (hilic)	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	55	1	Epi001_G24_NonPhos_F55.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD038241/Epi001_G24_NonPhos_F55.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
G4-MonoPhos-f37	mus musculus	brain	not applicable	epilepsy	enrichment of phosphorylated protein	1	G4-MonoPhos-f37	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	34% NCE	hydrophilic interaction chromatography (hilic)	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	37	1	G4-MonoPhos-f37.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD038241/G4-MonoPhos-f37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
Epi001_G4_NonPhos_F51	mus musculus	brain	not applicable	epilepsy	not applicable	1	Epi001_G4_NonPhos_F51	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	34% NCE	hydrophilic interaction chromatography (hilic)	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	51	1	Epi001_G4_NonPhos_F51.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD038241/Epi001_G4_NonPhos_F51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
Epi001_G4_NonPhos_F60	mus musculus	brain	not applicable	epilepsy	not applicable	1	Epi001_G4_NonPhos_F60	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	34% NCE	hydrophilic interaction chromatography (hilic)	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	60	1	Epi001_G4_NonPhos_F60.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD038241/Epi001_G4_NonPhos_F60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
G24-NonPhos-f30-32	mus musculus	brain	not applicable	epilepsy	not applicable	32	G24-NonPhos-f30-32	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	34% NCE	hydrophilic interaction chromatography (hilic)	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	G24-NonPhos-f30-32.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD038241/G24-NonPhos-f30-32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
G4-MonoPhos-f41-42	mus musculus	brain	not applicable	epilepsy	enrichment of phosphorylated protein	42	G4-MonoPhos-f41-42	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	34% NCE	hydrophilic interaction chromatography (hilic)	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	G4-MonoPhos-f41-42.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD038241/G4-MonoPhos-f41-42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
Epi001_G24_NonPhos_F56	mus musculus	brain	not applicable	epilepsy	not applicable	1	Epi001_G24_NonPhos_F56	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	34% NCE	hydrophilic interaction chromatography (hilic)	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	56	1	Epi001_G24_NonPhos_F56.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD038241/Epi001_G24_NonPhos_F56.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
