source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Allty_DMSO_06Jan17	Escherichia coli	cell	not available	1	not available	Allty_DMSO_06Jan17	proteomic profiling by mass spectrometry	1	Allty_DMSO_06Jan17.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation	4.5 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Allty_HPG_06Jan17	Escherichia coli	cell	not available	1	not available	Allty_HPG_06Jan17	proteomic profiling by mass spectrometry	1	Allty_HPG_06Jan17.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation	4.5 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Ally_HPG_2_21April17_conc_5ul	Escherichia coli	cell	not available	1	not available	Ally_HPG_2_21April17_conc_5ul	proteomic profiling by mass spectrometry	1	Ally_HPG_2_21April17_conc_5ul.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=Higher Energy Collisional Dissociation	4.5 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
ally_Aha_19May16	Escherichia coli	cell	not available	1	not available	ally_Aha_19May16	proteomic profiling by mass spectrometry	1	ally_Aha_19May16.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=Higher Energy Collisional Dissociation	4.5 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Ally_HPG_1_21April17_conc_3ul	Escherichia coli	cell	not available	1	not available	Ally_HPG_1_21April17_conc_3ul	proteomic profiling by mass spectrometry	1	Ally_HPG_1_21April17_conc_3ul.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	4	NT=Higher Energy Collisional Dissociation	4.5 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Ally_Ctrl_4_01May17_all	Escherichia coli	cell	not available	1	not available	Ally_Ctrl_4_01May17_all	proteomic profiling by mass spectrometry	1	Ally_Ctrl_4_01May17_all.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	5	NT=Higher Energy Collisional Dissociation	4.5 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Ally_Ctrl_4_21April17_conc_5ul	Escherichia coli	cell	not available	1	not available	Ally_Ctrl_4_21April17_conc_5ul	proteomic profiling by mass spectrometry	1	Ally_Ctrl_4_21April17_conc_5ul.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	6	NT=Higher Energy Collisional Dissociation	4.5 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Ally_Ctrl_3_01May17_all	Escherichia coli	cell	not available	1	not available	Ally_Ctrl_3_01May17_all	proteomic profiling by mass spectrometry	1	Ally_Ctrl_3_01May17_all.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	7	NT=Higher Energy Collisional Dissociation	4.5 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
ally_hpg_19May16	Escherichia coli	cell	not available	1	not available	ally_hpg_19May16	proteomic profiling by mass spectrometry	1	ally_hpg_19May16.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	8	NT=Higher Energy Collisional Dissociation	4.5 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
ally_control_19May16	Escherichia coli	cell	not available	1	not available	ally_control_19May16	proteomic profiling by mass spectrometry	1	ally_control_19May16.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	9	NT=Higher Energy Collisional Dissociation	4.5 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Ally_Ctrl_3_21April17_conc_7ul	Escherichia coli	cell	not available	1	not available	Ally_Ctrl_3_21April17_conc_7ul	proteomic profiling by mass spectrometry	1	Ally_Ctrl_3_21April17_conc_7ul.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	10	NT=Higher Energy Collisional Dissociation	4.5 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
Ally_HPG_1_01May17_all	Escherichia coli	cell	not available	1	not available	Ally_HPG_1_01May17_all	proteomic profiling by mass spectrometry	1	Ally_HPG_1_01May17_all.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	11	NT=Higher Energy Collisional Dissociation	4.5 ppm	20 ppm	not available	NT=ms-proteomics;VV=v1.1.0
