source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Zelda_231117_P2960_PH_FC_TMT12_R1_F03	Mus musculus	Liver	not available	not available	1	Zelda_231117_P2960_PH_FC_TMT12_R1_F03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	Zelda_231117_P2960_PH_FC_TMT12_R1_F03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Liver
Zelda_231117_P2960_PH_FC_TMT12_R1_F05	Mus musculus	Liver	not available	not available	1	Zelda_231117_P2960_PH_FC_TMT12_R1_F05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	Zelda_231117_P2960_PH_FC_TMT12_R1_F05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Liver
Zelda_231117_P2960_PH_FC_TMT12_R1_F07	Mus musculus	Liver	not available	not available	1	Zelda_231117_P2960_PH_FC_TMT12_R1_F07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	Zelda_231117_P2960_PH_FC_TMT12_R1_F07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Liver
Zelda_231117_P2960_PH_FC_TMT12_R1_F06	Mus musculus	Liver	not available	not available	1	Zelda_231117_P2960_PH_FC_TMT12_R1_F06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	Zelda_231117_P2960_PH_FC_TMT12_R1_F06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Liver
Zelda_231117_P2960_PH_FC_TMT12_R1_F12	Mus musculus	Liver	not available	not available	1	Zelda_231117_P2960_PH_FC_TMT12_R1_F12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	Zelda_231117_P2960_PH_FC_TMT12_R1_F12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Liver
Zelda_231117_P2960_PH_FC_TMT12_R1_F01	Mus musculus	Liver	not available	not available	1	Zelda_231117_P2960_PH_FC_TMT12_R1_F01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	Zelda_231117_P2960_PH_FC_TMT12_R1_F01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Liver
Zelda_231117_P2960_PH_FC_TMT12_R1_F10	Mus musculus	Liver	not available	not available	1	Zelda_231117_P2960_PH_FC_TMT12_R1_F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	Zelda_231117_P2960_PH_FC_TMT12_R1_F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Liver
Zelda_231117_P2960_PH_FC_TMT12_R1_F02	Mus musculus	Liver	not available	not available	1	Zelda_231117_P2960_PH_FC_TMT12_R1_F02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	Zelda_231117_P2960_PH_FC_TMT12_R1_F02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Liver
Zelda_231117_P2960_PH_FC_TMT12_R1_F08	Mus musculus	Liver	not available	not available	1	Zelda_231117_P2960_PH_FC_TMT12_R1_F08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	Zelda_231117_P2960_PH_FC_TMT12_R1_F08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Liver
Zelda_231117_P2960_PH_FC_TMT12_R1_F04	Mus musculus	Liver	not available	not available	1	Zelda_231117_P2960_PH_FC_TMT12_R1_F04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	Zelda_231117_P2960_PH_FC_TMT12_R1_F04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Liver
