source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
ID124819_01_SPD30_OA10034_10723_011025	Cryptococcus neoformans bt1	not available	1	ID124819_01_SPD30_OA10034_10723_011025	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	ID124819_01_SPD30_OA10034_10723_011025.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ID124826_01_SPD30_OA10034_10723_011025	Cryptococcus neoformans bt1	not available	1	ID124826_01_SPD30_OA10034_10723_011025	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	ID124826_01_SPD30_OA10034_10723_011025.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ID124817_01_SPD30_OA10034_10723_011025	Cryptococcus neoformans bt1	not available	1	ID124817_01_SPD30_OA10034_10723_011025	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	ID124817_01_SPD30_OA10034_10723_011025.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ID124925_02_SPD30_OA10034_10723_011025	Cryptococcus neoformans bt1	not available	1	ID124925_02_SPD30_OA10034_10723_011025	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	ID124925_02_SPD30_OA10034_10723_011025.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ID124925_01_SPD30_OA10034_10723_011025	Cryptococcus neoformans bt1	not available	1	ID124925_01_SPD30_OA10034_10723_011025	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	ID124925_01_SPD30_OA10034_10723_011025.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ID124827_01_SPD30_OA10034_10723_011025	Cryptococcus neoformans bt1	not available	1	ID124827_01_SPD30_OA10034_10723_011025	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	ID124827_01_SPD30_OA10034_10723_011025.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ID124816_01_SPD30_OA10034_10723_011025	Cryptococcus neoformans bt1	not available	1	ID124816_01_SPD30_OA10034_10723_011025	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	ID124816_01_SPD30_OA10034_10723_011025.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ID124823_01_SPD30_OA10034_10723_011025	Cryptococcus neoformans bt1	not available	1	ID124823_01_SPD30_OA10034_10723_011025	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	ID124823_01_SPD30_OA10034_10723_011025.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ID124824_01_SPD30_OA10034_10723_011025	Cryptococcus neoformans bt1	not available	1	ID124824_01_SPD30_OA10034_10723_011025	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	ID124824_01_SPD30_OA10034_10723_011025.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ID124822_01_SPD30_OA10034_10723_011025	Cryptococcus neoformans bt1	not available	1	ID124822_01_SPD30_OA10034_10723_011025	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	ID124822_01_SPD30_OA10034_10723_011025.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
