source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20241017_PHCOQEHF_PC1357-Ainslie_Pool_r1	Bos taurus	not available	not available	not available	1	20241017_PHCOQEHF_PC1357-Ainslie_Pool_r1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20241017_PHCOQEHF_PC1357-Ainslie_Pool_r1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
20241017_PHCOQEHF_PC1357-Ainslie_Pool_r2	Bos taurus	not available	not available	not available	1	20241017_PHCOQEHF_PC1357-Ainslie_Pool_r2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20241017_PHCOQEHF_PC1357-Ainslie_Pool_r2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
20241017_PHCOQEHF_PC1357-Ainslie_9_r2	Bos taurus	not available	not available	not available	1	20241017_PHCOQEHF_PC1357-Ainslie_9_r2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20241017_PHCOQEHF_PC1357-Ainslie_9_r2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
20241017_PHCOQEHF_PC1357-Ainslie_2	Bos taurus	not available	not available	not available	1	20241017_PHCOQEHF_PC1357-Ainslie_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20241017_PHCOQEHF_PC1357-Ainslie_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
20241017_PHCOQEHF_PC1357-Ainslie_5	Bos taurus	not available	not available	not available	1	20241017_PHCOQEHF_PC1357-Ainslie_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20241017_PHCOQEHF_PC1357-Ainslie_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
20241017_PHCOQEHF_PC1357-Ainslie_1	Bos taurus	not available	not available	not available	1	20241017_PHCOQEHF_PC1357-Ainslie_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20241017_PHCOQEHF_PC1357-Ainslie_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
20241017_PHCOQEHF_PC1357-Ainslie_6	Bos taurus	not available	not available	not available	1	20241017_PHCOQEHF_PC1357-Ainslie_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20241017_PHCOQEHF_PC1357-Ainslie_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
20241017_PHCOQEHF_PC1357-Ainslie_8	Bos taurus	not available	not available	not available	1	20241017_PHCOQEHF_PC1357-Ainslie_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20241017_PHCOQEHF_PC1357-Ainslie_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
20241017_PHCOQEHF_PC1357-Ainslie_3	Bos taurus	not available	not available	not available	1	20241017_PHCOQEHF_PC1357-Ainslie_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20241017_PHCOQEHF_PC1357-Ainslie_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
20241017_PHCOQEHF_PC1357-Ainslie_4	Bos taurus	not available	not available	not available	1	20241017_PHCOQEHF_PC1357-Ainslie_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20241017_PHCOQEHF_PC1357-Ainslie_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
