source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
220701_Sabine_TF1	220701_Sabine_TF1	marine metagenome	sea water	not applicable	not available	Plastisphere_metaproteomics_optimisation_dataset	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	220701_Sabine_TF1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	220701_Sabine_TF1.wiff.scan	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
220701_Sabine_TF2	220701_Sabine_TF2	marine metagenome	sea water	not applicable	not available	Plastisphere_metaproteomics_optimisation_dataset	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	220701_Sabine_TF2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	220701_Sabine_TF2.wiff.scan	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
220701_Sabine_TF3	220701_Sabine_TF3	marine metagenome	sea water	not applicable	not available	Plastisphere_metaproteomics_optimisation_dataset	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	220701_Sabine_TF3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	220701_Sabine_TF3.wiff.scan	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
220701_Sabine_TF4	220701_Sabine_TF4	marine metagenome	sea water	not applicable	not available	Plastisphere_metaproteomics_optimisation_dataset	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	220701_Sabine_TF4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	220701_Sabine_TF4.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
220701_Sabine_TF5	220701_Sabine_TF5	marine metagenome	sea water	not applicable	not available	Plastisphere_metaproteomics_optimisation_dataset	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	220701_Sabine_TF5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	220701_Sabine_TF5.wiff.scan	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
220701_Sabine_TF6	220701_Sabine_TF6	marine metagenome	sea water	not applicable	not available	Plastisphere_metaproteomics_optimisation_dataset	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	220701_Sabine_TF6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	220701_Sabine_TF6.wiff.scan	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
All_TF1-TF6_metaproteome.group.xml	All_TF1-TF6_metaproteome.group.xml	marine metagenome	sea water	not applicable	not available	Plastisphere_metaproteomics_optimisation_dataset	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	All_TF1-TF6_metaproteome.group.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	All_TF1-TF6_metaproteome.group.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
All_TF1-TF6_second_combined.group.xml	All_TF1-TF6_second_combined.group.xml	marine metagenome	sea water	not applicable	not available	Plastisphere_metaproteomics_optimisation_dataset	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	All_TF1-TF6_second_combined.group.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	All_TF1-TF6_second_combined.group.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
gel-free-combined-CARD-variant.group.xml	gel-free-combined-CARD-variant.group.xml	marine metagenome	sea water	not applicable	not available	Plastisphere_metaproteomics_optimisation_dataset	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	gel-free-combined-CARD-variant.group.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	gel-free-combined-CARD-variant.group.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
Gel-free-combined-MG-DB.group.xml	Gel-free-combined-MG-DB.group.xml	marine metagenome	sea water	not applicable	not available	Plastisphere_metaproteomics_optimisation_dataset	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	Gel-free-combined-MG-DB.group.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	Gel-free-combined-MG-DB.group.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
gel-free-combined-Pseudoalteromonas.group.xml	gel-free-combined-Pseudoalteromonas.group.xml	marine metagenome	sea water	not applicable	not available	Plastisphere_metaproteomics_optimisation_dataset	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	gel-free-combined-Pseudoalteromonas.group.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	gel-free-combined-Pseudoalteromonas.group.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
Gel-free_combined_eukaryotic.group.xml	Gel-free_combined_eukaryotic.group.xml	marine metagenome	sea water	not applicable	not available	Plastisphere_metaproteomics_optimisation_dataset	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	Gel-free_combined_eukaryotic.group.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	Gel-free_combined_eukaryotic.group.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
Gel-free_PlasticsDB_241122.group.xml	Gel-free_PlasticsDB_241122.group.xml	marine metagenome	sea water	not applicable	not available	Plastisphere_metaproteomics_optimisation_dataset	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	Gel-free_PlasticsDB_241122.group.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	Gel-free_PlasticsDB_241122.group.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
