source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
ProteinMix1	Homo sapiens	protein	mix	1	not applicable	not applicable	not applicable	not applicable	not applicable	ProteinMix1	proteomic profiling by mass spectrometry	1	20200730_L_JD_ProtMix_tMS2_ET10hcD10_IGF1-ET15hcD15_Low_01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	not applicable	NT=label free sample;AC=MS:1002038	1	NT=Higher-energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
ProteinMix2	Homo sapiens	protein	mix	1	not applicable	not applicable	not applicable	not applicable	not applicable	ProteinMix2	proteomic profiling by mass spectrometry	1	20200730_L_JD_ProtMix_tMS2_ET15hcD15_IGF1-ET20hcD15_Low_01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	not applicable	NT=label free sample;AC=MS:1002038	2	NT=Higher-energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
ProteinMix3	Homo sapiens	protein	mix	1	not applicable	not applicable	not applicable	not applicable	not applicable	ProteinMix3	proteomic profiling by mass spectrometry	1	20200730_L_JD_ProtMix_tMS2_UVPD50_High_01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	not applicable	NT=label free sample;AC=MS:1002038	3	NT=ultraviolet photodissociation;AC=MS:1003246	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
ProteinMix4	Homo sapiens	protein	mix	1	not applicable	not applicable	not applicable	not applicable	not applicable	ProteinMix4	proteomic profiling by mass spectrometry	1	20200730_L_JD_ProtMix_tMS2_HCD10_High_01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	not applicable	NT=label free sample;AC=MS:1002038	4	NT=Higher-energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
ProteinMix5	Homo sapiens	protein	mix	1	not applicable	not applicable	not applicable	not applicable	not applicable	ProteinMix5	proteomic profiling by mass spectrometry	1	20200730_L_JD_ProtMix_tMS2_ET10hcD10_IGF1-ET15hcD15_High_01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	not applicable	NT=label free sample;AC=MS:1002038	5	NT=Higher-energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
ProteinMix6	Homo sapiens	protein	mix	1	not applicable	not applicable	not applicable	not applicable	not applicable	ProteinMix6	proteomic profiling by mass spectrometry	1	20200730_L_JD_ProtMix_tMS2_HCD20_Low_01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	not applicable	NT=label free sample;AC=MS:1002038	6	NT=Higher-energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
ProteinMix7	Homo sapiens	protein	mix	1	not applicable	not applicable	not applicable	not applicable	not applicable	ProteinMix7	proteomic profiling by mass spectrometry	1	20200730_L_JD_ProtMix_tMS2_ET5hcD5_IGF1-ET10hcD10_Low_01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	not applicable	NT=label free sample;AC=MS:1002038	7	NT=Higher-energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
ProteinMix8	Homo sapiens	protein	mix	1	not applicable	not applicable	not applicable	not applicable	not applicable	ProteinMix8	proteomic profiling by mass spectrometry	1	20200730_L_JD_ProtMix_tMS2_UVPD40_Low_01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	not applicable	NT=label free sample;AC=MS:1002038	8	NT=ultraviolet photodissociation;AC=MS:1003246	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
ProteinMix9	Homo sapiens	protein	mix	1	not applicable	not applicable	not applicable	not applicable	not applicable	ProteinMix9	proteomic profiling by mass spectrometry	1	20200730_L_JD_ProtMix_tMS2_ET5hcD5_IGF1-ET10hcD10_High_01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	not applicable	NT=label free sample;AC=MS:1002038	9	NT=Higher-energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
ProteinMix10	Homo sapiens	protein	mix	1	not applicable	not applicable	not applicable	not applicable	not applicable	ProteinMix10	proteomic profiling by mass spectrometry	1	20200730_L_JD_ProtMix_tMS2_UVPD60_High_01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	not applicable	NT=label free sample;AC=MS:1002038	10	NT=ultraviolet photodissociation;AC=MS:1003246	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
