source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Black_BS3.baf	Black_BS3.baf	Homo sapiens	Dental plaque	not applicable	Tooth disease	Deciphering_Black_Extrinsic_Tooth_Stains_composition_in_Children_using_metaproteomics	Dental plaque	Dental plaque	not available	not available	not available	not available	1	Black_BS3.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=maXis;AC=MS:1001541	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Black_BS3.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
Black_BS35.baf	Black_BS35.baf	Homo sapiens	Dental plaque	not applicable	Tooth disease	Deciphering_Black_Extrinsic_Tooth_Stains_composition_in_Children_using_metaproteomics	Dental plaque	Dental plaque	not available	not available	not available	not available	1	Black_BS35.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=maXis;AC=MS:1001541	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Black_BS35.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
Black_BS36.baf	Black_BS36.baf	Homo sapiens	Dental plaque	not applicable	Tooth disease	Deciphering_Black_Extrinsic_Tooth_Stains_composition_in_Children_using_metaproteomics	Dental plaque	Dental plaque	not available	not available	not available	not available	1	Black_BS36.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=maXis;AC=MS:1001541	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Black_BS36.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
Black_BS37_bacteria.dat	Black_BS37_bacteria.dat	Homo sapiens	Dental plaque	not applicable	Tooth disease	Deciphering_Black_Extrinsic_Tooth_Stains_composition_in_Children_using_metaproteomics	Dental plaque	Dental plaque	not available	not available	not available	not available	1	Black_BS37_bacteria.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=maXis;AC=MS:1001541	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Black_BS37_bacteria.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
Black_BS37_homo.dat	Black_BS37_homo.dat	Homo sapiens	Dental plaque	not applicable	Tooth disease	Deciphering_Black_Extrinsic_Tooth_Stains_composition_in_Children_using_metaproteomics	Dental plaque	Dental plaque	not available	not available	not available	not available	1	Black_BS37_homo.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=maXis;AC=MS:1001541	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Black_BS37_homo.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
Black_BS38.baf	Black_BS38.baf	Homo sapiens	Dental plaque	not applicable	Tooth disease	Deciphering_Black_Extrinsic_Tooth_Stains_composition_in_Children_using_metaproteomics	Dental plaque	Dental plaque	not available	not available	not available	not available	1	Black_BS38.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=maXis;AC=MS:1001541	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Black_BS38.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
Black_BS38_homo.dat	Black_BS38_homo.dat	Homo sapiens	Dental plaque	not applicable	Tooth disease	Deciphering_Black_Extrinsic_Tooth_Stains_composition_in_Children_using_metaproteomics	Dental plaque	Dental plaque	not available	not available	not available	not available	1	Black_BS38_homo.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=maXis;AC=MS:1001541	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Black_BS38_homo.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
Black_BS3_homo.dat	Black_BS3_homo.dat	Homo sapiens	Dental plaque	not applicable	Tooth disease	Deciphering_Black_Extrinsic_Tooth_Stains_composition_in_Children_using_metaproteomics	Dental plaque	Dental plaque	not available	not available	not available	not available	1	Black_BS3_homo.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=maXis;AC=MS:1001541	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Black_BS3_homo.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
Black_BS7_bacteria.dat	Black_BS7_bacteria.dat	Homo sapiens	Dental plaque	not applicable	Tooth disease	Deciphering_Black_Extrinsic_Tooth_Stains_composition_in_Children_using_metaproteomics	Dental plaque	Dental plaque	not available	not available	not available	not available	1	Black_BS7_bacteria.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=maXis;AC=MS:1001541	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Black_BS7_bacteria.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
Black_BS7_homo.dat	Black_BS7_homo.dat	Homo sapiens	Dental plaque	not applicable	Tooth disease	Deciphering_Black_Extrinsic_Tooth_Stains_composition_in_Children_using_metaproteomics	Dental plaque	Dental plaque	not available	not available	not available	not available	1	Black_BS7_homo.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=maXis;AC=MS:1001541	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Black_BS7_homo.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
White_BS10.baf	White_BS10.baf	Homo sapiens	Dental plaque	not applicable	Tooth disease	Deciphering_Black_Extrinsic_Tooth_Stains_composition_in_Children_using_metaproteomics	Dental plaque	Dental plaque	not available	not available	not available	not available	1	White_BS10.baf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=maXis;AC=MS:1001541	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	White_BS10.baf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
White_BS10_bacteria.dat	White_BS10_bacteria.dat	Homo sapiens	Dental plaque	not applicable	Tooth disease	Deciphering_Black_Extrinsic_Tooth_Stains_composition_in_Children_using_metaproteomics	Dental plaque	Dental plaque	not available	not available	not available	not available	1	White_BS10_bacteria.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=maXis;AC=MS:1001541	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	White_BS10_bacteria.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
