source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[developmental stage]	characteristics[bait]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[collision energy]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[bait]	factor value[organism]
JB43-48	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_N	cell	3	qx030186	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030186.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_N	Rhinolophus ferrumequinum
JB43-49	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_M	cell	1	qx030188	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030188.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_M	Rhinolophus ferrumequinum
JB43-50	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_M	cell	2	qx030189	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030189.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_M	Rhinolophus ferrumequinum
JB43-51	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_M	cell	3	qx030190	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030190.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_M	Rhinolophus ferrumequinum
JB43-52	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_S	cell	1	qx030192	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030192.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_S	Rhinolophus ferrumequinum
JB43-53	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_S	cell	2	qx030193	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030193.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_S	Rhinolophus ferrumequinum
JB43-54	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_S	cell	3	qx030194	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030194.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_S	Rhinolophus ferrumequinum
JB43-55	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Orf3a	cell	1	qx030196	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030196.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Orf3a	Rhinolophus ferrumequinum
JB43-56	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Orf3a	cell	2	qx030197	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030197.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Orf3a	Rhinolophus ferrumequinum
JB43-57	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Orf3a	cell	3	qx030198	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030198.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Orf3a	Rhinolophus ferrumequinum
JB43-58	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Orf3b	cell	1	qx030200	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030200.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Orf3b	Rhinolophus ferrumequinum
JB43-59	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Orf3b	cell	2	qx030201	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030201.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Orf3b	Rhinolophus ferrumequinum
JB43-60	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Orf3b	cell	3	qx030202	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030202.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Orf3b	Rhinolophus ferrumequinum
JB43-61	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Orf6	cell	1	qx030205	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030205.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Orf6	Rhinolophus ferrumequinum
JB43-62	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Orf6	cell	2	qx030206	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030206.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Orf6	Rhinolophus ferrumequinum
JB43-63	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Orf6	cell	3	qx030207	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030207.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Orf6	Rhinolophus ferrumequinum
JB43-64	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Orf7a	cell	1	qx030209	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030209.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Orf7a	Rhinolophus ferrumequinum
JB43-65	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Orf7a	cell	2	qx030210	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030210.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Orf7a	Rhinolophus ferrumequinum
JB43-66	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Orf7a	cell	3	qx030211	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030211.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Orf7a	Rhinolophus ferrumequinum
JB43-67	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Orf7b	cell	1	qx030213	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030213.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Orf7b	Rhinolophus ferrumequinum
JB43-68	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Orf7b	cell	2	qx030214	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030214.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Orf7b	Rhinolophus ferrumequinum
JB43-69	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Orf7b	cell	3	qx030215	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030215.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Orf7b	Rhinolophus ferrumequinum
JB43-70	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Orf9b	cell	1	qx030217	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030217.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Orf9b	Rhinolophus ferrumequinum
JB43-71	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Orf9b	cell	2	qx030218	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030218.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Orf9b	Rhinolophus ferrumequinum
JB43-72	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Orf9b	cell	3	qx030219	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030219.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Orf9b	Rhinolophus ferrumequinum
JB43-73	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Orf9c	cell	1	qx030221	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030221.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Orf9c	Rhinolophus ferrumequinum
JB43-74	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Orf9c	cell	2	qx030222	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030222.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Orf9c	Rhinolophus ferrumequinum
JB43-75	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Orf9c	cell	3	qx030223	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030223.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Orf9c	Rhinolophus ferrumequinum
JB43-76	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Orf10	cell	1	qx030225	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030225.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Orf10	Rhinolophus ferrumequinum
JB43-77	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Orf10	cell	2	qx030226	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030226.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Orf10	Rhinolophus ferrumequinum
JB43-78	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	SARS-CoV-2_Orf10	cell	3	qx030227	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx030227.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SARS-CoV-2_Orf10	Rhinolophus ferrumequinum
