source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
2016_Jan_12_QE2_45	2016_Jan_12_QE2_45	metagenome	Cell culture	not applicable	not available	Assessing_protein_sequence_database_suitability_using_de_novo_sequencing	not available	not available	not available	not available	not available	not available	1	2016_Jan_12_QE2_45	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2016_Jan_12_QE2_45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cell culture
2016_Jan_12_QE2_47	2016_Jan_12_QE2_47	metagenome	Cell culture	not applicable	not available	Assessing_protein_sequence_database_suitability_using_de_novo_sequencing	not available	not available	not available	not available	not available	not available	1	2016_Jan_12_QE2_47	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2016_Jan_12_QE2_47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cell culture
2016_Jan_12_QE2_51	2016_Jan_12_QE2_51	metagenome	Cell culture	not applicable	not available	Assessing_protein_sequence_database_suitability_using_de_novo_sequencing	not available	not available	not available	not available	not available	not available	1	2016_Jan_12_QE2_51	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2016_Jan_12_QE2_51.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cell culture
2016_Jan_12_QE2_52	2016_Jan_12_QE2_52	metagenome	Cell culture	not applicable	not available	Assessing_protein_sequence_database_suitability_using_de_novo_sequencing	not available	not available	not available	not available	not available	not available	1	2016_Jan_12_QE2_52	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2016_Jan_12_QE2_52.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cell culture
2016_Jan_12_QE2_53	2016_Jan_12_QE2_53	metagenome	Cell culture	not applicable	not available	Assessing_protein_sequence_database_suitability_using_de_novo_sequencing	not available	not available	not available	not available	not available	not available	1	2016_Jan_12_QE2_53	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2016_Jan_12_QE2_53.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cell culture
2017_June_05_QE_GlacialMelt_13	2017_June_05_QE_GlacialMelt_13	metagenome	Cell culture	not applicable	not available	Assessing_protein_sequence_database_suitability_using_de_novo_sequencing	not available	not available	not available	not available	not available	not available	1	2017_June_05_QE_GlacialMelt_13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2017_June_05_QE_GlacialMelt_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cell culture
2017_June_05_QE_GlacialMelt_14	2017_June_05_QE_GlacialMelt_14	metagenome	Cell culture	not applicable	not available	Assessing_protein_sequence_database_suitability_using_de_novo_sequencing	not available	not available	not available	not available	not available	not available	1	2017_June_05_QE_GlacialMelt_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2017_June_05_QE_GlacialMelt_14.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cell culture
2017_June_05_QE_GlacialMelt_15	2017_June_05_QE_GlacialMelt_15	metagenome	Cell culture	not applicable	not available	Assessing_protein_sequence_database_suitability_using_de_novo_sequencing	not available	not available	not available	not available	not available	not available	1	2017_June_05_QE_GlacialMelt_15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2017_June_05_QE_GlacialMelt_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cell culture
2017_June_05_QE_GlacialMelt_16	2017_June_05_QE_GlacialMelt_16	metagenome	Cell culture	not applicable	not available	Assessing_protein_sequence_database_suitability_using_de_novo_sequencing	not available	not available	not available	not available	not available	not available	1	2017_June_05_QE_GlacialMelt_16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2017_June_05_QE_GlacialMelt_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cell culture
2017_June_05_QE_GlacialMelt_17	2017_June_05_QE_GlacialMelt_17	metagenome	Cell culture	not applicable	not available	Assessing_protein_sequence_database_suitability_using_de_novo_sequencing	not available	not available	not available	not available	not available	not available	1	2017_June_05_QE_GlacialMelt_17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2017_June_05_QE_GlacialMelt_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Cell culture
