source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20150605_OF_01A.msf	20150605_OF_01A.msf	Escherichia coli	feces	not applicable	not available	Proteome_data_on_the_microbial_microbiome_of_grasshopper_feces	feces	feces	6.8, 0.01	not available	not available	not available	gut microbiome	Escherichia coli	feces	not available	1	20150605_OF_01A.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20150605_OF_01A.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20150605_OF_01A	20150605_OF_01A	Escherichia coli	feces	not applicable	not available	Proteome_data_on_the_microbial_microbiome_of_grasshopper_feces	feces	feces	6.8, 0.01	not available	not available	not available	gut microbiome	Escherichia coli	feces	not available	1	20150605_OF_01A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20150605_OF_01A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20150605_OF_01B.msf	20150605_OF_01B.msf	Escherichia coli	feces	not applicable	not available	Proteome_data_on_the_microbial_microbiome_of_grasshopper_feces	feces	feces	6.8, 0.01	not available	not available	not available	gut microbiome	Escherichia coli	feces	not available	1	20150605_OF_01B.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20150605_OF_01B.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20150605_OF_01B	20150605_OF_01B	Escherichia coli	feces	not applicable	not available	Proteome_data_on_the_microbial_microbiome_of_grasshopper_feces	feces	feces	6.8, 0.01	not available	not available	not available	gut microbiome	Escherichia coli	feces	not available	1	20150605_OF_01B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20150605_OF_01B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20150605_OF_01C.msf	20150605_OF_01C.msf	Escherichia coli	feces	not applicable	not available	Proteome_data_on_the_microbial_microbiome_of_grasshopper_feces	feces	feces	6.8, 0.01	not available	not available	not available	gut microbiome	Escherichia coli	feces	not available	1	20150605_OF_01C.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20150605_OF_01C.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20150605_OF_01C	20150605_OF_01C	Escherichia coli	feces	not applicable	not available	Proteome_data_on_the_microbial_microbiome_of_grasshopper_feces	feces	feces	6.8, 0.01	not available	not available	not available	gut microbiome	Escherichia coli	feces	not available	1	20150605_OF_01C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20150605_OF_01C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20150605_OF_02A.msf	20150605_OF_02A.msf	Escherichia coli	feces	not applicable	not available	Proteome_data_on_the_microbial_microbiome_of_grasshopper_feces	feces	feces	6.8, 0.01	not available	not available	not available	gut microbiome	Escherichia coli	feces	not available	1	20150605_OF_02A.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20150605_OF_02A.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20150605_OF_02A	20150605_OF_02A	Escherichia coli	feces	not applicable	not available	Proteome_data_on_the_microbial_microbiome_of_grasshopper_feces	feces	feces	6.8, 0.01	not available	not available	not available	gut microbiome	Escherichia coli	feces	not available	1	20150605_OF_02A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20150605_OF_02A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20150605_OF_02B.msf	20150605_OF_02B.msf	Escherichia coli	feces	not applicable	not available	Proteome_data_on_the_microbial_microbiome_of_grasshopper_feces	feces	feces	6.8, 0.01	not available	not available	not available	gut microbiome	Escherichia coli	feces	not available	1	20150605_OF_02B.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20150605_OF_02B.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20150605_OF_02B	20150605_OF_02B	Escherichia coli	feces	not applicable	not available	Proteome_data_on_the_microbial_microbiome_of_grasshopper_feces	feces	feces	6.8, 0.01	not available	not available	not available	gut microbiome	Escherichia coli	feces	not available	1	20150605_OF_02B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20150605_OF_02B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
