source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20210105_Porkers_day2_Rep2	20210105_Porkers_day2_Rep2	Sus scrofa domesticus	not available	not applicable	not available	Bioaerosols_in_swine_confinement_buildings_A_metaproteomic_view	not available	not available	not available	not available	not available	not available	1	20210105_Porkers_day2_Rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20210105_Porkers_day2_Rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20210107_Porkers_day1_Rep1	20210107_Porkers_day1_Rep1	Sus scrofa domesticus	not available	not applicable	not available	Bioaerosols_in_swine_confinement_buildings_A_metaproteomic_view	not available	not available	not available	not available	not available	not available	1	20210107_Porkers_day1_Rep1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20210107_Porkers_day1_Rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20210107_Porkers_day2_Rep1	20210107_Porkers_day2_Rep1	Sus scrofa domesticus	not available	not applicable	not available	Bioaerosols_in_swine_confinement_buildings_A_metaproteomic_view	not available	not available	not available	not available	not available	not available	1	20210107_Porkers_day2_Rep1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20210107_Porkers_day2_Rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20210107_Porkers_day3_Rep1	20210107_Porkers_day3_Rep1	Sus scrofa domesticus	not available	not applicable	not available	Bioaerosols_in_swine_confinement_buildings_A_metaproteomic_view	not available	not available	not available	not available	not available	not available	1	20210107_Porkers_day3_Rep1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20210107_Porkers_day3_Rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20210107_Sows_day1_Rep1	20210107_Sows_day1_Rep1	Sus scrofa domesticus	not available	not applicable	not available	Bioaerosols_in_swine_confinement_buildings_A_metaproteomic_view	not available	not available	not available	not available	not available	not available	1	20210107_Sows_day1_Rep1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20210107_Sows_day1_Rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20210107_Sows_day2_Rep1	20210107_Sows_day2_Rep1	Sus scrofa domesticus	not available	not applicable	not available	Bioaerosols_in_swine_confinement_buildings_A_metaproteomic_view	not available	not available	not available	not available	not available	not available	1	20210107_Sows_day2_Rep1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20210107_Sows_day2_Rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20210107_Sows_day3_Rep1	20210107_Sows_day3_Rep1	Sus scrofa domesticus	not available	not applicable	not available	Bioaerosols_in_swine_confinement_buildings_A_metaproteomic_view	not available	not available	not available	not available	not available	not available	1	20210107_Sows_day3_Rep1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20210107_Sows_day3_Rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20210111_Porkers_day1_Rep2	20210111_Porkers_day1_Rep2	Sus scrofa domesticus	not available	not applicable	not available	Bioaerosols_in_swine_confinement_buildings_A_metaproteomic_view	not available	not available	not available	not available	not available	not available	1	20210111_Porkers_day1_Rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20210111_Porkers_day1_Rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20210111_Porkers_day3_Rep2	20210111_Porkers_day3_Rep2	Sus scrofa domesticus	not available	not applicable	not available	Bioaerosols_in_swine_confinement_buildings_A_metaproteomic_view	not available	not available	not available	not available	not available	not available	1	20210111_Porkers_day3_Rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20210111_Porkers_day3_Rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20210111_Sows_day1_Rep2	20210111_Sows_day1_Rep2	Sus scrofa domesticus	not available	not applicable	not available	Bioaerosols_in_swine_confinement_buildings_A_metaproteomic_view	not available	not available	not available	not available	not available	not available	1	20210111_Sows_day1_Rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20210111_Sows_day1_Rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
