source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
F123167_Rise_368merge.dat	F123167_Rise_368merge.dat	Homo sapiens	Dental plaque	not applicable	not available	Direct_evidence_of_milk_consumption_from_ancient_human_dental_calculus_central_Europe	Dental plaque	Dental plaque	not available	not available	not available	not available	1	F123167_Rise_368merge.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	F123167_Rise_368merge.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
QE0191_CSpeller_170314_B27	QE0191_CSpeller_170314_B27	Homo sapiens	Dental plaque	not applicable	not available	Direct_evidence_of_milk_consumption_from_ancient_human_dental_calculus_central_Europe	Dental plaque	Dental plaque	not available	not available	not available	not available	1	QE0191_CSpeller_170314_B27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	QE0191_CSpeller_170314_B27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
QE0191_CSpeller_170314_B40	QE0191_CSpeller_170314_B40	Homo sapiens	Dental plaque	not applicable	not available	Direct_evidence_of_milk_consumption_from_ancient_human_dental_calculus_central_Europe	Dental plaque	Dental plaque	not available	not available	not available	not available	1	QE0191_CSpeller_170314_B40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	QE0191_CSpeller_170314_B40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
QE0191_CSpeller_170314_B85	QE0191_CSpeller_170314_B85	Homo sapiens	Dental plaque	not applicable	not available	Direct_evidence_of_milk_consumption_from_ancient_human_dental_calculus_central_Europe	Dental plaque	Dental plaque	not available	not available	not available	not available	1	QE0191_CSpeller_170314_B85	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	QE0191_CSpeller_170314_B85.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
QE0191_CSpeller_170314_neg	QE0191_CSpeller_170314_neg	Homo sapiens	Dental plaque	not applicable	not available	Direct_evidence_of_milk_consumption_from_ancient_human_dental_calculus_central_Europe	Dental plaque	Dental plaque	not available	not available	not available	not available	1	QE0191_CSpeller_170314_neg	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	QE0191_CSpeller_170314_neg.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
QE0191_CSpeller_170314_neg_F122791.dat	QE0191_CSpeller_170314_neg_F122791.dat	Homo sapiens	Dental plaque	not applicable	not available	Direct_evidence_of_milk_consumption_from_ancient_human_dental_calculus_central_Europe	Dental plaque	Dental plaque	not available	not available	not available	not available	1	QE0191_CSpeller_170314_neg_F122791.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	QE0191_CSpeller_170314_neg_F122791.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
QE0199_CS080414_ODN19	QE0199_CS080414_ODN19	Homo sapiens	Dental plaque	not applicable	not available	Direct_evidence_of_milk_consumption_from_ancient_human_dental_calculus_central_Europe	Dental plaque	Dental plaque	not available	not available	not available	not available	1	QE0199_CS080414_ODN19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	QE0199_CS080414_ODN19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
QE0199_CS080414_ODN207	QE0199_CS080414_ODN207	Homo sapiens	Dental plaque	not applicable	not available	Direct_evidence_of_milk_consumption_from_ancient_human_dental_calculus_central_Europe	Dental plaque	Dental plaque	not available	not available	not available	not available	1	QE0199_CS080414_ODN207	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	QE0199_CS080414_ODN207.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
QE0199_CS080414_ODN271	QE0199_CS080414_ODN271	Homo sapiens	Dental plaque	not applicable	not available	Direct_evidence_of_milk_consumption_from_ancient_human_dental_calculus_central_Europe	Dental plaque	Dental plaque	not available	not available	not available	not available	1	QE0199_CS080414_ODN271	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	QE0199_CS080414_ODN271.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
QE0199_CS080414_ODN361	QE0199_CS080414_ODN361	Homo sapiens	Dental plaque	not applicable	not available	Direct_evidence_of_milk_consumption_from_ancient_human_dental_calculus_central_Europe	Dental plaque	Dental plaque	not available	not available	not available	not available	1	QE0199_CS080414_ODN361	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	QE0199_CS080414_ODN361.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
QE0199_CS080414_ODN424	QE0199_CS080414_ODN424	Homo sapiens	Dental plaque	not applicable	not available	Direct_evidence_of_milk_consumption_from_ancient_human_dental_calculus_central_Europe	Dental plaque	Dental plaque	not available	not available	not available	not available	1	QE0199_CS080414_ODN424	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	QE0199_CS080414_ODN424.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
QE0199_CS080414_ODN458	QE0199_CS080414_ODN458	Homo sapiens	Dental plaque	not applicable	not available	Direct_evidence_of_milk_consumption_from_ancient_human_dental_calculus_central_Europe	Dental plaque	Dental plaque	not available	not available	not available	not available	1	QE0199_CS080414_ODN458	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	QE0199_CS080414_ODN458.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
QE0199_CS080414_ODN98	QE0199_CS080414_ODN98	Homo sapiens	Dental plaque	not applicable	not available	Direct_evidence_of_milk_consumption_from_ancient_human_dental_calculus_central_Europe	Dental plaque	Dental plaque	not available	not available	not available	not available	1	QE0199_CS080414_ODN98	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	QE0199_CS080414_ODN98.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
QE0199_CS080414_SCR227	QE0199_CS080414_SCR227	Homo sapiens	Dental plaque	not applicable	not available	Direct_evidence_of_milk_consumption_from_ancient_human_dental_calculus_central_Europe	Dental plaque	Dental plaque	not available	not available	not available	not available	1	QE0199_CS080414_SCR227	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	QE0199_CS080414_SCR227.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
QE0199_CS080414_SCR227_F122816.dat	QE0199_CS080414_SCR227_F122816.dat	Homo sapiens	Dental plaque	not applicable	not available	Direct_evidence_of_milk_consumption_from_ancient_human_dental_calculus_central_Europe	Dental plaque	Dental plaque	not available	not available	not available	not available	1	QE0199_CS080414_SCR227_F122816.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	QE0199_CS080414_SCR227_F122816.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
QE0199_CS080414_SCR250	QE0199_CS080414_SCR250	Homo sapiens	Dental plaque	not applicable	not available	Direct_evidence_of_milk_consumption_from_ancient_human_dental_calculus_central_Europe	Dental plaque	Dental plaque	not available	not available	not available	not available	1	QE0199_CS080414_SCR250	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	QE0199_CS080414_SCR250.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
QE0199_CS080414_SCR250_F122821.dat	QE0199_CS080414_SCR250_F122821.dat	Homo sapiens	Dental plaque	not applicable	not available	Direct_evidence_of_milk_consumption_from_ancient_human_dental_calculus_central_Europe	Dental plaque	Dental plaque	not available	not available	not available	not available	1	QE0199_CS080414_SCR250_F122821.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	QE0199_CS080414_SCR250_F122821.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
QE0199_CS080414_SCR264	QE0199_CS080414_SCR264	Homo sapiens	Dental plaque	not applicable	not available	Direct_evidence_of_milk_consumption_from_ancient_human_dental_calculus_central_Europe	Dental plaque	Dental plaque	not available	not available	not available	not available	1	QE0199_CS080414_SCR264	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	QE0199_CS080414_SCR264.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
QE0199_CS080414_SCR264_F122831.dat	QE0199_CS080414_SCR264_F122831.dat	Homo sapiens	Dental plaque	not applicable	not available	Direct_evidence_of_milk_consumption_from_ancient_human_dental_calculus_central_Europe	Dental plaque	Dental plaque	not available	not available	not available	not available	1	QE0199_CS080414_SCR264_F122831.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	QE0199_CS080414_SCR264_F122831.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
QE0199_CS080414_SCR323	QE0199_CS080414_SCR323	Homo sapiens	Dental plaque	not applicable	not available	Direct_evidence_of_milk_consumption_from_ancient_human_dental_calculus_central_Europe	Dental plaque	Dental plaque	not available	not available	not available	not available	1	QE0199_CS080414_SCR323	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	QE0199_CS080414_SCR323.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
QE0199_CS080414_SCR323_F122846.dat	QE0199_CS080414_SCR323_F122846.dat	Homo sapiens	Dental plaque	not applicable	not available	Direct_evidence_of_milk_consumption_from_ancient_human_dental_calculus_central_Europe	Dental plaque	Dental plaque	not available	not available	not available	not available	1	QE0199_CS080414_SCR323_F122846.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	QE0199_CS080414_SCR323_F122846.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
QE0199_CS080414_SCR5028	QE0199_CS080414_SCR5028	Homo sapiens	Dental plaque	not applicable	not available	Direct_evidence_of_milk_consumption_from_ancient_human_dental_calculus_central_Europe	Dental plaque	Dental plaque	not available	not available	not available	not available	1	QE0199_CS080414_SCR5028	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	QE0199_CS080414_SCR5028.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
QE0199_CS080414_SCR5028_F122911.dat	QE0199_CS080414_SCR5028_F122911.dat	Homo sapiens	Dental plaque	not applicable	not available	Direct_evidence_of_milk_consumption_from_ancient_human_dental_calculus_central_Europe	Dental plaque	Dental plaque	not available	not available	not available	not available	1	QE0199_CS080414_SCR5028_F122911.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	QE0199_CS080414_SCR5028_F122911.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
QE0199_CS080414_SCR5042	QE0199_CS080414_SCR5042	Homo sapiens	Dental plaque	not applicable	not available	Direct_evidence_of_milk_consumption_from_ancient_human_dental_calculus_central_Europe	Dental plaque	Dental plaque	not available	not available	not available	not available	1	QE0199_CS080414_SCR5042	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	QE0199_CS080414_SCR5042.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
