source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[geographic location]
Harnaschpolder_2023-12-12_rep1	Harnaschpolder_2023-12-12_rep1	NT=wastewater metagenome;AC=NCBITaxon:527639	not applicable	not applicable	not applicable	not available	NT=waste water;AC=ENVO:00002001	NT=Harnaschpolder;AC=GAZ:00326385 (Netherlands)	2023-12-12	WWTP influent grab/composite; B-PER/TEAB lysis; TCA precipitation; FASP trypsin digest	1	MP_CT17052024_HP_12_12_1_120mins_DDA01	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	20 ppm	0.02 Da	1	1	MP_CT17052024_HP_12_12_1_120mins_DDA01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	NT=Harnaschpolder;AC=GAZ:00326385 (Netherlands)
Harnaschpolder_2023-12-12_rep1	Harnaschpolder_2023-12-12_rep1	NT=wastewater metagenome;AC=NCBITaxon:527639	not applicable	not applicable	not applicable	not available	NT=waste water;AC=ENVO:00002001	NT=Harnaschpolder;AC=GAZ:00326385 (Netherlands)	2023-12-12	WWTP influent grab/composite; B-PER/TEAB lysis; TCA precipitation; FASP trypsin digest	1	MP_CT17052024_HP_12_12_1_120mins_DDA02	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	20 ppm	0.02 Da	1	2	MP_CT17052024_HP_12_12_1_120mins_DDA02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	NT=Harnaschpolder;AC=GAZ:00326385 (Netherlands)
Harnaschpolder_2023-12-12_rep2	Harnaschpolder_2023-12-12_rep2	NT=wastewater metagenome;AC=NCBITaxon:527639	not applicable	not applicable	not applicable	not available	NT=waste water;AC=ENVO:00002001	NT=Harnaschpolder;AC=GAZ:00326385 (Netherlands)	2023-12-12	WWTP influent grab/composite; B-PER/TEAB lysis; TCA precipitation; FASP trypsin digest	2	MP_CT17052024_HP_12_12_2_120mins_DDA01	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	20 ppm	0.02 Da	1	1	MP_CT17052024_HP_12_12_2_120mins_DDA01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	NT=Harnaschpolder;AC=GAZ:00326385 (Netherlands)
Harnaschpolder_2023-12-12_rep2	Harnaschpolder_2023-12-12_rep2	NT=wastewater metagenome;AC=NCBITaxon:527639	not applicable	not applicable	not applicable	not available	NT=waste water;AC=ENVO:00002001	NT=Harnaschpolder;AC=GAZ:00326385 (Netherlands)	2023-12-12	WWTP influent grab/composite; B-PER/TEAB lysis; TCA precipitation; FASP trypsin digest	2	MP_CT17052024_HP_12_12_2_120mins_DDA02	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	20 ppm	0.02 Da	1	2	MP_CT17052024_HP_12_12_2_120mins_DDA02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	NT=Harnaschpolder;AC=GAZ:00326385 (Netherlands)
Harnaschpolder_2024-02-20_rep1	Harnaschpolder_2024-02-20_rep1	NT=wastewater metagenome;AC=NCBITaxon:527639	not applicable	not applicable	not applicable	not available	NT=waste water;AC=ENVO:00002001	NT=Harnaschpolder;AC=GAZ:00326385 (Netherlands)	2024-02-20	WWTP influent grab/composite; B-PER/TEAB lysis; TCA precipitation; FASP trypsin digest	1	MP_CT17052024_HP_20_02_1_120mins_DDA01	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	20 ppm	0.02 Da	1	1	MP_CT17052024_HP_20_02_1_120mins_DDA01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	NT=Harnaschpolder;AC=GAZ:00326385 (Netherlands)
Harnaschpolder_2024-02-20_rep1	Harnaschpolder_2024-02-20_rep1	NT=wastewater metagenome;AC=NCBITaxon:527639	not applicable	not applicable	not applicable	not available	NT=waste water;AC=ENVO:00002001	NT=Harnaschpolder;AC=GAZ:00326385 (Netherlands)	2024-02-20	WWTP influent grab/composite; B-PER/TEAB lysis; TCA precipitation; FASP trypsin digest	1	MP_CT17052024_HP_20_02_1_120mins_DDA02	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	20 ppm	0.02 Da	1	2	MP_CT17052024_HP_20_02_1_120mins_DDA02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	NT=Harnaschpolder;AC=GAZ:00326385 (Netherlands)
Harnaschpolder_2024-02-20_rep2	Harnaschpolder_2024-02-20_rep2	NT=wastewater metagenome;AC=NCBITaxon:527639	not applicable	not applicable	not applicable	not available	NT=waste water;AC=ENVO:00002001	NT=Harnaschpolder;AC=GAZ:00326385 (Netherlands)	2024-02-20	WWTP influent grab/composite; B-PER/TEAB lysis; TCA precipitation; FASP trypsin digest	2	MP_CT17052024_HP_20_02_2_120mins_DDA01	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	20 ppm	0.02 Da	1	1	MP_CT17052024_HP_20_02_2_120mins_DDA01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	NT=Harnaschpolder;AC=GAZ:00326385 (Netherlands)
Harnaschpolder_2024-02-20_rep2	Harnaschpolder_2024-02-20_rep2	NT=wastewater metagenome;AC=NCBITaxon:527639	not applicable	not applicable	not applicable	not available	NT=waste water;AC=ENVO:00002001	NT=Harnaschpolder;AC=GAZ:00326385 (Netherlands)	2024-02-20	WWTP influent grab/composite; B-PER/TEAB lysis; TCA precipitation; FASP trypsin digest	2	MP_CT17052024_HP_20_02_2_120mins_DDA02	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	20 ppm	0.02 Da	1	2	MP_CT17052024_HP_20_02_2_120mins_DDA02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	NT=Harnaschpolder;AC=GAZ:00326385 (Netherlands)
Harnaschpolder_2024-01-24_rep1	Harnaschpolder_2024-01-24_rep1	NT=wastewater metagenome;AC=NCBITaxon:527639	not applicable	not applicable	not applicable	not available	NT=waste water;AC=ENVO:00002001	NT=Harnaschpolder;AC=GAZ:00326385 (Netherlands)	2024-01-24	WWTP influent grab/composite; B-PER/TEAB lysis; TCA precipitation; FASP trypsin digest	1	MP_CT17052024_HP_24_01_1_120mins_DDA01	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	20 ppm	0.02 Da	1	1	MP_CT17052024_HP_24_01_1_120mins_DDA01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	NT=Harnaschpolder;AC=GAZ:00326385 (Netherlands)
Harnaschpolder_2024-01-24_rep1	Harnaschpolder_2024-01-24_rep1	NT=wastewater metagenome;AC=NCBITaxon:527639	not applicable	not applicable	not applicable	not available	NT=waste water;AC=ENVO:00002001	NT=Harnaschpolder;AC=GAZ:00326385 (Netherlands)	2024-01-24	WWTP influent grab/composite; B-PER/TEAB lysis; TCA precipitation; FASP trypsin digest	1	MP_CT17052024_HP_24_01_1_120mins_DDA02	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	20 ppm	0.02 Da	1	2	MP_CT17052024_HP_24_01_1_120mins_DDA02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	NT=Harnaschpolder;AC=GAZ:00326385 (Netherlands)
