source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[treatment]	characteristics[strain]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]
wevan_I171028_Run212_BXD68_HF_ET1071	Mus musculus	Liver	normal	1	high fat diet	BXD68	wevan_I171028_Run212_BXD68_HF_ET1071	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171028_Run212_BXD68_HF_ET1071.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171028_Run213_BXD69_HF_ET1087	Mus musculus	Liver	normal	1	high fat diet	BXD69	wevan_I171028_Run213_BXD69_HF_ET1087	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171028_Run213_BXD69_HF_ET1087.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171028_Run214_BXD100_HF_ET1193	Mus musculus	Liver	normal	2	high fat diet	BXD100	wevan_I171028_Run214_BXD100_HF_ET1193	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171028_Run214_BXD100_HF_ET1193.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171028_Run215_BXD100_HF_ET1187	Mus musculus	Liver	normal	3	high fat diet	BXD100	wevan_I171028_Run215_BXD100_HF_ET1187	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171028_Run215_BXD100_HF_ET1187.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171028_Run216_BXD102_CD_ET1363	Mus musculus	Liver	normal	5	control diet	BXD102	wevan_I171028_Run216_BXD102_CD_ET1363	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171028_Run216_BXD102_CD_ET1363.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171028_Run217_BXD9_CD_ET1006	Mus musculus	Liver	normal	3	control diet	BXD9	wevan_I171028_Run217_BXD9_CD_ET1006	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171028_Run217_BXD9_CD_ET1006.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171028_Run218_BXD68_CD_ET1080	Mus musculus	Liver	normal	3	control diet	BXD68	wevan_I171028_Run218_BXD68_CD_ET1080	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171028_Run218_BXD68_CD_ET1080.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171028_Run219_BXD68_HF_ET1082	Mus musculus	Liver	normal	2	high fat diet	BXD68	wevan_I171028_Run219_BXD68_HF_ET1082	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171028_Run219_BXD68_HF_ET1082.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171028_Run220_BXD13_CD_ET1333	Mus musculus	Liver	normal	1	control diet	BXD13	wevan_I171028_Run220_BXD13_CD_ET1333	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171028_Run220_BXD13_CD_ET1333.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171028_Run221_BXD73b_CD_ET184	Mus musculus	Liver	normal	4	control diet	BXD73b	wevan_I171028_Run221_BXD73b_CD_ET184	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171028_Run221_BXD73b_CD_ET184.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171028_Run222_BXD73b_HF_ET183	Mus musculus	Liver	normal	4	high fat diet	BXD73b	wevan_I171028_Run222_BXD73b_HF_ET183	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171028_Run222_BXD73b_HF_ET183.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171028_Run223_BXD100_CD_ET1190	Mus musculus	Liver	normal	5	control diet	BXD100	wevan_I171028_Run223_BXD100_CD_ET1190	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171028_Run223_BXD100_CD_ET1190.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171028_Run224_BXD100_CD_ET1240	Mus musculus	Liver	normal	6	control diet	BXD100	wevan_I171028_Run224_BXD100_CD_ET1240	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171028_Run224_BXD100_CD_ET1240.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171028_Run225_BXD79_HF_ET1428	Mus musculus	Liver	normal	1	high fat diet	BXD79	wevan_I171028_Run225_BXD79_HF_ET1428	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171028_Run225_BXD79_HF_ET1428.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171028_Run226_BXD79_CD_ET1555	Mus musculus	Liver	normal	2	control diet	BXD79	wevan_I171028_Run226_BXD79_CD_ET1555	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171028_Run226_BXD79_CD_ET1555.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171028_Run227_BXD66_CD_ET1558	Mus musculus	Liver	normal	1	control diet	BXD66	wevan_I171028_Run227_BXD66_CD_ET1558	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171028_Run227_BXD66_CD_ET1558.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171028_Run228_BXD69_HF_ET1328	Mus musculus	Liver	normal	2	high fat diet	BXD69	wevan_I171028_Run228_BXD69_HF_ET1328	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171028_Run228_BXD69_HF_ET1328.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171101_Run229_BXD98_CD_ET1524	Mus musculus	Liver	normal	7	control diet	BXD98	wevan_I171101_Run229_BXD98_CD_ET1524	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171101_Run229_BXD98_CD_ET1524.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171101_Run230_BXD65_CD_ET2098	Mus musculus	Liver	normal	3	control diet	BXD65	wevan_I171101_Run230_BXD65_CD_ET2098	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171101_Run230_BXD65_CD_ET2098.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171101_Run231_BXD68_CD_ET1899	Mus musculus	Liver	normal	4	control diet	BXD68	wevan_I171101_Run231_BXD68_CD_ET1899	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171101_Run231_BXD68_CD_ET1899.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171101_Run232_BXD66_CD_ET2128	Mus musculus	Liver	normal	2	control diet	BXD66	wevan_I171101_Run232_BXD66_CD_ET2128	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171101_Run232_BXD66_CD_ET2128.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171101_Run233_BXD69_CD_ET2142	Mus musculus	Liver	normal	2	control diet	BXD69	wevan_I171101_Run233_BXD69_CD_ET2142	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171101_Run233_BXD69_CD_ET2142.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171101_Run234_BXD60_CD_ET235	Mus musculus	Liver	normal	2	control diet	BXD60	wevan_I171101_Run234_BXD60_CD_ET235	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171101_Run234_BXD60_CD_ET235.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171101_Run235_BXD66_CD_ET224	Mus musculus	Liver	normal	3	control diet	BXD66	wevan_I171101_Run235_BXD66_CD_ET224	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171101_Run235_BXD66_CD_ET224.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171101_Run236_BXD102_CD_ET229	Mus musculus	Liver	normal	6	control diet	BXD102	wevan_I171101_Run236_BXD102_CD_ET229	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171101_Run236_BXD102_CD_ET229.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171101_Run237_BXD73b_CD_ET267	Mus musculus	Liver	normal	5	control diet	BXD73b	wevan_I171101_Run237_BXD73b_CD_ET267	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171101_Run237_BXD73b_CD_ET267.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171101_Run238_BXD60_CD_ET171	Mus musculus	Liver	normal	3	control diet	BXD60	wevan_I171101_Run238_BXD60_CD_ET171	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171101_Run238_BXD60_CD_ET171.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171101_Run239_BXD69_HF_ET574	Mus musculus	Liver	normal	3	high fat diet	BXD69	wevan_I171101_Run239_BXD69_HF_ET574	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171101_Run239_BXD69_HF_ET574.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171101_Run241_BXD84_HF_ET559	Mus musculus	Liver	normal	1	high fat diet	BXD84	wevan_I171101_Run241_BXD84_HF_ET559	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171101_Run241_BXD84_HF_ET559.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171101_Run242_BXD69_CD_ET591	Mus musculus	Liver	normal	3	control diet	BXD69	wevan_I171101_Run242_BXD69_CD_ET591	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171101_Run242_BXD69_CD_ET591.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171101_Run243_BXD79_HF_ET583	Mus musculus	Liver	normal	2	high fat diet	BXD79	wevan_I171101_Run243_BXD79_HF_ET583	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171101_Run243_BXD79_HF_ET583.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171101_Run244_C57BL6J_CD_ET691	Mus musculus	Liver	normal	5	control diet	C57BL6J	wevan_I171101_Run244_C57BL6J_CD_ET691	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171101_Run244_C57BL6J_CD_ET691.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171101_Run245_BXD91_CD_ET883	Mus musculus	Liver	normal	1	control diet	BXD91	wevan_I171101_Run245_BXD91_CD_ET883	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171101_Run245_BXD91_CD_ET883.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171101_Run246_BXD91_HF_ET881	Mus musculus	Liver	normal	1	high fat diet	BXD91	wevan_I171101_Run246_BXD91_HF_ET881	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171101_Run246_BXD91_HF_ET881.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171101_Run247_BXD65_CD_ET807	Mus musculus	Liver	normal	4	control diet	BXD65	wevan_I171101_Run247_BXD65_CD_ET807	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171101_Run247_BXD65_CD_ET807.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171101_Run248_BXD9_CD_ET365	Mus musculus	Liver	normal	4	control diet	BXD9	wevan_I171101_Run248_BXD9_CD_ET365	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171101_Run248_BXD9_CD_ET365.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171101_Run249_BXD48_CD_ET4	Mus musculus	Liver	normal	3	control diet	BXD48	wevan_I171101_Run249_BXD48_CD_ET4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171101_Run249_BXD48_CD_ET4.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171101_Run250_BXD98_CD_ET1524	Mus musculus	Liver	normal	8	control diet	BXD98	wevan_I171101_Run250_BXD98_CD_ET1524	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171101_Run250_BXD98_CD_ET1524.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171104_Run251_BXD98_CD_ET1524	Mus musculus	Liver	normal	9	control diet	BXD98	wevan_I171104_Run251_BXD98_CD_ET1524	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171104_Run251_BXD98_CD_ET1524.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171104_Run252_BXD91_CD_ET883	Mus musculus	Liver	normal	2	control diet	BXD91	wevan_I171104_Run252_BXD91_CD_ET883	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171104_Run252_BXD91_CD_ET883.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171104_Run253_BXD91_HF_ET881	Mus musculus	Liver	normal	2	high fat diet	BXD91	wevan_I171104_Run253_BXD91_HF_ET881	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171104_Run253_BXD91_HF_ET881.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171104_Run254_BXD65_CD_ET807	Mus musculus	Liver	normal	5	control diet	BXD65	wevan_I171104_Run254_BXD65_CD_ET807	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171104_Run254_BXD65_CD_ET807.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171104_Run255_BXD9_CD_ET365	Mus musculus	Liver	normal	5	control diet	BXD9	wevan_I171104_Run255_BXD9_CD_ET365	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171104_Run255_BXD9_CD_ET365.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171104_Run256_BXD48_CD_ET4	Mus musculus	Liver	normal	4	control diet	BXD48	wevan_I171104_Run256_BXD48_CD_ET4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171104_Run256_BXD48_CD_ET4.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171104_Run257_BXD87_CD_ET550	Mus musculus	Liver	normal	2	control diet	BXD87	wevan_I171104_Run257_BXD87_CD_ET550	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171104_Run257_BXD87_CD_ET550.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171104_Run258_BXD48_HF_ET1062	Mus musculus	Liver	normal	3	high fat diet	BXD48	wevan_I171104_Run258_BXD48_HF_ET1062	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171104_Run258_BXD48_HF_ET1062.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171104_Run260_BXD64_CD_ET1204	Mus musculus	Liver	normal	2	control diet	BXD64	wevan_I171104_Run260_BXD64_CD_ET1204	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171104_Run260_BXD64_CD_ET1204.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171104_Run261_DBA2J_HF_ET1144	Mus musculus	Liver	normal	6	high fat diet	DBA2J	wevan_I171104_Run261_DBA2J_HF_ET1144	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171104_Run261_DBA2J_HF_ET1144.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171104_Run262_BXD64_HF_ET1200	Mus musculus	Liver	normal	1	high fat diet	BXD64	wevan_I171104_Run262_BXD64_HF_ET1200	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171104_Run262_BXD64_HF_ET1200.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171104_Run263_BXD87_HF_ET243	Mus musculus	Liver	normal	2	high fat diet	BXD87	wevan_I171104_Run263_BXD87_HF_ET243	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171104_Run263_BXD87_HF_ET243.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
