source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[FILL]
20161212_BenSchulz_Loan_Pit_IDA_46	Bos indicus	Hypophysis	FILL:disease	FILL:biological replicate	20161212_BenSchulz_Loan_Pit_IDA_46	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	20161212_BenSchulz_Loan_Pit_IDA_46.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20161212_BenSchulz_Loan_Pit_IDA_56	Bos indicus	Hypophysis	FILL:disease	FILL:biological replicate	20161212_BenSchulz_Loan_Pit_IDA_56	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	20161212_BenSchulz_Loan_Pit_IDA_56.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20161212_BenSchulz_Loan_Pit_SWATH_P46	Bos indicus	Hypophysis	FILL:disease	FILL:biological replicate	20161212_BenSchulz_Loan_Pit_SWATH_P46	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	20161212_BenSchulz_Loan_Pit_SWATH_P46.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20161212_BenSchulz_Loan_Pit_SWATH_P47	Bos indicus	Hypophysis	FILL:disease	FILL:biological replicate	20161212_BenSchulz_Loan_Pit_SWATH_P47	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	20161212_BenSchulz_Loan_Pit_SWATH_P47.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20161212_BenSchulz_Loan_Pit_SWATH_P48	Bos indicus	Hypophysis	FILL:disease	FILL:biological replicate	20161212_BenSchulz_Loan_Pit_SWATH_P48	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	20161212_BenSchulz_Loan_Pit_SWATH_P48.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20161212_BenSchulz_Loan_Pit_SWATH_P49v2	Bos indicus	Hypophysis	FILL:disease	FILL:biological replicate	20161212_BenSchulz_Loan_Pit_SWATH_P49v2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	20161212_BenSchulz_Loan_Pit_SWATH_P49v2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20161212_BenSchulz_Loan_Pit_SWATH_P54	Bos indicus	Hypophysis	FILL:disease	FILL:biological replicate	20161212_BenSchulz_Loan_Pit_SWATH_P54	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	20161212_BenSchulz_Loan_Pit_SWATH_P54.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20161212_BenSchulz_Loan_Pit_SWATH_P55	Bos indicus	Hypophysis	FILL:disease	FILL:biological replicate	20161212_BenSchulz_Loan_Pit_SWATH_P55	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	20161212_BenSchulz_Loan_Pit_SWATH_P55.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20161212_BenSchulz_Loan_Pit_SWATH_P56	Bos indicus	Hypophysis	FILL:disease	FILL:biological replicate	20161212_BenSchulz_Loan_Pit_SWATH_P56	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	20161212_BenSchulz_Loan_Pit_SWATH_P56.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20161212_BenSchulz_Loan_Pit_SWATH_P57v2	Bos indicus	Hypophysis	FILL:disease	FILL:biological replicate	20161212_BenSchulz_Loan_Pit_SWATH_P57v2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	FILL:cleavage agent details	1	1	20161212_BenSchulz_Loan_Pit_SWATH_P57v2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
