source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
UF3	UF3	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	UF3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UF3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
UF4	UF4	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	UF4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UF4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
UF5	UF5	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	UF5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UF5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
UF6	UF6	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	UF6	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UF6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
UF7	UF7	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	UF7	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UF7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
UF8	UF8	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	UF8	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UF8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
WithoutPretreatment1	WithoutPretreatment1	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	WithoutPretreatment1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	WithoutPretreatment1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
WithoutPretreatment2	WithoutPretreatment2	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	WithoutPretreatment2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	WithoutPretreatment2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
WithoutPretreatment3	WithoutPretreatment3	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	WithoutPretreatment3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	WithoutPretreatment3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
WithPretreatment1	WithPretreatment1	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	WithPretreatment1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	WithPretreatment1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
WithPretreatment2	WithPretreatment2	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	WithPretreatment2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	WithPretreatment2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
WithPretreatment3	WithPretreatment3	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	WithPretreatment3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	WithPretreatment3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
