accession	verdict	suggested_organism_part	suggested_cell_type	reason	organism_group	repo_source	fetch_status	repo_organism_parts	repo_organisms	text_tissue_hints	sdrf_organism_part	sdrf_organism	sdrf_cell_type	title	pubmed	repo_url
PXD056652	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli		not available	Escherichia coli	not available	Determining TCR Binding Orientation and Peptide-HLA Interac-tions Using Cross-Linking Mass Spectrometry	40154610	https://www.ebi.ac.uk/pride/archive/projects/PXD056652
PXD056732	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli o107		not applicable	Escherichia coli o107	not applicable	Proteomic response of Escherichia coli to polyionene 6,6	40886534	https://www.ebi.ac.uk/pride/archive/projects/PXD056732
PXD056755	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Cryptococcus neoformans var. grubii serotype a (strain h99 / atcc 208821 / cbs 10515 / fgsc 9487) (filobasidiella neoformans var. grubii)		not available	Cryptococcus neoformans		Temporal and thermal optimization of trypsin digestion for the cryptococcal proteome		https://www.ebi.ac.uk/pride/archive/projects/PXD056755
PXD056761	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Cryptococcus neoformans var. grubii serotype a (strain h99 / atcc 208821 / cbs 10515 / fgsc 9487) (filobasidiella neoformans var. grubii)		not available	Cryptococcus neoformans		Proteome profiling of virulence-associated CipC from Cryptococcus neoformans		https://www.ebi.ac.uk/pride/archive/projects/PXD056761
PXD056910	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli		not available	Escherichia coli	not available	ABRF iPRG 2023 crosslinking study - Kojak COMPLETE results		https://www.ebi.ac.uk/pride/archive/projects/PXD056910
PXD056915	stay_not_applicable_culture		Cell culture	repository organism part is cell culture, not anatomy	host_plus_microbe	PRIDE	ok	Cell culture|BTO:0000214; cell culture|BTO:0000214	Escherichia coli; Homo sapiens (human)		not applicable	Escherichia coli; Homo sapiens	not applicable	PeptideForest: Semi-supervised machine learning integrating multiple search engines for peptide identification	39840643	https://www.ebi.ac.uk/pride/archive/projects/PXD056915
PXD056917	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		BRD4-mediated epigenetic regulation of endoplasmic reticulum-mitochondria contact sites is governed by the mitochondrial complex III	41690300	https://www.ebi.ac.uk/pride/archive/projects/PXD056917
PXD056930	recoverable_organism_part	feces		structured organism part in repository metadata	host_plus_microbe	PRIDE	ok	Feces|BTO:0000440; feces|BTO:0000440	Human gut metagenome		not applicable	human gut metagenome; not applicable		Systematic Metaproteomic Mapping of Ex vivo Gut Microbiota Functional Responses to Therapeutic Drugs (2)		https://www.ebi.ac.uk/pride/archive/projects/PXD056930
PXD056937	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae; Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Global protein dephosphorylation patterns alter the performances of microbial cell factories		https://www.ebi.ac.uk/pride/archive/projects/PXD056937
PXD056940	possible_from_text	blood; blood plasma; cerebrospinal		no structured organism part; title/description/keywords mention tissue	multicellular	PRIDE	ok		Homo sapiens (human)	blood; plasma; cerebrospinal	not available	Homo sapiens		Structural analysis of human Clusterin/ApoJ, part 2		https://www.ebi.ac.uk/pride/archive/projects/PXD056940
PXD056946	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		The dual life of disordered lysine-rich domains of snoRNPs in rRNA modification and nucleolar compaction		https://www.ebi.ac.uk/pride/archive/projects/PXD056946
PXD056947	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Interaction of genetic variants activates latent metabolic pathways in yeast		https://www.ebi.ac.uk/pride/archive/projects/PXD056947
PXD056949	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli; Bacteria		not applicable	Escherichia coli	not applicable	NHS esters are non-innocent protein acylating reagents	40593482	https://www.ebi.ac.uk/pride/archive/projects/PXD056949
PXD056955	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli		not available	Escherichia coli	not available	NHS esters are non-innocent protein acylating reagents	40593482	https://www.ebi.ac.uk/pride/archive/projects/PXD056955
PXD056982	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Candida albicans 23r		not available	Candida albicans 23r		C.albicans LC-MSMS  lysine lactylated		https://www.ebi.ac.uk/pride/archive/projects/PXD056982
PXD057021	stay_not_applicable_culture		Cell culture	repository organism part is cell culture, not anatomy	microbe_or_unicellular	PRIDE	ok	Cell culture|BTO:0000214; cell culture|BTO:0000214	Clostridium pasteurianum dsm 525 = atcc 6013; Rhodopseudomonas palustris		not available	Clostridium pasteurianum	not available	Proteomic analysis of natural photoheterotrophic mixed consortium for biohydrogen production under nongrowing conditions		https://www.ebi.ac.uk/pride/archive/projects/PXD057021
PXD057056	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Rattus rattus (black rat); Homo sapiens (human)		not available	Rattus rattus	not applicable	Bone adhered sediments as a source of target and environmental DNA and proteins	40856172	https://www.ebi.ac.uk/pride/archive/projects/PXD057056
PXD057059	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		Proteomic analysis of SPSB1 interactome	42303814	https://www.ebi.ac.uk/pride/archive/projects/PXD057059
PXD057066	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Bacteria; Staphylococcus aureus		not applicable	Staphylococcus aureus	not applicable	Bacterial Superoxide Dismutase variants, metal-loaded or apo - structural dynamics study	40105417	https://www.ebi.ac.uk/pride/archive/projects/PXD057066
PXD057071	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae; Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Betulinic acid production with engienered Scerevisiae CENPK BA6	39696809	https://www.ebi.ac.uk/pride/archive/projects/PXD057071
PXD057081	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Porphyromonas gingivalis atcc 33277; Bacteria		Not available	Porphyromonas gingivalis atcc 33277		Hemin- and temperature-dependent proteome alteration of Porphyromonas gingivalis		https://www.ebi.ac.uk/pride/archive/projects/PXD057081
PXD057093	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Porphyromonas gingivalis atcc 33277; Bacteria		not applicable	Porphyromonas gingivalis ATCC 33277	not applicable	Hemin- and temperature-dependent proteome alteration of Porphyromonas gingivalis - DIA		https://www.ebi.ac.uk/pride/archive/projects/PXD057093
PXD057166	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Cleaved Ycf1p mass spectrometry analysis	39550367	https://www.ebi.ac.uk/pride/archive/projects/PXD057166
PXD057186	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		SMAD nucleocytoplasmic shuttling relies on nucleoporin RanBP2 and VIM-AS1 long non-coding RNA during TGF-β signaling	41556346	https://www.ebi.ac.uk/pride/archive/projects/PXD057186
PXD057187	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Mass spectrometry analysis of cleaved Ycf1p in the monomeric and dimeric states	39550367	https://www.ebi.ac.uk/pride/archive/projects/PXD057187
PXD057220	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Candidatus accumulibacter phosphatis		not available	Candidatus accumulibacter phosphatis	not applicable	Metaproteomic profiling of a granule-forming Ca. Accumulibacter enrichment		https://www.ebi.ac.uk/pride/archive/projects/PXD057220
PXD057248	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae; Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Increase in harmful R-loops associates with different alterations in mRNP composition		https://www.ebi.ac.uk/pride/archive/projects/PXD057248
PXD057299	possible_from_text	pancreatic; pancreas		no structured organism part; title/description/keywords mention tissue	multicellular	PRIDE	ok		Homo sapiens (human)	pancreatic; pancreas	not available	Homo sapiens		Proteomic profiling of pancreatic cyst fluid in patients with pancreatic cystic lesions identifies novel biomarkers of pancreatic cancer risk	39747972	https://www.ebi.ac.uk/pride/archive/projects/PXD057299
PXD057316	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Phosphorylation of HP1/Swi6 tunes chromatin a¬ffinity and relieves inhibition on Suv39/Clr4 H3K9 trimethyl spreading.	41385327	https://www.ebi.ac.uk/pride/archive/projects/PXD057316
PXD057324	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		Human LC-MS (ITCH-Mediated Golgi Fragmentation Drives Proteotoxicity in Neurodegeneration)		https://www.ebi.ac.uk/pride/archive/projects/PXD057324
PXD057404	map_to_cell_type		Permanent cell line cell	repository organism part is a cell type (CL/BTO cell)	multicellular	PRIDE	ok	Permanent cell line cell|CL:0000002; permanent cell line cell|CL:0000002	Homo sapiens (human)		not applicable	homo sapiens	not applicable	RAB GTPase proximity interactome	41315592	https://www.ebi.ac.uk/pride/archive/projects/PXD057404
PXD057447	stay_not_available			repository has no organism part and no tissue wording in title/description	host_plus_microbe	PRIDE	ok		Escherichia coli; Homo sapiens (human)		not applicable	Homo sapiens	HeLa cells	Elimination of intracellular microbes using combination therapy and unveiling survival mechanism of host cells upon Microbial Invasion	39986398	https://www.ebi.ac.uk/pride/archive/projects/PXD057447
PXD057575	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Delayed protein translocation protects mitochondria against toxic CAT-tailed proteins	41171095	https://www.ebi.ac.uk/pride/archive/projects/PXD057575
PXD057579	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		Development of a New N-Terminomic Method to Study the Pathodegradome of the Staphylococcus aureus V8 Protease in Human Neutrophils		https://www.ebi.ac.uk/pride/archive/projects/PXD057579
PXD057673	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Bacteria; Mycobacterium abscessus (strain atcc 19977 / dsm 44196 / cip 104536 / jcm 13569 / nctc 13031 / tmc 1543)		not applicable	Mycobacteroides abscessus	not applicable	Mycobacterium abscessus cultured in SCFM with heme treatment.		https://www.ebi.ac.uk/pride/archive/projects/PXD057673
PXD057683	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli		not available	Escherichia coli	not available	Antibodies disrupt bacterial adhesion by ligand mimicry and allostery		https://www.ebi.ac.uk/pride/archive/projects/PXD057683
PXD057726	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Bacteria; Pseudomonas aeruginosa pao1h2o		not applicable	Pseudomonas aeruginosa pao1h2o	not applicable	Standardization of in vitro method of Biofilm formation by Clinical Isolates of Pseudomonas aeruginosa and elucidating its Biofilm-specific Proteins through LC-Orbitrap HRMS-based Peptidomics	42136485	https://www.ebi.ac.uk/pride/archive/projects/PXD057726
