source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Mouse_1_CC	Mouse_1_CC	Mouse gut metagenome	Intestine	not applicable	not available	Mouse_caecum_vs_faeces_-_Metaproteogenomics_Reveals_Taxonomic_and_Functional_Changes_between_Cecal_and_Fecal_Microbiota_in_Mouse	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Intestine	not available	1	Mouse_1_CC	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Mouse_1_CC.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Intestine
Mouse_1_CC_metagenomic_database.msf	Mouse_1_CC_metagenomic_database.msf	Mouse gut metagenome	Intestine	not applicable	not available	Mouse_caecum_vs_faeces_-_Metaproteogenomics_Reveals_Taxonomic_and_Functional_Changes_between_Cecal_and_Fecal_Microbiota_in_Mouse	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Intestine	not available	1	Mouse_1_CC_metagenomic_database.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Mouse_1_CC_metagenomic_database.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Intestine
Mouse_1_CC_UniProt_database.msf	Mouse_1_CC_UniProt_database.msf	Mouse gut metagenome	Intestine	not applicable	not available	Mouse_caecum_vs_faeces_-_Metaproteogenomics_Reveals_Taxonomic_and_Functional_Changes_between_Cecal_and_Fecal_Microbiota_in_Mouse	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Intestine	not available	1	Mouse_1_CC_UniProt_database.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Mouse_1_CC_UniProt_database.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Intestine
Mouse_1_F	Mouse_1_F	Mouse gut metagenome	Intestine	not applicable	not available	Mouse_caecum_vs_faeces_-_Metaproteogenomics_Reveals_Taxonomic_and_Functional_Changes_between_Cecal_and_Fecal_Microbiota_in_Mouse	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Intestine	not available	1	Mouse_1_F	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Mouse_1_F.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Intestine
Mouse_1_F_metagenomic_database.msf	Mouse_1_F_metagenomic_database.msf	Mouse gut metagenome	Intestine	not applicable	not available	Mouse_caecum_vs_faeces_-_Metaproteogenomics_Reveals_Taxonomic_and_Functional_Changes_between_Cecal_and_Fecal_Microbiota_in_Mouse	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Intestine	not available	1	Mouse_1_F_metagenomic_database.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Mouse_1_F_metagenomic_database.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Intestine
Mouse_1_F_UniProt_database.msf	Mouse_1_F_UniProt_database.msf	Mouse gut metagenome	Intestine	not applicable	not available	Mouse_caecum_vs_faeces_-_Metaproteogenomics_Reveals_Taxonomic_and_Functional_Changes_between_Cecal_and_Fecal_Microbiota_in_Mouse	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Intestine	not available	1	Mouse_1_F_UniProt_database.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Mouse_1_F_UniProt_database.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Intestine
Mouse_2_CC	Mouse_2_CC	Mouse gut metagenome	Intestine	not applicable	not available	Mouse_caecum_vs_faeces_-_Metaproteogenomics_Reveals_Taxonomic_and_Functional_Changes_between_Cecal_and_Fecal_Microbiota_in_Mouse	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Intestine	not available	1	Mouse_2_CC	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Mouse_2_CC.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Intestine
Mouse_2_CC_metagenomic_database.msf	Mouse_2_CC_metagenomic_database.msf	Mouse gut metagenome	Intestine	not applicable	not available	Mouse_caecum_vs_faeces_-_Metaproteogenomics_Reveals_Taxonomic_and_Functional_Changes_between_Cecal_and_Fecal_Microbiota_in_Mouse	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Intestine	not available	1	Mouse_2_CC_metagenomic_database.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Mouse_2_CC_metagenomic_database.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Intestine
Mouse_2_CC_UniProt_database.msf	Mouse_2_CC_UniProt_database.msf	Mouse gut metagenome	Intestine	not applicable	not available	Mouse_caecum_vs_faeces_-_Metaproteogenomics_Reveals_Taxonomic_and_Functional_Changes_between_Cecal_and_Fecal_Microbiota_in_Mouse	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Intestine	not available	1	Mouse_2_CC_UniProt_database.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Mouse_2_CC_UniProt_database.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Intestine
Mouse_2_F	Mouse_2_F	Mouse gut metagenome	Intestine	not applicable	not available	Mouse_caecum_vs_faeces_-_Metaproteogenomics_Reveals_Taxonomic_and_Functional_Changes_between_Cecal_and_Fecal_Microbiota_in_Mouse	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Intestine	not available	1	Mouse_2_F	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Mouse_2_F.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Intestine
