source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Tackett_051713_deltaBr_03_rep1	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_051713_deltaBr_03_rep1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_051713_deltaBr_03_rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_051713_deltaBr_03_rep2	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_051713_deltaBr_03_rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_051713_deltaBr_03_rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_051713_deltaBr_03_rep3	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_051713_deltaBr_03_rep3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_051713_deltaBr_03_rep3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_051713_deltaBr_04_rep1	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_051713_deltaBr_04_rep1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_051713_deltaBr_04_rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_051713_deltaBr_04_rep2	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_051713_deltaBr_04_rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_051713_deltaBr_04_rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_051713_deltaBr_04_rep3	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_051713_deltaBr_04_rep3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_051713_deltaBr_04_rep3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_051713_deltaBr_05_rep1	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_051713_deltaBr_05_rep1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_051713_deltaBr_05_rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_051713_deltaBr_05_rep2	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_051713_deltaBr_05_rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_051713_deltaBr_05_rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_051713_deltaBr_05_rep3	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_051713_deltaBr_05_rep3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_051713_deltaBr_05_rep3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_051713_deltaBr_06_rep1	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_051713_deltaBr_06_rep1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_051713_deltaBr_06_rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_051713_deltaBr_06_rep2	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_051713_deltaBr_06_rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_051713_deltaBr_06_rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_051713_deltaBr_06_rep3	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_051713_deltaBr_06_rep3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_051713_deltaBr_06_rep3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_051713_negcontrol_rep1	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_051713_negcontrol_rep1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_051713_negcontrol_rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_051713_negcontrol_rep2	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_051713_negcontrol_rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_051713_negcontrol_rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_051713_negcontrol_rep3	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_051713_negcontrol_rep3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_051713_negcontrol_rep3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_051713_poscontrol_rep1	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_051713_poscontrol_rep1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_051713_poscontrol_rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_051713_poscontrol_rep2	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_051713_poscontrol_rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_051713_poscontrol_rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_051713_poscontrol_rep3	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_051713_poscontrol_rep3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_051713_poscontrol_rep3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_080913_NEG_01	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_080913_NEG_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_080913_NEG_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_080913_NEG_02	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_080913_NEG_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_080913_NEG_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_080913_NEG_03	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_080913_NEG_03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_080913_NEG_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_080913_NEG_SDS_01	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_080913_NEG_SDS_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_080913_NEG_SDS_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_080913_NEG_SDS_02	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_080913_NEG_SDS_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_080913_NEG_SDS_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_080913_NEG_SDS_03	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_080913_NEG_SDS_03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_080913_NEG_SDS_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_080913_PM_B0_01	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_080913_PM_B0_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_080913_PM_B0_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_080913_PM_B0_02	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_080913_PM_B0_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_080913_PM_B0_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_080913_PM_B0_03	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_080913_PM_B0_03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_080913_PM_B0_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_080913_PM_B1_01	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_080913_PM_B1_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_080913_PM_B1_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_080913_PM_B1_02	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_080913_PM_B1_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_080913_PM_B1_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_080913_PM_B1_03	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_080913_PM_B1_03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_080913_PM_B1_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_080913_PM_B2_01	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_080913_PM_B2_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_080913_PM_B2_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_080913_PM_B2_02	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_080913_PM_B2_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_080913_PM_B2_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_080913_PM_B2_03	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_080913_PM_B2_03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_080913_PM_B2_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_080913_PM_B3_01	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_080913_PM_B3_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_080913_PM_B3_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_080913_PM_B3_02	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_080913_PM_B3_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_080913_PM_B3_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
Tackett_080913_PM_B3_03	Saccharomyces cerevisiae	haploid cell	not available	1	Tackett_080913_PM_B3_03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	Tackett_080913_PM_B3_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	haploid cell
