source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[genotype]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[genotype]	factor value[immunoprecipitation antibody]
WT_HTERT_IGG	Homo sapiens	kidney	normal	epithelial cell	293T	CVCL_0063	HEK293T	fetal stage	not available	female	wild type	cell	1	run_WT_HTERT_IGG	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	20 ppm	0.1 Da	1	1	R20180100006_293_T_WT_HTERT_IGG.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	wild type	IgG
DN_HTERT_IGG	Homo sapiens	kidney	normal	epithelial cell	293T	CVCL_0063	HEK293T	fetal stage	not available	female	dominant-negative hTERT	cell	1	run_DN_HTERT_IGG	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	20 ppm	0.1 Da	1	1	R20180100006_293_T_DN_HTERT_IGG.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	dominant-negative hTERT	IgG
WT_HTERT_HTERT	Homo sapiens	kidney	normal	epithelial cell	293T	CVCL_0063	HEK293T	fetal stage	not available	female	wild type	cell	1	run_WT_HTERT_HTERT	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	20 ppm	0.1 Da	1	1	R20180100006_293_T_WT_HTERT_HTERT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	wild type	hTERT
DN_HTERT_HTERT	Homo sapiens	kidney	normal	epithelial cell	293T	CVCL_0063	HEK293T	fetal stage	not available	female	dominant-negative hTERT	cell	1	run_DN_HTERT_HTERT	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	20 ppm	0.1 Da	1	1	R20180100006_293_T_DN_HTERT_HTERT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	dominant-negative hTERT	hTERT
