source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
2014-11-19-pcf-is06.d.zip	2014-11-19-pcf-is06.d.zip	Microbial mat metagenome	not available	not applicable	not available	Protein_stable_isotope_fingerprinting_P-SIF_Chocolate_Pots_Yellowstone_biomass	not available	not available	not available	not available	not available	not available	1	2014-11-19-pcf-is06.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=6520A Quadrupole Time-of-Flight LC/MS;AC=MS:1000677	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014-11-19-pcf-is06.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2014-11-24-pcf-is08.d.zip	2014-11-24-pcf-is08.d.zip	Microbial mat metagenome	not available	not applicable	not available	Protein_stable_isotope_fingerprinting_P-SIF_Chocolate_Pots_Yellowstone_biomass	not available	not available	not available	not available	not available	not available	1	2014-11-24-pcf-is08.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=6520A Quadrupole Time-of-Flight LC/MS;AC=MS:1000677	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014-11-24-pcf-is08.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2014-11-24-pcf-is0809.d.zip	2014-11-24-pcf-is0809.d.zip	Microbial mat metagenome	not available	not applicable	not available	Protein_stable_isotope_fingerprinting_P-SIF_Chocolate_Pots_Yellowstone_biomass	not available	not available	not available	not available	not available	not available	1	2014-11-24-pcf-is0809.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=6520A Quadrupole Time-of-Flight LC/MS;AC=MS:1000677	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014-11-24-pcf-is0809.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2014-12-05-pcf-is10.d.zip	2014-12-05-pcf-is10.d.zip	Microbial mat metagenome	not available	not applicable	not available	Protein_stable_isotope_fingerprinting_P-SIF_Chocolate_Pots_Yellowstone_biomass	not available	not available	not available	not available	not available	not available	1	2014-12-05-pcf-is10.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=6520A Quadrupole Time-of-Flight LC/MS;AC=MS:1000677	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014-12-05-pcf-is10.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2014-12-05-pcf-is11.d.zip	2014-12-05-pcf-is11.d.zip	Microbial mat metagenome	not available	not applicable	not available	Protein_stable_isotope_fingerprinting_P-SIF_Chocolate_Pots_Yellowstone_biomass	not available	not available	not available	not available	not available	not available	1	2014-12-05-pcf-is11.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=6520A Quadrupole Time-of-Flight LC/MS;AC=MS:1000677	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014-12-05-pcf-is11.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2014-12-08-pcf-is13.d.zip	2014-12-08-pcf-is13.d.zip	Microbial mat metagenome	not available	not applicable	not available	Protein_stable_isotope_fingerprinting_P-SIF_Chocolate_Pots_Yellowstone_biomass	not available	not available	not available	not available	not available	not available	1	2014-12-08-pcf-is13.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=6520A Quadrupole Time-of-Flight LC/MS;AC=MS:1000677	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014-12-08-pcf-is13.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2014-12-10-pcf-is12.d.zip	2014-12-10-pcf-is12.d.zip	Microbial mat metagenome	not available	not applicable	not available	Protein_stable_isotope_fingerprinting_P-SIF_Chocolate_Pots_Yellowstone_biomass	not available	not available	not available	not available	not available	not available	1	2014-12-10-pcf-is12.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=6520A Quadrupole Time-of-Flight LC/MS;AC=MS:1000677	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014-12-10-pcf-is12.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2015-01-15-pcj-is07.d.zip	2015-01-15-pcj-is07.d.zip	Microbial mat metagenome	not available	not applicable	not available	Protein_stable_isotope_fingerprinting_P-SIF_Chocolate_Pots_Yellowstone_biomass	not available	not available	not available	not available	not available	not available	1	2015-01-15-pcj-is07.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=6520A Quadrupole Time-of-Flight LC/MS;AC=MS:1000677	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2015-01-15-pcj-is07.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2015-01-15-pcj-is08.d.zip	2015-01-15-pcj-is08.d.zip	Microbial mat metagenome	not available	not applicable	not available	Protein_stable_isotope_fingerprinting_P-SIF_Chocolate_Pots_Yellowstone_biomass	not available	not available	not available	not available	not available	not available	1	2015-01-15-pcj-is08.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=6520A Quadrupole Time-of-Flight LC/MS;AC=MS:1000677	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2015-01-15-pcj-is08.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
2015-01-20-pcj-is09.d.zip	2015-01-20-pcj-is09.d.zip	Microbial mat metagenome	not available	not applicable	not available	Protein_stable_isotope_fingerprinting_P-SIF_Chocolate_Pots_Yellowstone_biomass	not available	not available	not available	not available	not available	not available	1	2015-01-20-pcj-is09.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=6520A Quadrupole Time-of-Flight LC/MS;AC=MS:1000677	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2015-01-20-pcj-is09.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
