source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[material type]	characteristics[biological replicate]	characteristics[treatment]	assay name	technology type	comment[label]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[enrichment process]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[ms2 mass analyzer]	comment[ms min mz]	comment[ms max mz]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
HEK293-DMSO-1	homo sapiens	embryonic kidney (UBERON:0002193)	normal (PATO:0000461)	cell	1	DMSO solvent control	144-2024-GS-DMSO-R1	proteomic profiling by mass spectrometry	label free sample	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	1,4-dithiothreitol (CHEBI:18320)	Chloroacetamide (ClAA) (PRIDE:0000600)	enrichment of di-glycine modified peptides	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;TA=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GlyGly;AC=UNIMOD:1212;TA=K;MT=Variable;PP=any N-term	HCD	orbitrap	380m/z	980m/z	150	2000	4	1	1	144-2024-GS-DMSO-R1.raw	v1.0.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation
HEK293-DMSO-2	homo sapiens	embryonic kidney (UBERON:0002193)	normal (PATO:0000461)	cell	2	DMSO solvent control	144-2024-GS-DMSO-R2	proteomic profiling by mass spectrometry	label free sample	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	1,4-dithiothreitol (CHEBI:18320)	Chloroacetamide (ClAA) (PRIDE:0000600)	enrichment of di-glycine modified peptides	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;TA=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GlyGly;AC=UNIMOD:1212;TA=K;MT=Variable;PP=any N-term	HCD	orbitrap	380m/z	980m/z	150	2000	4	1	2	144-2024-GS-DMSO-R2.raw	v1.0.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation
HEK293-DMSO-3	homo sapiens	embryonic kidney (UBERON:0002193)	normal (PATO:0000461)	cell	3	DMSO solvent control	144-2024-GS-DMSO-R3	proteomic profiling by mass spectrometry	label free sample	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	1,4-dithiothreitol (CHEBI:18320)	Chloroacetamide (ClAA) (PRIDE:0000600)	enrichment of di-glycine modified peptides	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;TA=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GlyGly;AC=UNIMOD:1212;TA=K;MT=Variable;PP=any N-term	HCD	orbitrap	380m/z	980m/z	150	2000	4	1	3	144-2024-GS-DMSO-R3.raw	v1.0.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation
HEK293-MZ1-1	homo sapiens	embryonic kidney (UBERON:0002193)	normal (PATO:0000461)	cell	1	1 µM MZ1 PROTAC degrader treatment	144-2024-GS-MZ1-R1	proteomic profiling by mass spectrometry	label free sample	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	1,4-dithiothreitol (CHEBI:18320)	Chloroacetamide (ClAA) (PRIDE:0000600)	enrichment of di-glycine modified peptides	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;TA=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GlyGly;AC=UNIMOD:1212;TA=K;MT=Variable;PP=any N-term	HCD	orbitrap	380m/z	980m/z	150	2000	4	1	1	144-2024-GS-MZ1-R1.raw	v1.0.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation
HEK293-MZ1-2	homo sapiens	embryonic kidney (UBERON:0002193)	normal (PATO:0000461)	cell	2	1 µM MZ1 PROTAC degrader treatment	144-2024-GS-MZ1-R2	proteomic profiling by mass spectrometry	label free sample	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	1,4-dithiothreitol (CHEBI:18320)	Chloroacetamide (ClAA) (PRIDE:0000600)	enrichment of di-glycine modified peptides	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;TA=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GlyGly;AC=UNIMOD:1212;TA=K;MT=Variable;PP=any N-term	HCD	orbitrap	380m/z	980m/z	150	2000	4	1	2	144-2024-GS-MZ1-R2.raw	v1.0.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation
HEK293-MZ1-3	homo sapiens	embryonic kidney (UBERON:0002193)	normal (PATO:0000461)	cell	3	1 µM MZ1 PROTAC degrader treatment	144-2024-GS-MZ1-R3	proteomic profiling by mass spectrometry	label free sample	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	1,4-dithiothreitol (CHEBI:18320)	Chloroacetamide (ClAA) (PRIDE:0000600)	enrichment of di-glycine modified peptides	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;TA=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=GlyGly;AC=UNIMOD:1212;TA=K;MT=Variable;PP=any N-term	HCD	orbitrap	380m/z	980m/z	150	2000	4	1	3	144-2024-GS-MZ1-R3.raw	v1.0.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation
