source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
22sfc_fasp2_4hr_qe_all_interact.pep.xml	22sfc_fasp2_4hr_qe_all_interact.pep.xml	marine metagenome	sea water	not applicable	not available	TARA_Oceans_Viral_Proteins_-_Illuminating_structural_proteins_in_viral_dark_matter_with_metaproteomics	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	22sfc_fasp2_4hr_qe_all_interact.pep.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	22sfc_fasp2_4hr_qe_all_interact.pep.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
22sfc_fasp2_8hr_ovp_all_interact.pep.xml	22sfc_fasp2_8hr_ovp_all_interact.pep.xml	marine metagenome	sea water	not applicable	not available	TARA_Oceans_Viral_Proteins_-_Illuminating_structural_proteins_in_viral_dark_matter_with_metaproteomics	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	22sfc_fasp2_8hr_ovp_all_interact.pep.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	22sfc_fasp2_8hr_ovp_all_interact.pep.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
22sfc_fasp_12hr_orbi_all_interact.pep.xml	22sfc_fasp_12hr_orbi_all_interact.pep.xml	marine metagenome	sea water	not applicable	not available	TARA_Oceans_Viral_Proteins_-_Illuminating_structural_proteins_in_viral_dark_matter_with_metaproteomics	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	22sfc_fasp_12hr_orbi_all_interact.pep.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	22sfc_fasp_12hr_orbi_all_interact.pep.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
22sfc_fasp_8hr_ovp_all_interact.pep.xml	22sfc_fasp_8hr_ovp_all_interact.pep.xml	marine metagenome	sea water	not applicable	not available	TARA_Oceans_Viral_Proteins_-_Illuminating_structural_proteins_in_viral_dark_matter_with_metaproteomics	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	22sfc_fasp_8hr_ovp_all_interact.pep.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	22sfc_fasp_8hr_ovp_all_interact.pep.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
39dcm_fasp2_4hr_qexactive_all_interact.pep.xml	39dcm_fasp2_4hr_qexactive_all_interact.pep.xml	marine metagenome	sea water	not applicable	not available	TARA_Oceans_Viral_Proteins_-_Illuminating_structural_proteins_in_viral_dark_matter_with_metaproteomics	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	39dcm_fasp2_4hr_qexactive_all_interact.pep.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	39dcm_fasp2_4hr_qexactive_all_interact.pep.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
39dcm_fasp2_8hr_ovp_all_interact.prot.xml	39dcm_fasp2_8hr_ovp_all_interact.prot.xml	marine metagenome	sea water	not applicable	not available	TARA_Oceans_Viral_Proteins_-_Illuminating_structural_proteins_in_viral_dark_matter_with_metaproteomics	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	39dcm_fasp2_8hr_ovp_all_interact.prot.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	39dcm_fasp2_8hr_ovp_all_interact.prot.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
39dcm_fasp_12hr_orbi_all_interact.pep.xml	39dcm_fasp_12hr_orbi_all_interact.pep.xml	marine metagenome	sea water	not applicable	not available	TARA_Oceans_Viral_Proteins_-_Illuminating_structural_proteins_in_viral_dark_matter_with_metaproteomics	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	39dcm_fasp_12hr_orbi_all_interact.pep.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	39dcm_fasp_12hr_orbi_all_interact.pep.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
39sfc_fasp2_8hr_ovp_all_interact.pep.xml	39sfc_fasp2_8hr_ovp_all_interact.pep.xml	marine metagenome	sea water	not applicable	not available	TARA_Oceans_Viral_Proteins_-_Illuminating_structural_proteins_in_viral_dark_matter_with_metaproteomics	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	39sfc_fasp2_8hr_ovp_all_interact.pep.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	39sfc_fasp2_8hr_ovp_all_interact.pep.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
39sfc_fasp_12hr_orbi_interact.pep.xml	39sfc_fasp_12hr_orbi_interact.pep.xml	marine metagenome	sea water	not applicable	not available	TARA_Oceans_Viral_Proteins_-_Illuminating_structural_proteins_in_viral_dark_matter_with_metaproteomics	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	39sfc_fasp_12hr_orbi_interact.pep.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	39sfc_fasp_12hr_orbi_interact.pep.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
67sfc_fasp2_4hr_qe_all_interact.pep.xml	67sfc_fasp2_4hr_qe_all_interact.pep.xml	marine metagenome	sea water	not applicable	not available	TARA_Oceans_Viral_Proteins_-_Illuminating_structural_proteins_in_viral_dark_matter_with_metaproteomics	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	67sfc_fasp2_4hr_qe_all_interact.pep.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	67sfc_fasp2_4hr_qe_all_interact.pep.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
