source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
WT_25_1	Saccharomyces cerevisiae	not available	not available	1	WT_25_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Trypsin;AC=MS:1001251	1	1	WT_25_1.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
WT_25_2	Saccharomyces cerevisiae	not available	not available	1	WT_25_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Trypsin;AC=MS:1001251	1	1	WT_25_2.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
WT_37_1	Saccharomyces cerevisiae	not available	not available	1	WT_37_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Trypsin;AC=MS:1001251	1	1	WT_37_1.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
WT_37_2	Saccharomyces cerevisiae	not available	not available	1	WT_37_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Trypsin;AC=MS:1001251	1	1	WT_37_2.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
rrp43-1_25_1	Saccharomyces cerevisiae	not available	not available	1	rrp43-1_25_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Trypsin;AC=MS:1001251	1	1	rrp43-1_25_1.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
rrp43-1_25_2	Saccharomyces cerevisiae	not available	not available	1	rrp43-1_25_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Trypsin;AC=MS:1001251	1	1	rrp43-1_25_2.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
rrp43-1_37_1	Saccharomyces cerevisiae	not available	not available	1	rrp43-1_37_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Trypsin;AC=MS:1001251	1	1	rrp43-1_37_1.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
rrp43-1_37_2	Saccharomyces cerevisiae	not available	not available	1	rrp43-1_37_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Trypsin;AC=MS:1001251	1	1	rrp43-1_37_2.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
rrp43-3_25_1	Saccharomyces cerevisiae	not available	not available	1	rrp43-3_25_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Trypsin;AC=MS:1001251	1	1	rrp43-3_25_1.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
rrp43-3_25_2	Saccharomyces cerevisiae	not available	not available	1	rrp43-3_25_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Trypsin;AC=MS:1001251	1	1	rrp43-3_25_2.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
rrp43-3_37_1	Saccharomyces cerevisiae	not available	not available	1	rrp43-3_37_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Trypsin;AC=MS:1001251	1	1	rrp43-3_37_1.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
rrp43-3_37_2	Saccharomyces cerevisiae	not available	not available	1	rrp43-3_37_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Trypsin;AC=MS:1001251	1	1	rrp43-3_37_2.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
