source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
LT-methods_tubes_28samples.pdResult	LT-methods_tubes_28samples.pdResult	Human gut metagenome	Feces	not applicable	not available	Benchmarking_low-_and_high-throughput_protein_cleanup_and_digestion_methods_for_human_fecal_metaproteomics	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	LT-methods_tubes_28samples.pdResult	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	LT-methods_tubes_28samples.pdResult	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
P-UMG-Exploris-AT-P03	P-UMG-Exploris-AT-P03	Human gut metagenome	Feces	not applicable	not available	Benchmarking_low-_and_high-throughput_protein_cleanup_and_digestion_methods_for_human_fecal_metaproteomics	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	P-UMG-Exploris-AT-P03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	P-UMG-Exploris-AT-P03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
P-UMG-Exploris-AT-P04	P-UMG-Exploris-AT-P04	Human gut metagenome	Feces	not applicable	not available	Benchmarking_low-_and_high-throughput_protein_cleanup_and_digestion_methods_for_human_fecal_metaproteomics	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	P-UMG-Exploris-AT-P04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	P-UMG-Exploris-AT-P04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
P-UMG-Exploris-AT-P05	P-UMG-Exploris-AT-P05	Human gut metagenome	Feces	not applicable	not available	Benchmarking_low-_and_high-throughput_protein_cleanup_and_digestion_methods_for_human_fecal_metaproteomics	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	P-UMG-Exploris-AT-P05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	P-UMG-Exploris-AT-P05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
P-UMG-Exploris-AT-P06	P-UMG-Exploris-AT-P06	Human gut metagenome	Feces	not applicable	not available	Benchmarking_low-_and_high-throughput_protein_cleanup_and_digestion_methods_for_human_fecal_metaproteomics	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	P-UMG-Exploris-AT-P06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	P-UMG-Exploris-AT-P06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
P-UMG-Exploris-AT-P07	P-UMG-Exploris-AT-P07	Human gut metagenome	Feces	not applicable	not available	Benchmarking_low-_and_high-throughput_protein_cleanup_and_digestion_methods_for_human_fecal_metaproteomics	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	P-UMG-Exploris-AT-P07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	P-UMG-Exploris-AT-P07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
P-UMG-Exploris-AT-P08	P-UMG-Exploris-AT-P08	Human gut metagenome	Feces	not applicable	not available	Benchmarking_low-_and_high-throughput_protein_cleanup_and_digestion_methods_for_human_fecal_metaproteomics	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	P-UMG-Exploris-AT-P08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	P-UMG-Exploris-AT-P08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
P-UMG-Exploris-AT-P10	P-UMG-Exploris-AT-P10	Human gut metagenome	Feces	not applicable	not available	Benchmarking_low-_and_high-throughput_protein_cleanup_and_digestion_methods_for_human_fecal_metaproteomics	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	P-UMG-Exploris-AT-P10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	P-UMG-Exploris-AT-P10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
P-UMG-Exploris-AT-P13	P-UMG-Exploris-AT-P13	Human gut metagenome	Feces	not applicable	not available	Benchmarking_low-_and_high-throughput_protein_cleanup_and_digestion_methods_for_human_fecal_metaproteomics	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	P-UMG-Exploris-AT-P13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	P-UMG-Exploris-AT-P13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
P-UMG-Exploris-AT-P15	P-UMG-Exploris-AT-P15	Human gut metagenome	Feces	not applicable	not available	Benchmarking_low-_and_high-throughput_protein_cleanup_and_digestion_methods_for_human_fecal_metaproteomics	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	P-UMG-Exploris-AT-P15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	P-UMG-Exploris-AT-P15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
P-UMG-Exploris-AT-P17	P-UMG-Exploris-AT-P17	Human gut metagenome	Feces	not applicable	not available	Benchmarking_low-_and_high-throughput_protein_cleanup_and_digestion_methods_for_human_fecal_metaproteomics	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	P-UMG-Exploris-AT-P17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	P-UMG-Exploris-AT-P17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
P-UMG-Exploris-AT-P18	P-UMG-Exploris-AT-P18	Human gut metagenome	Feces	not applicable	not available	Benchmarking_low-_and_high-throughput_protein_cleanup_and_digestion_methods_for_human_fecal_metaproteomics	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	P-UMG-Exploris-AT-P18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	P-UMG-Exploris-AT-P18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
P-UMG-Exploris-AT-P20	P-UMG-Exploris-AT-P20	Human gut metagenome	Feces	not applicable	not available	Benchmarking_low-_and_high-throughput_protein_cleanup_and_digestion_methods_for_human_fecal_metaproteomics	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	P-UMG-Exploris-AT-P20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	P-UMG-Exploris-AT-P20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
P-UMG-Exploris-AT-P21	P-UMG-Exploris-AT-P21	Human gut metagenome	Feces	not applicable	not available	Benchmarking_low-_and_high-throughput_protein_cleanup_and_digestion_methods_for_human_fecal_metaproteomics	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	P-UMG-Exploris-AT-P21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	P-UMG-Exploris-AT-P21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
P-UMG-Exploris-AT-P23	P-UMG-Exploris-AT-P23	Human gut metagenome	Feces	not applicable	not available	Benchmarking_low-_and_high-throughput_protein_cleanup_and_digestion_methods_for_human_fecal_metaproteomics	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	P-UMG-Exploris-AT-P23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	P-UMG-Exploris-AT-P23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
