source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[material type]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[biological replicate]	characteristics[treatment]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[treatment]
RPE1_lysate	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	hTERT-RPE1	CVCL_4388	cell	not available	1Y	female	not available	1	Glu-C	INGA_G1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=glutamyl endopeptidase;AC=MS:1001917	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	10 ppm	not available	1	1	INGA_G1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Glu-C
RPE1_lysate	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	hTERT-RPE1	CVCL_4388	cell	not available	1Y	female	not available	1	Glu-C	INGA_G2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=glutamyl endopeptidase;AC=MS:1001917	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	10 ppm	not available	1	2	INGA_G2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Glu-C
RPE1_lysate	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	hTERT-RPE1	CVCL_4388	cell	not available	1Y	female	not available	1	Glu-C	INGA_G3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=glutamyl endopeptidase;AC=MS:1001917	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	10 ppm	not available	1	3	INGA_G3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Glu-C
RPE1_lysate	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	hTERT-RPE1	CVCL_4388	cell	not available	1Y	female	not available	1	Lys-C	INGA_LYS_MIX	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	10 ppm	not available	1	1	INGA_LYS_MIX.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Lys-C
RPE1_lysate	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	hTERT-RPE1	CVCL_4388	cell	not available	1Y	female	not available	1	Trypsin	INGA_T1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	10 ppm	not available	1	1	INGA_T1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Trypsin
RPE1_lysate	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	hTERT-RPE1	CVCL_4388	cell	not available	1Y	female	not available	1	Trypsin	INGA_T1_METODO_TRAPPOLA	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	10 ppm	not available	1	1	INGA_T1_METODO_TRAPPOLA.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Trypsin
RPE1_lysate	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	hTERT-RPE1	CVCL_4388	cell	not available	1Y	female	not available	1	Trypsin	INGA_T2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	10 ppm	not available	1	2	INGA_T2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Trypsin
RPE1_lysate	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	hTERT-RPE1	CVCL_4388	cell	not available	1Y	female	not available	1	Trypsin	INGA_T2_METODO_TRAPPOLA	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	10 ppm	not available	1	2	INGA_T2_METODO_TRAPPOLA.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Trypsin
RPE1_lysate	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	hTERT-RPE1	CVCL_4388	cell	not available	1Y	female	not available	1	Trypsin	INGA_T3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	10 ppm	not available	1	3	INGA_T3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Trypsin
RPE1_lysate	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	hTERT-RPE1	CVCL_4388	cell	not available	1Y	female	not available	1	Trypsin	INGA_T3_METODO_TRAPPOLA	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	10 ppm	not available	1	3	INGA_T3_METODO_TRAPPOLA.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Trypsin
RPE1_lysate	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	hTERT-RPE1	CVCL_4388	cell	not available	1Y	female	not available	1	Trypsin	Inga_nD_MS20261_3uL_RPE1_MIX_TRYPSIN	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	10 ppm	not available	1	1	Inga_nD_MS20261_3uL_RPE1_MIX_TRYPSIN.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Trypsin
RPE1_lysate	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	hTERT-RPE1	CVCL_4388	cell	not available	1Y	female	not available	1	Glu-C	Inga_nD_MS20261_4uL_RPE1_MIX_GLUC	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=glutamyl endopeptidase;AC=MS:1001917	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	10 ppm	not available	1	1	Inga_nD_MS20261_4uL_RPE1_MIX_GLUC.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Glu-C
RPE1_lysate	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	hTERT-RPE1	CVCL_4388	cell	not available	1Y	female	not available	1	Lys-C	Inga_nD_MS20261_4uL_RPE1_MIX_LYSC	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	10 ppm	not available	1	1	Inga_nD_MS20261_4uL_RPE1_MIX_LYSC.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Lys-C
RPE1_lysate	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	hTERT-RPE1	CVCL_4388	cell	not available	1Y	female	not available	1	Trypsin	Inga_nD_MS20265_3uL_req1483_RPE1_tryp_SP3_OT_Priotiz_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	10 ppm	not available	1	1	Inga_nD_MS20265_3uL_req1483_RPE1_tryp_SP3_OT_Priotiz_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Trypsin
