source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
PXD045910-Sample-41	Rattus norvegicus	not available	not available	1	PLK074_EXPL_220216_FGU13_CL3_4uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK074_EXPL_220216_FGU13_CL3_4uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-42	Rattus norvegicus	not available	not available	1	PLK074_EXPL_220216_FGU13_CL4_3uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK074_EXPL_220216_FGU13_CL4_3uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-43	Rattus norvegicus	not available	not available	1	PLK074_EXPL_220216_FGU13_HB1_3uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK074_EXPL_220216_FGU13_HB1_3uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-44	Rattus norvegicus	not available	not available	1	PLK074_EXPL_220216_FGU13_HB2_3uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK074_EXPL_220216_FGU13_HB2_3uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-45	Rattus norvegicus	not available	not available	1	PLK074_EXPL_220216_FGU13_HF2_3uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK074_EXPL_220216_FGU13_HF2_3uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-46	Rattus norvegicus	not available	not available	1	PLK074_EXPL_220216_FGU13_HF3_3uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK074_EXPL_220216_FGU13_HF3_3uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-47	Rattus norvegicus	not available	not available	1	PLK074_EXPL_220216_FGU13_HL3_3uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK074_EXPL_220216_FGU13_HL3_3uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-48	Rattus norvegicus	not available	not available	1	PLK074_EXPL_220216_FGU13_HL4_3uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK074_EXPL_220216_FGU13_HL4_3uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-49	Rattus norvegicus	not available	not available	1	PLK098_EXPL_220601_FGU13_CF05_2uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK098_EXPL_220601_FGU13_CF05_2uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-50	Rattus norvegicus	not available	not available	1	PLK098_EXPL_220601_FGU13_CF06_2uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK098_EXPL_220601_FGU13_CF06_2uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-51	Rattus norvegicus	not available	not available	1	PLK098_EXPL_220601_FGU13_CF07_2uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK098_EXPL_220601_FGU13_CF07_2uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-52	Rattus norvegicus	not available	not available	1	PLK098_EXPL_220601_FGU13_CF08_2uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK098_EXPL_220601_FGU13_CF08_2uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-53	Rattus norvegicus	not available	not available	1	PLK098_EXPL_220601_FGU13_CF09_2uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK098_EXPL_220601_FGU13_CF09_2uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-54	Rattus norvegicus	not available	not available	1	PLK098_EXPL_220601_FGU13_CF10_2uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK098_EXPL_220601_FGU13_CF10_2uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-55	Rattus norvegicus	not available	not available	1	PLK098_EXPL_220601_FGU13_CS01_2uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK098_EXPL_220601_FGU13_CS01_2uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-56	Rattus norvegicus	not available	not available	1	PLK098_EXPL_220601_FGU13_CS02_2uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK098_EXPL_220601_FGU13_CS02_2uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-57	Rattus norvegicus	not available	not available	1	PLK098_EXPL_220601_FGU13_CS03_2uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK098_EXPL_220601_FGU13_CS03_2uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-58	Rattus norvegicus	not available	not available	1	PLK098_EXPL_220601_FGU13_CS04_2uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK098_EXPL_220601_FGU13_CS04_2uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-59	Rattus norvegicus	not available	not available	1	PLK098_EXPL_220601_FGU13_CS07_2uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK098_EXPL_220601_FGU13_CS07_2uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-60	Rattus norvegicus	not available	not available	1	PLK098_EXPL_220601_FGU13_CS09_2uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK098_EXPL_220601_FGU13_CS09_2uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-61	Rattus norvegicus	not available	not available	1	PLK098_EXPL_220601_FGU13_HF05_2uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK098_EXPL_220601_FGU13_HF05_2uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-62	Rattus norvegicus	not available	not available	1	PLK098_EXPL_220601_FGU13_HF06_2uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK098_EXPL_220601_FGU13_HF06_2uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-63	Rattus norvegicus	not available	not available	1	PLK098_EXPL_220601_FGU13_HF07_2uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK098_EXPL_220601_FGU13_HF07_2uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-64	Rattus norvegicus	not available	not available	1	PLK098_EXPL_220601_FGU13_HF08_2uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK098_EXPL_220601_FGU13_HF08_2uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-65	Rattus norvegicus	not available	not available	1	PLK098_EXPL_220601_FGU13_HF09_2uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK098_EXPL_220601_FGU13_HF09_2uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-66	Rattus norvegicus	not available	not available	1	PLK098_EXPL_220601_FGU13_HF10_2uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK098_EXPL_220601_FGU13_HF10_2uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-67	Rattus norvegicus	not available	not available	1	PLK098_EXPL_220601_FGU13_HS01_2uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK098_EXPL_220601_FGU13_HS01_2uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-68	Rattus norvegicus	not available	not available	1	PLK098_EXPL_220601_FGU13_HS02_2uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK098_EXPL_220601_FGU13_HS02_2uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-69	Rattus norvegicus	not available	not available	1	PLK098_EXPL_220601_FGU13_HS03_2uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK098_EXPL_220601_FGU13_HS03_2uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-70	Rattus norvegicus	not available	not available	1	PLK098_EXPL_220601_FGU13_HS04_2uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK098_EXPL_220601_FGU13_HS04_2uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-71	Rattus norvegicus	not available	not available	1	PLK098_EXPL_220601_FGU13_HS07_2uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK098_EXPL_220601_FGU13_HS07_2uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD045910-Sample-72	Rattus norvegicus	not available	not available	1	PLK098_EXPL_220601_FGU13_HS09_2uL_DDA_150M_120G	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	PLK098_EXPL_220601_FGU13_HS09_2uL_DDA_150M_120G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
