source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Sample_1	Escherichia coli	whole cell	not applicable	1	not applicable	run 1	proteomic profiling by mass spectrometry	1	Ernie_S0652_AM_2DTPP_Ecoli_Trimethoprim_wholecell_T5T6_n1_R1_F1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT10plex	1	data-dependent	10ppm	0.02Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample_1	Escherichia coli	whole cell	not applicable	1	not applicable	run 2	proteomic profiling by mass spectrometry	1	Ernie_S0652_AM_2DTPP_Ecoli_Trimethoprim_wholecell_T5T6_n1_R1_F4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT10plex	4	data-dependent	10ppm	0.02Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample_1	Escherichia coli	whole cell	not applicable	1	not applicable	run 3	proteomic profiling by mass spectrometry	1	Ernie_S0652_AM_2DTPP_Ecoli_Trimethoprim_wholecell_T5T6_n1_R1_F5.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT10plex	5	data-dependent	10ppm	0.02Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample_1	Escherichia coli	whole cell	not applicable	1	not applicable	run 4	proteomic profiling by mass spectrometry	1	Ernie_S0652_AM_2DTPP_Ecoli_Trimethoprim_wholecell_T5T6_n1_R1_F2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT10plex	2	data-dependent	10ppm	0.02Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample_1	Escherichia coli	whole cell	not applicable	1	not applicable	run 5	proteomic profiling by mass spectrometry	1	Ernie_S0652_AM_2DTPP_Ecoli_Trimethoprim_wholecell_T5T6_n1_R1_F6.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT10plex	6	data-dependent	10ppm	0.02Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample_1	Escherichia coli	whole cell	not applicable	1	not applicable	run 6	proteomic profiling by mass spectrometry	1	Ernie_S0652_AM_2DTPP_Ecoli_Trimethoprim_wholecell_T5T6_n1_R1_F3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT10plex	3	data-dependent	10ppm	0.02Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample_2	Escherichia coli	lysate	not applicable	1	not applicable	run 7	proteomic profiling by mass spectrometry	1	Ernie_S0645_AM_2DTPP_Ecoli_SCH79797_lysate_T1T2_n1_R1_F5.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT10plex	5	data-dependent	10ppm	0.02Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample_2	Escherichia coli	lysate	not applicable	1	not applicable	run 8	proteomic profiling by mass spectrometry	1	Ernie_S0645_AM_2DTPP_Ecoli_SCH79797_lysate_T1T2_n1_R1_F3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT10plex	3	data-dependent	10ppm	0.02Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample_2	Escherichia coli	lysate	not applicable	1	not applicable	run 9	proteomic profiling by mass spectrometry	1	Ernie_S0645_AM_2DTPP_Ecoli_SCH79797_lysate_T1T2_n1_R1_F4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT10plex	4	data-dependent	10ppm	0.02Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample_2	Escherichia coli	lysate	not applicable	1	not applicable	run 10	proteomic profiling by mass spectrometry	1	Ernie_S0645_AM_2DTPP_Ecoli_SCH79797_lysate_T1T2_n1_R1_F1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=TMT10plex	1	data-dependent	10ppm	0.02Da	not available	NT=ms-proteomics;VV=v1.1.0
