source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[phenotype]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[phenotype]
dia_muscle_1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=skeletal muscle tissue;AC=UBERON:0001134	not available	not available	dia_muscle	1	run_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	20170922_QEHFX1_BP_hMuscle_DIA_13.mzML	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	dia_muscle
dia_muscle_2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=skeletal muscle tissue;AC=UBERON:0001134	not available	not available	dia_muscle	2	run_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	20170922_QEHFX1_BP_hMuscle_DIA_14.mzML	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	dia_muscle
dia_muscle_3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=skeletal muscle tissue;AC=UBERON:0001134	not available	not available	dia_muscle	3	run_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	20170922_QEHFX1_BP_hMuscle_DIA_18.mzML	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	dia_muscle
dia_muscle_4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=skeletal muscle tissue;AC=UBERON:0001134	not available	not available	dia_muscle	4	run_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	20170922_QEHFX1_BP_hMuscle_DIA_22.mzML	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	dia_muscle
dia_muscle_5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=skeletal muscle tissue;AC=UBERON:0001134	not available	not available	dia_muscle	5	run_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	20170927_QEHFX1_BP_hMuscle_DIA_37.mzML	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	dia_muscle
dia_muscle_6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=skeletal muscle tissue;AC=UBERON:0001134	not available	not available	dia_muscle	6	run_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	20170927_QEHFX1_BP_hMuscle_DIA_38.mzML	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	dia_muscle
dia_muscle_7	NT=Homo sapiens;AC=NCBITaxon:9606	NT=skeletal muscle tissue;AC=UBERON:0001134	not available	not available	dia_muscle	7	run_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	20170927_QEHFX1_BP_hMuscle_DIA_41.mzML	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	dia_muscle
dia_muscle_8	NT=Homo sapiens;AC=NCBITaxon:9606	NT=skeletal muscle tissue;AC=UBERON:0001134	not available	not available	dia_muscle	8	run_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	20170927_QEHFX1_BP_hMuscle_DIA_42.mzML	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	dia_muscle
dia_muscle_9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=skeletal muscle tissue;AC=UBERON:0001134	not available	not available	dia_muscle	9	run_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	20170927_QEHFX1_BP_hMuscle_DIA_50.mzML	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	dia_muscle
dia_muscle_10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=skeletal muscle tissue;AC=UBERON:0001134	not available	not available	dia_muscle	10	run_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	20170927_QEHFX1_BP_hMuscle_DIA_53.mzML	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	dia_muscle
