source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[developmental stage]	characteristics[disease]	characteristics[cell type]	assay name	technology type	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	factor value[experimental condition]
SCR	mus musculus	Pancreas	1	not applicable	not applicable	MIN6 cell line	16318	proteomic profiling by mass spectrometry	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=Protein N-term	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:4;NT=Carbamidomethyl;TA=C;MT=Variable	AC=MS:1001251;NT=Trypsin	NT=data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	AC=MS:1003028;NT=Orbitrap Exploris 480	1	1	230817_Cosentino_16318_125min_5ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	SCR
GLU	mus musculus	Pancreas	1	not applicable	not applicable	MIN6 cell line	16319	proteomic profiling by mass spectrometry	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=Protein N-term	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:4;NT=Carbamidomethyl;TA=C;MT=Variable	AC=MS:1001251;NT=Trypsin	NT=data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	AC=MS:1003028;NT=Orbitrap Exploris 480	1	1	230817_Cosentino_16319_125min_5ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	GLU
SCR 24.08	mus musculus	Pancreas	2	not applicable	not applicable	MIN6 cell line	16587	proteomic profiling by mass spectrometry	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=Protein N-term	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:4;NT=Carbamidomethyl;TA=C;MT=Variable	AC=MS:1001251;NT=Trypsin	NT=data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	AC=MS:1003028;NT=Orbitrap Exploris 480	1	1	231012_Cosentino_16587_130min_5ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	SCR
GLU 24.08	mus musculus	Pancreas	2	not applicable	not applicable	MIN6 cell line	16588	proteomic profiling by mass spectrometry	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=Protein N-term	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:4;NT=Carbamidomethyl;TA=C;MT=Variable	AC=MS:1001251;NT=Trypsin	NT=data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	AC=MS:1003028;NT=Orbitrap Exploris 480	1	1	231012_Cosentino_16588_130min_5ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	GLU
SCR 31.08	mus musculus	Pancreas	3	not applicable	not applicable	MIN6 cell line	16589	proteomic profiling by mass spectrometry	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=Protein N-term	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:4;NT=Carbamidomethyl;TA=C;MT=Variable	AC=MS:1001251;NT=Trypsin	NT=data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	AC=MS:1003028;NT=Orbitrap Exploris 480	1	1	231012_Cosentino_16589_130min_5ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	SCR
GLU 31.08	mus musculus	Pancreas	3	not applicable	not applicable	MIN6 cell line	16590	proteomic profiling by mass spectrometry	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=Protein N-term	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:4;NT=Carbamidomethyl;TA=C;MT=Variable	AC=MS:1001251;NT=Trypsin	NT=data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	AC=MS:1003028;NT=Orbitrap Exploris 480	1	1	231012_Cosentino_16590_130min_5ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	GLU
SCR 14.09	mus musculus	Pancreas	4	not applicable	not applicable	MIN6 cell line	16591	proteomic profiling by mass spectrometry	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=Protein N-term	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:4;NT=Carbamidomethyl;TA=C;MT=Variable	AC=MS:1001251;NT=Trypsin	NT=data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	AC=MS:1003028;NT=Orbitrap Exploris 480	1	1	231012_Cosentino_16591_130min_5ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	SCR
GLU 14.09	mus musculus	Pancreas	4	not applicable	not applicable	MIN6 cell line	16592	proteomic profiling by mass spectrometry	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=Protein N-term	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:4;NT=Carbamidomethyl;TA=C;MT=Variable	AC=MS:1001251;NT=Trypsin	NT=data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	AC=MS:1003028;NT=Orbitrap Exploris 480	1	1	231012_Cosentino_16592_130min_5ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	GLU
