source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
MP09112018_Broc_ML_2hrs_gps_method_DDA01	MP09112018_Broc_ML_2hrs_gps_method_DDA01	Candidatus kuenenia stuttgartiensis	not available	not applicable	not available	Anammox_enrichment_culture_glycoproteomics	not available	not available	not available	not available	not available	not available	1	MP09112018_Broc_ML_2hrs_gps_method_DDA01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	MP09112018_Broc_ML_2hrs_gps_method_DDA01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
MP09112018_Ecoli_2hrs_gps_method_DDA01	MP09112018_Ecoli_2hrs_gps_method_DDA01	Candidatus kuenenia stuttgartiensis	not available	not applicable	not available	Anammox_enrichment_culture_glycoproteomics	not available	not available	not available	not available	not available	not available	1	MP09112018_Ecoli_2hrs_gps_method_DDA01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	MP09112018_Ecoli_2hrs_gps_method_DDA01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
MP09112018_Kuen_SL_t0_2hrs_gps_method_DDA01	MP09112018_Kuen_SL_t0_2hrs_gps_method_DDA01	Candidatus kuenenia stuttgartiensis	not available	not applicable	not available	Anammox_enrichment_culture_glycoproteomics	not available	not available	not available	not available	not available	not available	1	MP09112018_Kuen_SL_t0_2hrs_gps_method_DDA01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	MP09112018_Kuen_SL_t0_2hrs_gps_method_DDA01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
MP10112018_Kuenenia_St_SL_140K_DDA01	MP10112018_Kuenenia_St_SL_140K_DDA01	Candidatus kuenenia stuttgartiensis	not available	not applicable	not available	Anammox_enrichment_culture_glycoproteomics	not available	not available	not available	not available	not available	not available	1	MP10112018_Kuenenia_St_SL_140K_DDA01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	MP10112018_Kuenenia_St_SL_140K_DDA01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
MP10112018_Kuenenia_St_SL_140K_DDA01_MS2only	MP10112018_Kuenenia_St_SL_140K_DDA01_MS2only	Candidatus kuenenia stuttgartiensis	not available	not applicable	not available	Anammox_enrichment_culture_glycoproteomics	not available	not available	not available	not available	not available	not available	1	MP10112018_Kuenenia_St_SL_140K_DDA01_MS2only	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	MP10112018_Kuenenia_St_SL_140K_DDA01_MS2only.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
MP11012018_Brocadia_Sap_S8_140K_DDA01	MP11012018_Brocadia_Sap_S8_140K_DDA01	Candidatus kuenenia stuttgartiensis	not available	not applicable	not available	Anammox_enrichment_culture_glycoproteomics	not available	not available	not available	not available	not available	not available	1	MP11012018_Brocadia_Sap_S8_140K_DDA01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	MP11012018_Brocadia_Sap_S8_140K_DDA01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
MP11012018_Brocadia_Sap_S8_140K_DDA01_MS2only	MP11012018_Brocadia_Sap_S8_140K_DDA01_MS2only	Candidatus kuenenia stuttgartiensis	not available	not applicable	not available	Anammox_enrichment_culture_glycoproteomics	not available	not available	not available	not available	not available	not available	1	MP11012018_Brocadia_Sap_S8_140K_DDA01_MS2only	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	MP11012018_Brocadia_Sap_S8_140K_DDA01_MS2only.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
MP11012018_Ecoli_140K_DDA01	MP11012018_Ecoli_140K_DDA01	Candidatus kuenenia stuttgartiensis	not available	not applicable	not available	Anammox_enrichment_culture_glycoproteomics	not available	not available	not available	not available	not available	not available	1	MP11012018_Ecoli_140K_DDA01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	MP11012018_Ecoli_140K_DDA01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
MP11012018_Ecoli_140K_DDA01_MS2only	MP11012018_Ecoli_140K_DDA01_MS2only	Candidatus kuenenia stuttgartiensis	not available	not applicable	not available	Anammox_enrichment_culture_glycoproteomics	not available	not available	not available	not available	not available	not available	1	MP11012018_Ecoli_140K_DDA01_MS2only	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	MP11012018_Ecoli_140K_DDA01_MS2only.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
MP22042018_MB_80kDa_inGel_tryptic_DDA01	MP22042018_MB_80kDa_inGel_tryptic_DDA01	Candidatus kuenenia stuttgartiensis	not available	not applicable	not available	Anammox_enrichment_culture_glycoproteomics	not available	not available	not available	not available	not available	not available	1	MP22042018_MB_80kDa_inGel_tryptic_DDA01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	MP22042018_MB_80kDa_inGel_tryptic_DDA01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
