source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[cell line]	characteristics[treatment]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]
mp_sample1	Homo sapiens	Cell culture	pancreatic cancer	1	MIA PaCa-2	shRNA Scramble	170421_P20181_SWATH_Sample1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	170421_P20181_SWATH_Sample1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	shRNA Scramble
mp_sample2	Homo sapiens	Cell culture	pancreatic cancer	2	MIA PaCa-2	shRNA Scramble	170421_P20181_SWATH_Sample2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	170421_P20181_SWATH_Sample2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	shRNA Scramble
mp_sample3	Homo sapiens	Cell culture	pancreatic cancer	3	MIA PaCa-2	shRNA Scramble	170421_P20181_SWATH_Sample3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	170421_P20181_SWATH_Sample3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	shRNA Scramble
mp_sample4	Homo sapiens	Cell culture	pancreatic cancer	1	MIA PaCa-2	shRNA ERR1	170421_P20181_SWATH_Sample4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	170421_P20181_SWATH_Sample4.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	shRNA ERR1
mp_sample5	Homo sapiens	Cell culture	pancreatic cancer	2	MIA PaCa-2	shRNA ERR1	170421_P20181_SWATH_Sample5	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	170421_P20181_SWATH_Sample5.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	shRNA ERR1
mp_sample6	Homo sapiens	Cell culture	pancreatic cancer	3	MIA PaCa-2	shRNA ERR1	170421_P20181_SWATH_Sample6	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	170421_P20181_SWATH_Sample6.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	shRNA ERR1
