source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Run1_10_20ul.msf	Run1_10_20ul.msf	Paracatenula sp. 'standrea' elba	Whole body	not applicable	not available	Proteomics_of_Ca._Riegeria_standrea_the_chemosynthetic_symbionts_of_the_marine_flatworm_Paracatenula_from_the_Bay_of_Sant_Andrea_Elba_Italy	soil	soil	7.6, 0.1	not available	not available	not available	soil microbiome	1	Run1_10_20ul.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_10_20ul.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	Whole body
Run1_10_20ul	Run1_10_20ul	Paracatenula sp. 'standrea' elba	Whole body	not applicable	not available	Proteomics_of_Ca._Riegeria_standrea_the_chemosynthetic_symbionts_of_the_marine_flatworm_Paracatenula_from_the_Bay_of_Sant_Andrea_Elba_Italy	soil	soil	7.6, 0.1	not available	not available	not available	soil microbiome	1	Run1_10_20ul	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_10_20ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	Whole body
Run1_12_20ul.msf	Run1_12_20ul.msf	Paracatenula sp. 'standrea' elba	Whole body	not applicable	not available	Proteomics_of_Ca._Riegeria_standrea_the_chemosynthetic_symbionts_of_the_marine_flatworm_Paracatenula_from_the_Bay_of_Sant_Andrea_Elba_Italy	soil	soil	7.6, 0.1	not available	not available	not available	soil microbiome	1	Run1_12_20ul.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_12_20ul.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	Whole body
Run1_12_20ul	Run1_12_20ul	Paracatenula sp. 'standrea' elba	Whole body	not applicable	not available	Proteomics_of_Ca._Riegeria_standrea_the_chemosynthetic_symbionts_of_the_marine_flatworm_Paracatenula_from_the_Bay_of_Sant_Andrea_Elba_Italy	soil	soil	7.6, 0.1	not available	not available	not available	soil microbiome	1	Run1_12_20ul	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_12_20ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	Whole body
Run1_14_20ul.msf	Run1_14_20ul.msf	Paracatenula sp. 'standrea' elba	Whole body	not applicable	not available	Proteomics_of_Ca._Riegeria_standrea_the_chemosynthetic_symbionts_of_the_marine_flatworm_Paracatenula_from_the_Bay_of_Sant_Andrea_Elba_Italy	soil	soil	7.6, 0.1	not available	not available	not available	soil microbiome	1	Run1_14_20ul.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_14_20ul.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	Whole body
Run1_14_20ul	Run1_14_20ul	Paracatenula sp. 'standrea' elba	Whole body	not applicable	not available	Proteomics_of_Ca._Riegeria_standrea_the_chemosynthetic_symbionts_of_the_marine_flatworm_Paracatenula_from_the_Bay_of_Sant_Andrea_Elba_Italy	soil	soil	7.6, 0.1	not available	not available	not available	soil microbiome	1	Run1_14_20ul	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_14_20ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	Whole body
Run1_15_20ul.msf	Run1_15_20ul.msf	Paracatenula sp. 'standrea' elba	Whole body	not applicable	not available	Proteomics_of_Ca._Riegeria_standrea_the_chemosynthetic_symbionts_of_the_marine_flatworm_Paracatenula_from_the_Bay_of_Sant_Andrea_Elba_Italy	soil	soil	7.6, 0.1	not available	not available	not available	soil microbiome	1	Run1_15_20ul.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_15_20ul.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	Whole body
Run1_15_20ul	Run1_15_20ul	Paracatenula sp. 'standrea' elba	Whole body	not applicable	not available	Proteomics_of_Ca._Riegeria_standrea_the_chemosynthetic_symbionts_of_the_marine_flatworm_Paracatenula_from_the_Bay_of_Sant_Andrea_Elba_Italy	soil	soil	7.6, 0.1	not available	not available	not available	soil microbiome	1	Run1_15_20ul	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_15_20ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	Whole body
Run1_2_20ul.msf	Run1_2_20ul.msf	Paracatenula sp. 'standrea' elba	Whole body	not applicable	not available	Proteomics_of_Ca._Riegeria_standrea_the_chemosynthetic_symbionts_of_the_marine_flatworm_Paracatenula_from_the_Bay_of_Sant_Andrea_Elba_Italy	soil	soil	7.6, 0.1	not available	not available	not available	soil microbiome	1	Run1_2_20ul.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_2_20ul.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	Whole body
Run1_2_20ul	Run1_2_20ul	Paracatenula sp. 'standrea' elba	Whole body	not applicable	not available	Proteomics_of_Ca._Riegeria_standrea_the_chemosynthetic_symbionts_of_the_marine_flatworm_Paracatenula_from_the_Bay_of_Sant_Andrea_Elba_Italy	soil	soil	7.6, 0.1	not available	not available	not available	soil microbiome	1	Run1_2_20ul	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_2_20ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	Whole body
