source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[phenotype]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[phenotype]
ctrl_protein_1	NT=Mus musculus;AC=NCBITaxon:10090	NT=brain;AC=UBERON:0000955	not available	normal	ctrl_protein	1	run_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	200 ppm	1	1	Protein_E18.5_Ctrl-1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	ctrl_protein
ctrl_protein_2	NT=Mus musculus;AC=NCBITaxon:10090	NT=brain;AC=UBERON:0000955	not available	normal	ctrl_protein	2	run_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	200 ppm	1	1	Protein_E18.5_Ctrl-2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	ctrl_protein
ctrl_protein_3	NT=Mus musculus;AC=NCBITaxon:10090	NT=brain;AC=UBERON:0000955	not available	normal	ctrl_protein	3	run_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	200 ppm	1	1	Protein_E18.5_Ctrl-3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	ctrl_protein
ctrl_protein_4	NT=Mus musculus;AC=NCBITaxon:10090	NT=brain;AC=UBERON:0000955	not available	normal	ctrl_protein	4	run_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	200 ppm	1	1	Protein_P3_Ctrl-1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	ctrl_protein
ctrl_protein_5	NT=Mus musculus;AC=NCBITaxon:10090	NT=brain;AC=UBERON:0000955	not available	normal	ctrl_protein	5	run_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	200 ppm	1	1	Protein_P3_Ctrl-2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	ctrl_protein
ctrl_protein_6	NT=Mus musculus;AC=NCBITaxon:10090	NT=brain;AC=UBERON:0000955	not available	normal	ctrl_protein	6	run_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	200 ppm	1	1	Protein_P3_Ctrl-3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	ctrl_protein
ctrl_protein_7	NT=Mus musculus;AC=NCBITaxon:10090	NT=brain;AC=UBERON:0000955	not available	normal	ctrl_protein	7	run_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	200 ppm	1	1	Protein_P3_Ctrl-4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	ctrl_protein
ctrl_protein_8	NT=Mus musculus;AC=NCBITaxon:10090	NT=brain;AC=UBERON:0000955	not available	normal	ctrl_protein	8	run_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	200 ppm	1	1	Protein_P3_Ctrl-5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	ctrl_protein
ctrl_protein_9	NT=Mus musculus;AC=NCBITaxon:10090	NT=brain;AC=UBERON:0000955	not available	normal	ctrl_protein	9	run_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	200 ppm	1	1	Protein_P3_Ctrl-6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	ctrl_protein
ctrl_protein_10	NT=Mus musculus;AC=NCBITaxon:10090	NT=brain;AC=UBERON:0000955	not available	normal	ctrl_protein	10	run_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	200 ppm	1	1	Protein_P3_Ctrl-7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	ctrl_protein
