source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
human-seminal-9-glycoenriched-lfj-20130703	homo sapiens	Seminal plasma	not applicable	not available	enrichment	male	1	human-seminal-9-glycoenriched-lfj-20130703	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	human-seminal-9-glycoenriched-lfj-20130703.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000959/human-seminal-9-glycoenriched-lfj-20130703.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	Seminal plasma
human-seminal-8-glycoenriched-lfj-20130703	homo sapiens	Seminal plasma	not applicable	not available	enrichment	male	1	human-seminal-8-glycoenriched-lfj-20130703	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	human-seminal-8-glycoenriched-lfj-20130703.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000959/human-seminal-8-glycoenriched-lfj-20130703.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	Seminal plasma
human-seminal-5-glycoenriched-lfj-20130703	homo sapiens	Seminal plasma	not applicable	not available	enrichment	male	1	human-seminal-5-glycoenriched-lfj-20130703	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	human-seminal-5-glycoenriched-lfj-20130703.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000959/human-seminal-5-glycoenriched-lfj-20130703.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	Seminal plasma
human-seminal-7-glycoenriched-lfj-20130703	homo sapiens	Seminal plasma	not applicable	not available	enrichment	male	1	human-seminal-7-glycoenriched-lfj-20130703	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	human-seminal-7-glycoenriched-lfj-20130703.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000959/human-seminal-7-glycoenriched-lfj-20130703.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	Seminal plasma
human-seminal-6-glycoenriched-lfj-20130703	homo sapiens	Seminal plasma	not applicable	not available	enrichment	male	1	human-seminal-6-glycoenriched-lfj-20130703	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	human-seminal-6-glycoenriched-lfj-20130703.mzXML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000959/human-seminal-6-glycoenriched-lfj-20130703.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	Seminal plasma
