source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[environmental medium]	characteristics[host organism]	characteristics[host subject id]	characteristics[disease]	characteristics[host disease status]	characteristics[host body site]	characteristics[biological replicate]	characteristics[perturbation]	characteristics[chemical administration]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms min mz]	comment[ms max mz]	comment[technical replicate]	comment[data file]	comment[sample preparation batch]	comment[miscellaneous parameter]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[perturbation]
V1_DMSO	V1_DMSO	human gut metagenome	feces	fecal material	Homo sapiens	V1	normal	healthy	feces	1	DMSO vehicle control (solvent only, no compound), 24 h anaerobic in vitro culture exposure	not applicable	Leyuan_20170610_V1_DMSO	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20170610_V1_DMSO.raw	V1_2017-06-10	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	DMSO vehicle control (solvent only, no compound), 24 h anaerobic in vitro culture exposure
V1_EZTM	V1_EZTM	human gut metagenome	feces	fecal material	Homo sapiens	V1	normal	healthy	feces	1	Ezetimibe (EZTM), 122 uM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20170610_V1_EZTM	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20170610_V1_EZTM.raw	V1_2017-06-10	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Ezetimibe (EZTM), 122 uM in vitro culture medium concentration, 24 h anaerobic culture exposure
V1_FLCY	V1_FLCY	human gut metagenome	feces	fecal material	Homo sapiens	V1	normal	healthy	feces	1	5-Fluorocytosine (FLCY), 34.9 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20170610_V1_FLCY	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20170610_V1_FLCY.raw	V1_2017-06-10	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	5-Fluorocytosine (FLCY), 34.9 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V1_FOS	V1_FOS	human gut metagenome	feces	fecal material	Homo sapiens	V1	normal	healthy	feces	1	Fructooligosaccharide (FOS), 10 mg/ml in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20170610_V1_FOS	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20170610_V1_FOS.raw	V1_2017-06-10	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Fructooligosaccharide (FOS), 10 mg/ml in vitro culture medium concentration, 24 h anaerobic culture exposure
V1_IBPR	V1_IBPR	human gut metagenome	feces	fecal material	Homo sapiens	V1	normal	healthy	feces	1	Ibuprofen (IBPR), 29.1 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20170610_V1_IBPR	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20170610_V1_IBPR.raw	V1_2017-06-10	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Ibuprofen (IBPR), 29.1 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V1_INDM	V1_INDM	human gut metagenome	feces	fecal material	Homo sapiens	V1	normal	healthy	feces	1	Indomethacin (INDM), 2.8 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20170610_V1_INDM	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20170610_V1_INDM.raw	V1_2017-06-10	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Indomethacin (INDM), 2.8 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V1_ISNZ	V1_ISNZ	human gut metagenome	feces	fecal material	Homo sapiens	V1	normal	healthy	feces	1	Isoniazid (ISNZ), 32.8 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20170610_V1_ISNZ	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20170610_V1_ISNZ.raw	V1_2017-06-10	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Isoniazid (ISNZ), 32.8 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V1_KTPR	V1_KTPR	human gut metagenome	feces	fecal material	Homo sapiens	V1	normal	healthy	feces	1	Ketoprofen (KTPR), 5.9 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20170610_V1_KTPR	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20170610_V1_KTPR.raw	V1_2017-06-10	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Ketoprofen (KTPR), 5.9 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V1_LBPR	V1_LBPR	human gut metagenome	feces	fecal material	Homo sapiens	V1	normal	healthy	feces	1	Lubiprostone (LBPR), 6 uM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20170610_V1_LBPR	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20170610_V1_LBPR.raw	V1_2017-06-10	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Lubiprostone (LBPR), 6 uM in vitro culture medium concentration, 24 h anaerobic culture exposure
V1_LPRM	V1_LPRM	human gut metagenome	feces	fecal material	Homo sapiens	V1	normal	healthy	feces	1	Loperamide oxide monohydrate (LPRM), 162 uM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20170610_V1_LPRM	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20170610_V1_LPRM.raw	V1_2017-06-10	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Loperamide oxide monohydrate (LPRM), 162 uM in vitro culture medium concentration, 24 h anaerobic culture exposure
V1_LVDP	V1_LVDP	human gut metagenome	feces	fecal material	Homo sapiens	V1	normal	healthy	feces	1	Levodopa (LVDP), 25.4 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20170610_V1_LVDP	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20170610_V1_LVDP.raw	V1_2017-06-10	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Levodopa (LVDP), 25.4 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V1_LVST	V1_LVST	human gut metagenome	feces	fecal material	Homo sapiens	V1	normal	healthy	feces	1	Lovastatin (LVST), 1.0 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20170610_V1_LVST	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20170610_V1_LVST.raw	V1_2017-06-10	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Lovastatin (LVST), 1.0 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V1_MRCP	V1_MRCP	human gut metagenome	feces	fecal material	Homo sapiens	V1	normal	healthy	feces	1	Mercaptopurine (MRCP), 4.4 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20170610_V1_MRCP	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20170610_V1_MRCP.raw	V1_2017-06-10	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Mercaptopurine (MRCP), 4.4 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V1_MSLM	V1_MSLM	human gut metagenome	feces	fecal material	Homo sapiens	V1	normal	healthy	feces	1	Mesalamine (MSLM), 13.1 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20170610_V1_MSLM	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20170610_V1_MSLM.raw	V1_2017-06-10	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Mesalamine (MSLM), 13.1 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V1_MTFR	V1_MTFR	human gut metagenome	feces	fecal material	Homo sapiens	V1	normal	healthy	feces	1	Metformin hydrochloride (MTFR), 7.6 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20170610_V1_MTFR	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20170610_V1_MTFR.raw	V1_2017-06-10	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Metformin hydrochloride (MTFR), 7.6 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V1_MTHT	V1_MTHT	human gut metagenome	feces	fecal material	Homo sapiens	V1	normal	healthy	feces	1	Methotrexate hydrate (MTHT), 330 uM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20170610_V1_MTHT	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20170610_V1_MTHT.raw	V1_2017-06-10	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Methotrexate hydrate (MTHT), 330 uM in vitro culture medium concentration, 24 h anaerobic culture exposure
V1_MTHY	V1_MTHY	human gut metagenome	feces	fecal material	Homo sapiens	V1	normal	healthy	feces	1	Methylprednisolone (MTHY), 641 uM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20170610_V1_MTHY	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20170610_V1_MTHY.raw	V1_2017-06-10	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Methylprednisolone (MTHY), 641 uM in vitro culture medium concentration, 24 h anaerobic culture exposure
