source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
180312_Muir_AB_H3K4norLeu_REV	Homo sapiens	Cell culture	not available	not available	not available	1	180312_Muir_AB_H3K4norLeu_REV	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	180312_Muir_AB_H3K4norLeu_REV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Cell culture
190611_Muir_AB_H3K4me1_FWD	Homo sapiens	Cell culture	not available	not available	not available	1	190611_Muir_AB_H3K4me1_FWD	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	190611_Muir_AB_H3K4me1_FWD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Cell culture
190801_Muir_AB_Dual_FWD	Homo sapiens	Cell culture	not available	not available	not available	1	190801_Muir_AB_Dual_FWD	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	190801_Muir_AB_Dual_FWD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Cell culture
190611_Muir_AB_H3K4me1_REV	Homo sapiens	Cell culture	not available	not available	not available	1	190611_Muir_AB_H3K4me1_REV	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	190611_Muir_AB_H3K4me1_REV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Cell culture
180703_Muir_AB_H3K9me3_REV	Homo sapiens	Cell culture	not available	not available	not available	1	180703_Muir_AB_H3K9me3_REV	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	180703_Muir_AB_H3K9me3_REV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Cell culture
180703_Muir_AB_H3K9me3_FWD	Homo sapiens	Cell culture	not available	not available	not available	1	180703_Muir_AB_H3K9me3_FWD	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	180703_Muir_AB_H3K9me3_FWD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Cell culture
180312_Muir_AB_H3K4norLeu_FWD	Homo sapiens	Cell culture	not available	not available	not available	1	180312_Muir_AB_H3K4norLeu_FWD	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	180312_Muir_AB_H3K4norLeu_FWD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Cell culture
180703_Muir_AB_H3K9me3_FWD2	Homo sapiens	Cell culture	not available	not available	not available	1	180703_Muir_AB_H3K9me3_FWD2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	180703_Muir_AB_H3K9me3_FWD2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Cell culture
191003_Muir_AB_H3K4me3_REV	Homo sapiens	Cell culture	not available	not available	not available	1	191003_Muir_AB_H3K4me3_REV	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	191003_Muir_AB_H3K4me3_REV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Cell culture
191003_Muir_AB_H3K4me3_FWD	Homo sapiens	Cell culture	not available	not available	not available	1	191003_Muir_AB_H3K4me3_FWD	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	191003_Muir_AB_H3K4me3_FWD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Cell culture
